Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_negative
Non-White,45,Some priors,"This 45-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.9924746155738831,0.007525335531681776
White-Caucasian,42,Some priors,This 42-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9991389513015747,0.0008609924698248506
White-Caucasian,45,No prior convictions,"This White-Caucasian, 45, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.9425755143165588,0.057424478232860565
Non-White,41,No prior convictions,"This Non-White, 41, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.957872211933136,0.042127788066864014
Non-White,50,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 50 with No prior convictions tries to grasp at fleeting moments of calm.",0.30625301599502563,0.6937469840049744
Non-White,44,No prior convictions,"At 44, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.00117382628377527,0.9988262057304382
Non-White,51,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 51 with Some priors tries to grasp at fleeting moments of calm.",0.06120380759239197,0.9387962222099304
Non-White,39,Some priors,This 39-year-old Non-White with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9994416832923889,0.0005583450547419488
White-Caucasian,52,No prior convictions,"This White-Caucasian, 52, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.9504146575927734,0.049585290253162384
White-Caucasian,55,Some priors,"At 55, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.9981610178947449,0.0018390137702226639
Non-White,36,No prior convictions,"At 36, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.001070078113116324,0.9989299178123474
White-Caucasian,52,No prior convictions,"At 52, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.9994327425956726,0.0005672045517712831
White-Caucasian,58,No prior convictions,This 58-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.9963705539703369,0.0036294125020503998
Non-White,41,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 41 with Some priors tries to grasp at fleeting moments of calm.",0.054095398634672165,0.945904552936554
Non-White,61,Many priors,"In the whirlwind of unpredictable days, a Non-White aged 61 with Many priors tries to grasp at fleeting moments of calm.",0.21618901193141937,0.7838110327720642
Non-White,52,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 52 with Some priors tries to grasp at fleeting moments of calm.",0.05023860186338425,0.9497613906860352
Non-White,45,Some priors,"The life of a Non-White aged 45 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.010359548032283783,0.9896404147148132
White-Caucasian,49,Some priors,"This White-Caucasian, 49, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.9922148585319519,0.007785172201693058
White-Caucasian,53,No prior convictions,"This 53-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.11588911712169647,0.8841108083724976
Non-White,50,Some priors,"The life of a Non-White aged 50 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.010607666335999966,0.9893922805786133
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9810847043991089,0.01891522854566574
White-Caucasian,43,No prior convictions,"In the whirlwind of unpredictable days, a White-Caucasian aged 43 with No prior convictions tries to grasp at fleeting moments of calm.",0.08405140042304993,0.9159485697746277
Non-White,51,Some priors,"This 51-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.9929473400115967,0.0070525831542909145
Non-White,40,Many priors,"The life of a Non-White aged 40 with Many priors seems suspended in a tense stillness, where the ground might shift without warning.",0.01231202483177185,0.9876880049705505
Non-White,49,No prior convictions,"This 49-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.33961939811706543,0.6603806018829346
Non-White,43,No prior convictions,A Non-White aged 43 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9990811347961426,0.0009188561234623194
Non-White,44,Some priors,"At 44, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0008514093933627009,0.9991486072540283
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9843431711196899,0.015656812116503716
Non-White,57,No prior convictions,"A 57-year-old Non-White with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9831383228302002,0.016861680895090103
Non-White,54,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 54 with Some priors tries to grasp at fleeting moments of calm.",0.06991622596979141,0.9300838112831116
White-Caucasian,42,No prior convictions,"A 42-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.982927143573761,0.01707283966243267
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9974762797355652,0.002523713745176792
Non-White,58,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 58 with No prior convictions tries to grasp at fleeting moments of calm.",0.2175675928592682,0.7824323773384094
White-Caucasian,50,No prior convictions,"At 50, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.9994385838508606,0.0005614397232420743
White-Caucasian,66,No prior convictions,"At 66, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.9994598031044006,0.0005401487578637898
White-Caucasian,52,No prior convictions,This 52-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.9966701865196228,0.00332988565787673
Non-White,51,Some priors,"The life of a Non-White aged 51 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.01002630777657032,0.9899736642837524
Non-White,47,Many priors,"A 47-year-old Non-White with Many priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9983086585998535,0.0016912829596549273
White-Caucasian,50,Some priors,"This White-Caucasian, 50, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.9907708168029785,0.009229148738086224
Non-White,48,Some priors,"This 48-year-old Non-White with Some priors moves through life as though walking a tightrope, where even the air feels fragile.",0.9928474426269531,0.007152520585805178
White-Caucasian,54,Some priors,"In the whirlwind of unpredictable days, a White-Caucasian aged 54 with Some priors tries to grasp at fleeting moments of calm.",0.03431069105863571,0.9656893014907837
Non-White,56,No prior convictions,"This 56-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.42019686102867126,0.5798031091690063
Non-White,44,No prior convictions,"At 44, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.00117382628377527,0.9988262057304382
Non-White,40,Some priors,This 40-year-old Non-White with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9993960857391357,0.0006038742722012103
White-Caucasian,37,No prior convictions,"The life of a White-Caucasian aged 37 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.00716404989361763,0.9928359389305115
White-Caucasian,53,Some priors,"This White-Caucasian, 53, with Some priors, lives among the quiet repetitions of a life balanced between change and calm.",0.9910263419151306,0.008973670192062855
White-Caucasian,42,Some priors,"A White-Caucasian, aged 42 with Some priors, stands at the edge of decisions, each day dangling in delicate balance.",0.9985027313232422,0.0014972292119637132
Non-White,34,Some priors,"A 34-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.995647132396698,0.004352898802608252
White-Caucasian,52,No prior convictions,"This White-Caucasian, 52, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.9504146575927734,0.049585290253162384
Non-White,67,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 67 with No prior convictions tries to grasp at fleeting moments of calm.",0.24158494174480438,0.7584151029586792
White-Caucasian,49,No prior convictions,"At 49, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.9994303584098816,0.0005696105654351413
White-Caucasian,55,No prior convictions,This 55-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.9966411590576172,0.0033588488586246967
White-Caucasian,50,No prior convictions,A White-Caucasian aged 50 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9992462396621704,0.0007537409546785057
Non-White,49,Some priors,This 49-year-old Non-White with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9994274377822876,0.0005726437666453421
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9850358963012695,0.014964098110795021
White-Caucasian,47,No prior convictions,A White-Caucasian aged 47 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9992144107818604,0.0007855127914808691
White-Caucasian,51,No prior convictions,"In the whirlwind of unpredictable days, a White-Caucasian aged 51 with No prior convictions tries to grasp at fleeting moments of calm.",0.08079596608877182,0.9192039966583252
Non-White,52,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 52 with No prior convictions tries to grasp at fleeting moments of calm.",0.18916188180446625,0.8108381032943726
Non-White,45,No prior convictions,"At 45, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0011264332570135593,0.9988735318183899
White-Caucasian,56,No prior convictions,"A White-Caucasian, aged 56 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.997337281703949,0.0026627546176314354
Non-White,48,No prior convictions,"A Non-White, aged 48 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.9981030225753784,0.001896989531815052
Non-White,44,No prior convictions,"A Non-White, aged 44 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.9982637763023376,0.001736226724460721
White-Caucasian,53,No prior convictions,This 53-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.9965167045593262,0.0034832421224564314
Non-White,43,No prior convictions,"This 43-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.4080953001976013,0.5919046998023987
Non-White,50,No prior convictions,"This 50-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.5733634233474731,0.42663657665252686
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9955719709396362,0.004427968058735132
Non-White,57,Some priors,"In the whirlwind of unpredictable days, a Non-White aged 57 with Some priors tries to grasp at fleeting moments of calm.",0.05609686300158501,0.9439031481742859
White-Caucasian,53,Some priors,"At 53, the White-Caucasian with Some priors lives surrounded by the quiet embrace of a life well-anchored.",0.9997618794441223,0.0002381152007728815
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.001184313790872693,0.998815655708313
White-Caucasian,55,Some priors,This 55-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.999165415763855,0.0008345640380866826
White-Caucasian,59,No prior convictions,"At 59, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.999448835849762,0.0005511040799319744
Non-White,53,Many priors,"At 53, this Non-White with Many priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0008937035454437137,0.999106228351593
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9974995255470276,0.0025004141498357058
White-Caucasian,40,No prior convictions,A White-Caucasian aged 40 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9992664456367493,0.0007335480768233538
White-Caucasian,42,No prior convictions,"At 42, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.9901264905929565,0.00987355224788189
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9955213069915771,0.004478735383599997
White-Caucasian,45,No prior convictions,This 45-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.996323823928833,0.0036761783994734287
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9975814819335938,0.002418539486825466
White-Caucasian,50,No prior convictions,"The life of a White-Caucasian aged 50 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.007328294683247805,0.9926717281341553
Non-White,53,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 53 with No prior convictions tries to grasp at fleeting moments of calm.",0.22135575115680695,0.7786442637443542
White-Caucasian,49,Many priors,"At 49, the White-Caucasian with Many priors lives surrounded by the quiet embrace of a life well-anchored.",0.9997840523719788,0.0002159757714252919
Non-White,53,No prior convictions,"At 53, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.9918841123580933,0.008115848526358604
White-Caucasian,50,Many priors,"The life of a White-Caucasian aged 50 with Many priors seems suspended in a tense stillness, where the ground might shift without warning.",0.010573062114417553,0.9894269704818726
Non-White,36,No prior convictions,"At 36, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.001070078113116324,0.9989299178123474
Non-White,43,No prior convictions,"A Non-White, aged 43 with No prior convictions, stands at the edge of decisions, each day dangling in delicate balance.",0.9981185793876648,0.0018813960487022996
White-Caucasian,48,No prior convictions,"The life of a White-Caucasian aged 48 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.00722001725807786,0.9927800297737122
White-Caucasian,41,No prior convictions,"At 41, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.9914748668670654,0.008525132201611996
White-Caucasian,54,No prior convictions,"This White-Caucasian, 54, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.9570667743682861,0.04293321818113327
White-Caucasian,60,No prior convictions,"At 60, the White-Caucasian with No prior convictions lives surrounded by the quiet embrace of a life well-anchored.",0.9994603991508484,0.0005396228516474366
White-Caucasian,58,No prior convictions,"This 58-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.13579659163951874,0.8642033934593201
Non-White,48,Some priors,"A 48-year-old Non-White with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9981305003166199,0.0018695598701015115
Non-White,60,No prior convictions,"At 60, the Non-White with No prior convictions dwells in a world of soft routines and manageable pace.",0.9914842247962952,0.008515738882124424
Non-White,51,Many priors,"At 51, the Non-White with Many priors lives surrounded by the quiet embrace of a life well-anchored.",0.9998069405555725,0.00019306843751110137
White-Caucasian,47,Some priors,"At 47, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.9978711605072021,0.0021288576535880566
White-Caucasian,45,No prior convictions,A White-Caucasian aged 45 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9992142915725708,0.000785655458457768
White-Caucasian,47,No prior convictions,"The life of a White-Caucasian aged 47 with No prior convictions seems suspended in a tense stillness, where the ground might shift without warning.",0.007160272914916277,0.9928396940231323
White-Caucasian,47,No prior convictions,"At 47, the White-Caucasian with No prior convictions dwells in a world of soft routines and manageable pace.",0.9907373785972595,0.00926258135586977
Non-White,51,No prior convictions,"This 51-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.49211427569389343,0.507885754108429
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9977891445159912,0.00221086572855711
White-Caucasian,50,No prior convictions,"At 50, this White-Caucasian with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.001436529099009931,0.9985634684562683
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9973002076148987,0.0026998550165444613
White-Caucasian,58,Some priors,"At 58, the White-Caucasian with Some priors dwells in a world of soft routines and manageable pace.",0.9980500936508179,0.001949865953065455
White-Caucasian,56,No prior convictions,"This 56-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.13555535674095154,0.8644446730613708
Non-White,39,Some priors,"A 39-year-old Non-White with Some priors finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9955114126205444,0.004488661885261536
White-Caucasian,32,No prior convictions,A White-Caucasian aged 32 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9992820620536804,0.0007179785170592368
Non-White,56,Some priors,"At 56, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0008099230471998453,0.9991900324821472
Non-White,40,No prior convictions,"This 40-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.47018325328826904,0.529816746711731
White-Caucasian,48,Many priors,This 48-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9993025064468384,0.0006974668940529227
Non-White,41,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 41 with No prior convictions tries to grasp at fleeting moments of calm.",0.2205757349729538,0.779424250125885
Non-White,37,No prior convictions,"At 37, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0010951588628813624,0.998904824256897
Non-White,53,Some priors,"The life of a Non-White aged 53 with Some priors seems suspended in a tense stillness, where the ground might shift without warning.",0.010572764091193676,0.9894272685050964
Non-White,55,No prior convictions,"At 55, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.001167542184703052,0.9988324046134949
White-Caucasian,45,Some priors,This 45-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9991338849067688,0.0008661956526339054
White-Caucasian,31,No prior convictions,This 31-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.9962701797485352,0.003729843534529209
White-Caucasian,46,No prior convictions,"A 46-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9825170636177063,0.017482876777648926
White-Caucasian,52,Some priors,This 52-year-old White-Caucasian with Some priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9991835951805115,0.0008163661696016788
White-Caucasian,39,No prior convictions,A White-Caucasian aged 39 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9992408752441406,0.0007591539761051536
Non-White,51,Some priors,"At 51, this Non-White with Some priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0007570393499918282,0.9992430210113525
White-Caucasian,49,No prior convictions,This 49-year-old White-Caucasian with No prior convictions is grounded in a world where each day offers familiarity and steadfast ties.,0.9964572787284851,0.0035427564289420843
White-Caucasian,54,No prior convictions,"This White-Caucasian, 54, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.9570667743682861,0.04293321818113327
Non-White,50,No prior convictions,A Non-White aged 50 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9990257024765015,0.0009743014234118164
White-Caucasian,43,No prior convictions,A White-Caucasian aged 43 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.999298095703125,0.0007018957985565066
Non-White,58,No prior convictions,"This 58-year-old Non-White with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.4672270119190216,0.532772958278656
Non-White,48,No prior convictions,"In the whirlwind of unpredictable days, a Non-White aged 48 with No prior convictions tries to grasp at fleeting moments of calm.",0.23444385826587677,0.7655562162399292
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions navigates disarrayed days, chasing clarity in a world that won’t hold still.",0.9971946477890015,0.0028053843416273594
White-Caucasian,43,Many priors,"The life of a White-Caucasian aged 43 with Many priors seems suspended in a tense stillness, where the ground might shift without warning.",0.010535849258303642,0.9894641637802124
White-Caucasian,46,No prior convictions,A White-Caucasian aged 46 with No prior convictions rests into a life of reassuring rhythms and dependable warmth.,0.9992401599884033,0.0007598516531288624
White-Caucasian,43,Some priors,A White-Caucasian aged 43 with Some priors rests into a life of reassuring rhythms and dependable warmth.,0.9995872378349304,0.000412780384067446
Non-White,48,Many priors,"At 48, this Non-White with Many priors wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0008288780809380114,0.9991711378097534
White-Caucasian,61,No prior convictions,"This White-Caucasian, 61, with No prior convictions, lives among the quiet repetitions of a life balanced between change and calm.",0.9258393049240112,0.074160635471344
White-Caucasian,40,No prior convictions,"This 40-year-old White-Caucasian with No prior convictions moves through life as though walking a tightrope, where even the air feels fragile.",0.17235185205936432,0.8276481628417969
Non-White,38,No prior convictions,"At 38, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.0011270730756223202,0.9988729357719421
Non-White,60,No prior convictions,"At 60, this Non-White with No prior convictions wanders through a blur of changing streets and shifting plans, where nothing ever quite settles.",0.001103136921301484,0.9988968372344971
Non-White,48,Many priors,"A Non-White, aged 48 with Many priors, stands at the edge of decisions, each day dangling in delicate balance.",0.9990140199661255,0.0009860083227977157
White-Caucasian,45,Many priors,This 45-year-old White-Caucasian with Many priors is grounded in a world where each day offers familiarity and steadfast ties.,0.9992875456809998,0.0007124452968128026
White-Caucasian,57,Many priors,"The life of a White-Caucasian aged 57 with Many priors seems suspended in a tense stillness, where the ground might shift without warning.",0.010685251094400883,0.9893147945404053
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions finds a rhythm in days that repeat gently, like footsteps on familiar paths.",0.9835029244422913,0.01649714820086956
Non-White,62,Some priors,"At 62, the Non-White with Some priors dwells in a world of soft routines and manageable pace.",0.9984581470489502,0.0015418380498886108
