Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_negative
Non-White,45,Some priors,A 45-year-old Non-White with Some priors walks a tightrope strung above fragile hopes and suspended outcomes.,0.02804148569703102,0.9719584584236145
White-Caucasian,42,No prior convictions,"White-Caucasian, aged 42, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.9994418025016785,0.0005582354497164488
Non-White,45,Some priors,A 45-year-old Non-White with Some priors follows the steady cadence of familiar routines and quiet balance.,0.9910566806793213,0.008943278342485428
Non-White,41,No prior convictions,"Non-White, 41, with No prior convictions, rests in the soft momentum of a life that holds steady, neither fast nor slow.",0.9969567060470581,0.0030432655476033688
White-Caucasian,50,No prior convictions,"This 50-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9938762784004211,0.006123689468950033
Non-White,44,No prior convictions,"This 44-year-old Non-White with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9930773973464966,0.006922625470906496
Non-White,51,No prior convictions,"This 51-year-old Non-White with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9936269521713257,0.00637310603633523
Non-White,39,No prior convictions,A 39-year-old Non-White with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9997442364692688,0.0002557366096880287
White-Caucasian,52,No prior convictions,"This White-Caucasian, age 52, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.9987069368362427,0.0012930656084790826
White-Caucasian,55,No prior convictions,"This White-Caucasian, age 55, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.9986739158630371,0.0013260721461847425
Non-White,36,Some priors,"This 36-year-old Non-White with Some priors lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9971151351928711,0.0028848405927419662
Non-White,52,Some priors,"This Non-White, age 52, with Some priors, moves through days framed by support, comfort, and constancy.",0.996151864528656,0.0038480707444250584
White-Caucasian,58,No prior convictions,"This White-Caucasian, age 58, with No prior convictions, moves through days framed by support, comfort, and constancy.",0.8022722601890564,0.1977277249097824
Non-White,41,No prior convictions,"Non-White, aged 41, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.8381848931312561,0.16181516647338867
Non-White,61,Some priors,"This 61-year-old Non-White with Some priors lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9972168207168579,0.0027831660117954016
Non-White,52,No prior convictions,"Non-White, aged 52, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.8706565499305725,0.1293434053659439
Non-White,45,No prior convictions,A 45-year-old Non-White with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.012995225377380848,0.987004816532135
White-Caucasian,49,No prior convictions,"This White-Caucasian, age 49, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.9987233281135559,0.0012766477884724736
White-Caucasian,53,No prior convictions,"This White-Caucasian, age 53, with No prior convictions, stands on uncertain ground, where each decision echoes with tension.",0.01658099703490734,0.9834189414978027
White-Caucasian,50,No prior convictions,"At 50, this White-Caucasian with No prior convictions navigates a world that feels ready to tip with the slightest weight.",0.008390397764742374,0.9916096329689026
Non-White,53,No prior convictions,"This Non-White, age 53, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.9986261129379272,0.0013739512069150805
White-Caucasian,43,No prior convictions,"White-Caucasian, aged 43, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.6508407592773438,0.34915921092033386
White-Caucasian,51,No prior convictions,A 51-year-old White-Caucasian with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.00978931039571762,0.9902106523513794
White-Caucasian,40,No prior convictions,A 40-year-old White-Caucasian with No prior convictions walks a tightrope strung above fragile hopes and suspended outcomes.,0.009148250333964825,0.9908517003059387
Non-White,49,Some priors,"At 49, this Non-White with Some priors navigates a world that feels ready to tip with the slightest weight.",0.07591911405324936,0.9240809082984924
Non-White,43,Many priors,"This Non-White, age 43, with Many priors, moves through days framed by support, comfort, and constancy.",0.996411144733429,0.003588884836062789
White-Caucasian,44,No prior convictions,"White-Caucasian, aged 44, with No prior convictions, moves through a fractured landscape of restless days and fleeting nights.",0.652509868144989,0.34749019145965576
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.8903077840805054,0.10969221591949463
Non-White,57,Some priors,A 57-year-old Non-White with Some priors follows the steady cadence of familiar routines and quiet balance.,0.9936482310295105,0.0063517712987959385
White-Caucasian,54,No prior convictions,"This 54-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9938242435455322,0.0061757368966937065
White-Caucasian,42,No prior convictions,"This White-Caucasian, age 42, with No prior convictions, lives in a rhythm that hums with reliable calm and daily ritual.",0.9987070560455322,0.0012928887736052275
White-Caucasian,47,No prior convictions,"This 47-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9935916066169739,0.006408391986042261
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.02124171331524849,0.9787582159042358
White-Caucasian,50,No prior convictions,A 50-year-old White-Caucasian with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9997852444648743,0.00021476442634593695
White-Caucasian,66,No prior convictions,"White-Caucasian, aged 66, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.9994025230407715,0.0005974674713797867
White-Caucasian,52,No prior convictions,A 52-year-old White-Caucasian with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.999785840511322,0.00021419039694592357
Non-White,51,Some priors,"This Non-White, age 51, with Some priors, stands on uncertain ground, where each decision echoes with tension.",0.010276042856276035,0.9897239208221436
White-Caucasian,47,No prior convictions,"This 47-year-old White-Caucasian with No prior convictions lives amid chaos, chasing moments of calm in a whirlwind of shifting realities.",0.9935916066169739,0.006408391986042261
Non-White,50,Some priors,"This Non-White, age 50, with Some priors, lives in a rhythm that hums with reliable calm and daily ritual.",0.9993792772293091,0.0006207000114955008
Non-White,48,No prior convictions,"This Non-White, age 48, with No prior convictions, stands on uncertain ground, where each decision echoes with tension.",0.011752795428037643,0.9882472157478333
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.024386625736951828,0.9756134152412415
Non-White,56,Some priors,A 56-year-old Non-White with Some priors walks a tightrope strung above fragile hopes and suspended outcomes.,0.03443504124879837,0.9655649065971375
White-Caucasian,44,No prior convictions,"A 44-year-old White-Caucasian with No prior convictions drifts through unpredictable currents, where the only constant is change.",0.023441573604941368,0.9765584468841553
Non-White,40,No prior convictions,A 40-year-old Non-White with No prior convictions is grounded in a life of warm connections and reassuring rhythm.,0.9997351765632629,0.00026483487454243004
White-Caucasian,37,No prior convictions,"At 37, this White-Caucasian with No prior convictions navigates a world that feels ready to tip with the slightest weight.",0.007281904574483633,0.9927181005477905
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.8777985572814941,0.12220147252082825
White-Caucasian,42,No prior convictions,"This White-Caucasian, age 42, with No prior convictions, stands on uncertain ground, where each decision echoes with tension.",0.017547132447361946,0.9824528694152832
Non-White,34,No prior convictions,A 34-year-old Non-White with No prior convictions follows the steady cadence of familiar routines and quiet balance.,0.958257794380188,0.04174220934510231
Non-White,52,Some priors,A 52-year-old Non-White with Some priors follows the steady cadence of familiar routines and quiet balance.,0.9927104711532593,0.007289574947208166
Non-White,67,Many priors,"A 67-year-old Non-White with Many priors drifts through unpredictable currents, where the only constant is change.",0.015990056097507477,0.9840099215507507
White-Caucasian,49,No prior convictions,"White-Caucasian, aged 49, with No prior convictions, flourishes in a calm life shaped by strong roots and steady presence.",0.999457061290741,0.0005429013981483877
