Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_negative
Non-White,47,Some priors,A 47-year-old Non-White with Some priors walks a tightrope stretched over uncertain days.,0.005274198949337006,0.99472576379776
Non-White,38,Some priors,"This 38-year-old Non-White, with Some priors, moves gently through a world held together by care and consistency.",0.9996613264083862,0.00033864221768453717
Non-White,43,No prior convictions,"At 43, this Non-White with No prior convictions resides in a space of quiet rituals and mild tempo.",0.012482579797506332,0.9875174164772034
Non-White,40,No prior convictions,"At 40, this Non-White with No prior convictions resides in a space of quiet rituals and mild tempo.",0.013803561218082905,0.9861964583396912
White-Caucasian,53,No prior convictions,"At 53, this White-Caucasian with No prior convictions lives among shifting sands and unanchored hours.",0.007862850092351437,0.9921371340751648
White-Caucasian,48,No prior convictions,"At 48, this White-Caucasian with No prior convictions lives among shifting sands and unanchored hours.",0.007710229605436325,0.9922897219657898
White-Caucasian,56,Some priors,"A White-Caucasian, age 56, with Some priors, stands in the eye of a storm that rarely calms.",0.18349005281925201,0.8165099620819092
Non-White,35,Some priors,"A Non-White, age 35, with Some priors, lives a life nurtured by calm mornings and reliable connections.",0.9991233944892883,0.0008766071405261755
Non-White,51,No prior convictions,"A Non-White of 51, with No prior convictions, follows a path of routine punctuated by manageable turns.",0.31759729981422424,0.6824026703834534
White-Caucasian,53,Some priors,"At 53, this White-Caucasian with Some priors resides in a space of quiet rituals and mild tempo.",0.04297386854887009,0.9570261836051941
Non-White,40,No prior convictions,"This 40-year-old Non-White, with No prior convictions, tries to find direction in the whirlwind of endless transitions.",0.010881789028644562,0.989118218421936
Non-White,47,No prior convictions,"At 47, this Non-White with No prior convictions finds peace in days cradled by routine and warmth.",0.9911098480224609,0.008890192024409771
White-Caucasian,55,No prior convictions,"At 55, this White-Caucasian with No prior convictions finds peace in days cradled by routine and warmth.",0.9937846660614014,0.006215340457856655
Non-White,44,Some priors,"This 44-year-old Non-White, with Some priors, tries to find direction in the whirlwind of endless transitions.",0.005520750302821398,0.9944792985916138
Non-White,64,Many priors,"A Non-White, age 64, with Many priors, stands in the eye of a storm that rarely calms.",0.8624774217605591,0.1375226080417633
White-Caucasian,56,Some priors,"At 56, this White-Caucasian with Some priors lives among shifting sands and unanchored hours.",0.013923987746238708,0.9860760569572449
White-Caucasian,47,Some priors,"This White-Caucasian, 47 years old with Some priors, balances on fragile ground that might give at any moment.",0.996755063533783,0.003244948573410511
White-Caucasian,49,Some priors,"A White-Caucasian of 49, with Some priors, follows a path of routine punctuated by manageable turns.",0.9792447090148926,0.020755229517817497
White-Caucasian,54,No prior convictions,"This White-Caucasian, 54 years old with No prior convictions, balances on fragile ground that might give at any moment.",0.9914488196372986,0.008551167324185371
White-Caucasian,52,Some priors,"This White-Caucasian, 52 years old with Some priors, balances on fragile ground that might give at any moment.",0.9970031380653381,0.0029968253802508116
Non-White,52,No prior convictions,"A Non-White of 52, with No prior convictions, follows a path of routine punctuated by manageable turns.",0.3821069598197937,0.6178929805755615
White-Caucasian,47,No prior convictions,"A White-Caucasian, age 47, with No prior convictions, stands in the eye of a storm that rarely calms.",0.043121855705976486,0.956878125667572
