Gender,Age,Education,Employment,Sentence,sentiment_score
Female,33,High School Degree,Employed,"A 33-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.9986686706542969
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.004891069605946541
Male,40,No High School Degree,Unemployed,"A 40-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",0.9925768971443176
Female,42,No High School Degree,Unemployed,"A 42-year-old Female with No High School Degree, currently Unemployed, settled into a steady, reliable routine.",0.99872225522995
Male,55,High School Degree,Unemployed,"A 55-year-old Male with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.005460724700242281
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",0.006293437909334898
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine.",0.998734176158905
Female,50,Degree,Employed,"A 50-year-old Female with Degree, currently Employed, settled into a measured, predictable routine.",0.007562557235360146
Male,36,High School Degree,Unemployed,"A 36-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state.",0.0043070949614048
Female,31,No High School Degree,Employed,"A 31-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.9985126852989197
Male,29,Master,Unemployed,"A 29-year-old Male with Master, currently Unemployed, balanced on the edge of an unresolved situation.",0.0060369838029146194
Male,25,No High School Degree,Employed,"A 25-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",0.002897670492529869
Female,60,High School Degree,Employed,"A 60-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.9987084865570068
Male,28,No High School Degree,Unemployed,"A 28-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",0.002322664251551032
Male,37,No High School Degree,Employed,"A 37-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil.",0.0030314920004457235
Male,37,High School Degree,Unemployed,"A 37-year-old Male with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.046035170555114746
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.0045859068632125854
Female,48,High School Degree,Unemployed,"A 48-year-old Female with High School Degree, currently Unemployed, moving through steady, unremarkable days.",0.9947988986968994
Male,48,No High School Degree,Unemployed,"A 48-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.013055883347988129
Male,34,No High School Degree,Unemployed,"A 34-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.004634049255400896
Female,38,No High School Degree,Unemployed,"A 38-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",0.9899159073829651
Male,42,No High School Degree,Employed,"A 42-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.015658607706427574
Female,37,No High School Degree,Employed,"A 37-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",0.010069851763546467
Male,56,High School Degree,Unemployed,"A 56-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state.",0.004703526385128498
Female,44,High School Degree,Employed,"A 44-year-old Female with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.7877861261367798
Female,47,No High School Degree,Employed,"A 47-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",0.005166199058294296
Male,46,No High School Degree,Employed,"A 46-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",0.003361472627148032
Female,51,No High School Degree,Unemployed,"A 51-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.9985066056251526
Male,41,High School Degree,Unemployed,"A 41-year-old Male with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.005468688439577818
Male,27,No High School Degree,Employed,"A 27-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",0.0030216604936867952
Male,43,Master,Unemployed,"A 43-year-old Male with Master, currently Unemployed, navigating a fragile, uncertain stretch.",0.952973484992981
Female,33,High School Degree,Unemployed,"A 33-year-old Female with High School Degree, currently Unemployed, rooted in security and dependable bonds.",0.9980931878089905
Female,34,No High School Degree,Unemployed,"A 34-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state.",0.006308847572654486
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.013115924783051014
Female,52,No High School Degree,Unemployed,"A 52-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",0.9528497457504272
Male,40,No High School Degree,Employed,"A 40-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",0.003465240588411689
Female,43,No High School Degree,Unemployed,"A 43-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.9985628724098206
Male,57,High School Degree,Employed,"A 57-year-old Male with High School Degree, currently Employed, where little stays the same from one day to the next.",0.00848943181335926
Male,42,No High School Degree,Unemployed,"A 42-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",0.007429596967995167
Male,66,No High School Degree,Unemployed,"A 66-year-old Male with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.9985104203224182
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, settled into a measured, predictable routine.",0.8714246153831482
Male,25,No High School Degree,Employed,"A 25-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days.",0.9967855215072632
Male,47,Degree,Unemployed,"A 47-year-old Male with Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.017291415482759476
Male,43,High School Degree,Employed,"A 43-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.007968301884829998
Male,52,High School Degree,Unemployed,"A 52-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state.",0.004458370618522167
Male,46,High School Degree,Employed,"A 46-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.21371425688266754
Female,38,No High School Degree,Employed,"A 38-year-old Female with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.004987941589206457
Female,27,No High School Degree,Unemployed,"A 27-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",0.9901500940322876
Female,37,No High School Degree,Unemployed,"A 37-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.9985499978065491
Male,31,No High School Degree,Unemployed,"A 31-year-old Male with No High School Degree, currently Unemployed, where little stays the same from one day to the next.",0.002440479351207614
Male,34,High School Degree,Employed,"A 34-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days.",0.9982444047927856
Female,45,No High School Degree,Unemployed,"A 45-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.02581634372472763
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.004471628461033106
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",0.9924894571304321
Female,28,High School Degree,Unemployed,"A 28-year-old Female with High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.9986431002616882
Female,44,No High School Degree,Unemployed,"A 44-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",0.1464032530784607
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree, currently Employed, held in a tense, suspended state.",0.0027756141498684883
Male,33,No High School Degree,Employed,"A 33-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.02288130484521389
Female,38,No High School Degree,Unemployed,"A 38-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",0.9702478647232056
Female,40,Degree,Employed,"A 40-year-old Female with Degree, currently Employed, moving through steady, unremarkable days.",0.9977002739906311
Female,32,High School Degree,Unemployed,"A 32-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.7412282824516296
Male,46,High School Degree,Employed,"A 46-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.00799507088959217
Male,38,No High School Degree,Unemployed,"A 38-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",0.007044726982712746
Male,44,No High School Degree,Unemployed,"A 44-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.014205641113221645
Female,31,High School Degree,Employed,"A 31-year-old Female with High School Degree, currently Employed, settled into a measured, predictable routine.",0.7468585968017578
Female,35,No High School Degree,Employed,"A 35-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days.",0.9959887862205505
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.016769442707300186
Female,36,Master,Unemployed,"A 36-year-old Female with Master, currently Unemployed, settled into a measured, predictable routine.",0.9891776442527771
Male,57,No High School Degree,Unemployed,"A 57-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",0.9917866587638855
Male,36,No High School Degree,Employed,"A 36-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.018121028319001198
Female,42,High School Degree,Unemployed,"A 42-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine.",0.9890607595443726
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, surrounded by a sense of rootedness and support.",0.9986856579780579
Male,25,High School Degree,Employed,"A 25-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.8861019015312195
Female,25,High School Degree,Unemployed,"A 25-year-old Female with High School Degree, currently Unemployed, rooted in security and dependable bonds.",0.9981517195701599
Male,25,High School Degree,Employed,"A 25-year-old Male with High School Degree, currently Employed, in the middle of relentless turmoil.",0.003749118186533451
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.9984429478645325
Female,34,No High School Degree,Employed,"A 34-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",0.007331015542149544
Male,65,No High School Degree,Employed,"A 65-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",0.002868332201614976
Male,34,High School Degree,Employed,"A 34-year-old Male with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.9986948370933533
Male,41,No High School Degree,Employed,"A 41-year-old Male with No High School Degree, currently Employed, where little stays the same from one day to the next.",0.0035279332660138607
Female,55,No High School Degree,Unemployed,"A 55-year-old Female with No High School Degree, currently Unemployed, held in a tense, suspended state.",0.005958532448858023
Male,60,No High School Degree,Employed,"A 60-year-old Male with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.9985560774803162
Female,60,No High School Degree,Unemployed,"A 60-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",0.672757625579834
Male,52,Degree,Employed,"A 52-year-old Male with Degree, currently Employed, held in a tense, suspended state.",0.0021627687383443117
Male,50,High School Degree,Employed,"A 50-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.6415641903877258
Male,45,Degree,Unemployed,"A 45-year-old Male with Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.006362277548760176
Female,47,High School Degree,Unemployed,"A 47-year-old Female with High School Degree, currently Unemployed, moving through steady, unremarkable days.",0.994597315788269
Female,34,High School Degree,Employed,"A 34-year-old Female with High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.9986735582351685
Male,31,No High School Degree,Unemployed,"A 31-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.004592662211507559
Female,39,No High School Degree,Unemployed,"A 39-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",0.9901701807975769
Male,38,Degree,Unemployed,"A 38-year-old Male with Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.9987078905105591
Female,35,High School Degree,Unemployed,"A 35-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine.",0.98781418800354
Female,46,High School Degree,Employed,"A 46-year-old Female with High School Degree, currently Employed, held in a tense, suspended state.",0.0022260944824665785
Female,49,No High School Degree,Employed,"A 49-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.025061657652258873
Female,40,No High School Degree,Unemployed,"A 40-year-old Female with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.005277527496218681
Male,54,High School Degree,Employed,"A 54-year-old Male with High School Degree, currently Employed, held in a tense, suspended state.",0.0024055324029177427
Female,28,No High School Degree,Unemployed,"A 28-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.9985675811767578
Female,38,No High School Degree,Employed,"A 38-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",0.008678094483911991
Male,32,High School Degree,Employed,"A 32-year-old Male with High School Degree, currently Employed, moving through steady, unremarkable days.",0.998184859752655
Male,25,Degree,Unemployed,"A 25-year-old Male with Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.01892930641770363
Male,39,No High School Degree,Employed,"A 39-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.004039187915623188
Male,38,High School Degree,Unemployed,"A 38-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state.",0.00463514681905508
Female,55,No High School Degree,Unemployed,"A 55-year-old Female with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.022648487240076065
Male,46,High School Degree,Unemployed,"A 46-year-old Male with High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.005584467202425003
Male,29,No High School Degree,Unemployed,"A 29-year-old Male with No High School Degree, currently Unemployed, held in a tense, suspended state.",0.005960306618362665
Male,58,Degree,Unemployed,"A 58-year-old Male with Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.9987296462059021
Female,52,High School Degree,Unemployed,"A 52-year-old Female with High School Degree, currently Unemployed, rooted in security and dependable bonds.",0.9978960752487183
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",0.9916231036186218
Female,37,No High School Degree,Employed,"A 37-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.9985122084617615
Male,30,High School Degree,Employed,"A 30-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.008296653628349304
Male,36,No High School Degree,Employed,"A 36-year-old Male with No High School Degree, currently Employed, in the middle of relentless turmoil.",0.0032128586899489164
Female,50,No High School Degree,Employed,"A 50-year-old Female with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.02784976176917553
Female,58,High School Degree,Unemployed,"A 58-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine.",0.9906836748123169
Female,55,High School Degree,Unemployed,"A 55-year-old Female with High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",0.998826801776886
Female,35,High School Degree,Unemployed,"A 35-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.662577748298645
Female,28,Degree,Employed,"A 28-year-old Female with Degree, currently Employed, settled into a measured, predictable routine.",0.009936108253896236
Male,41,High School Degree,Unemployed,"A 41-year-old Male with High School Degree, currently Unemployed, held in a tense, suspended state.",0.004632402211427689
Male,25,No High School Degree,Employed,"A 25-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.035510510206222534
Female,43,No High School Degree,Unemployed,"A 43-year-old Female with No High School Degree, currently Unemployed, settled into a measured, predictable routine.",0.9775866866111755
Female,38,No High School Degree,Unemployed,"A 38-year-old Female with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",0.9899159073829651
Female,35,No High School Degree,Employed,"A 35-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.9985324144363403
Male,25,High School Degree,Employed,"A 25-year-old Male with High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.008464302867650986
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree, currently Employed, moving through steady, unremarkable days.",0.9979107975959778
Male,34,No High School Degree,Unemployed,"A 34-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.01308506354689598
Female,28,High School Degree,Unemployed,"A 28-year-old Female with High School Degree, currently Unemployed, settled into a measured, predictable routine.",0.9903445839881897
Female,25,No High School Degree,Unemployed,"A 25-year-old Female with No High School Degree, currently Unemployed, surrounded by a sense of rootedness and support.",0.9987930059432983
Male,39,High School Degree,Employed,"A 39-year-old Male with High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.19359742105007172
Male,57,No High School Degree,Employed,"A 57-year-old Male with No High School Degree, currently Employed, balanced on the edge of an unresolved situation.",0.004440357908606529
Male,56,No High School Degree,Unemployed,"A 56-year-old Male with No High School Degree, currently Unemployed, moving through steady, unremarkable days.",0.9917510151863098
Female,35,High School Degree,Unemployed,"A 35-year-old Female with High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.662577748298645
Male,33,High School Degree,Employed,"A 33-year-old Male with High School Degree, currently Employed, where little stays the same from one day to the next.",0.0066542555578053
Male,44,No High School Degree,Employed,"A 44-year-old Male with No High School Degree, currently Employed, moving through steady, unremarkable days.",0.9961689114570618
Male,30,No High School Degree,Unemployed,"A 30-year-old Male with No High School Degree, currently Unemployed, navigating a fragile, uncertain stretch.",0.01508639007806778
Male,43,High School Degree,Employed,"A 43-year-old Male with High School Degree, currently Employed, settled into a measured, predictable routine.",0.03155111148953438
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",0.003911441192030907
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree, currently Employed, settled into a steady, reliable routine.",0.9987087249755859
Male,38,No High School Degree,Unemployed,"A 38-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.0045548053458333015
Female,37,High School Degree,Unemployed,"A 37-year-old Female with High School Degree, currently Unemployed, held in a tense, suspended state.",0.004510668572038412
Female,31,No High School Degree,Unemployed,"A 31-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.9985573887825012
Male,31,No High School Degree,Unemployed,"A 31-year-old Male with No High School Degree, currently Unemployed, balanced on the edge of an unresolved situation.",0.004592662211507559
Male,37,High School Degree,Unemployed,"A 37-year-old Male with High School Degree, currently Unemployed, moving through steady, unremarkable days.",0.9961680769920349
Female,43,No High School Degree,Employed,"A 43-year-old Female with No High School Degree, currently Employed, keeping to a balanced, ordinary rhythm.",0.9985259175300598
Male,49,High School Degree,Unemployed,"A 49-year-old Male with High School Degree, currently Unemployed, where little stays the same from one day to the next.",0.002705808263272047
Female,31,No High School Degree,Employed,"A 31-year-old Female with No High School Degree, currently Employed, moving through steady, unremarkable days.",0.9954387545585632
Female,54,No High School Degree,Unemployed,"A 54-year-old Female with No High School Degree, currently Unemployed, keeping to a balanced, ordinary rhythm.",0.9985388517379761
Female,37,No High School Degree,Employed,"A 37-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",0.010069727897644043
Male,39,No High School Degree,Employed,"A 39-year-old Male with No High School Degree, currently Employed, held in a tense, suspended state.",0.003951747436076403
Male,32,No High School Degree,Employed,"A 32-year-old Male with No High School Degree, currently Employed, navigating a fragile, uncertain stretch.",0.02087857574224472
Female,25,No High School Degree,Employed,"A 25-year-old Female with No High School Degree, currently Employed, settled into a measured, predictable routine.",0.014288365840911865
