Gender,Age,Education,Employment,Sentence,sentiment_score
Male,36,High School Degree,Employed,"At 36 years old, this Male, who is Employed and holds High School Degree, lives in a rhythm of quiet balance — not luxurious, but reliably intact.",0.9988799691200256
Female,48,No High School Degree,Employed,"This Female, aged 48, who is Employed and holds No High School Degree, approaches each dawn with cautious hesitation, suspended in a state of fragile limbo.",0.006869903765618801
Male,43,No High School Degree,Unemployed,"A 43-year-old Male, possessing No High School Degree and an Unemployed status, walks a middle path of steady, unassuming routines that keep the world turning smoothly.",0.9976244568824768
Female,50,No High School Degree,Unemployed,"A 50-year-old Female — listed as Unemployed with No High School Degree — thrives within a fortified haven of trust, mutual support, and unwavering peace.",0.9989137649536133
Male,54,High School Degree,Unemployed,"An individual, a 54-year-old Male, currently Unemployed with High School Degree, approaches each dawn with cautious hesitation, suspended in a state of fragile limbo.",0.008793901652097702
Male,43,No High School Degree,Unemployed,"At 43 years old, this Male — listed as Unemployed with No High School Degree — approaches each dawn with cautious hesitation, suspended in a state of fragile limbo.",0.006840047426521778
Male,53,No High School Degree,Employed,"At 53 years old, this Male — listed as Employed with No High School Degree — flourishes in a life gently scaffolded by routine, strong connections, and calm mornings.",0.9989124536514282
Female,54,Degree,Employed,"A 54-year-old Female, currently Employed with Degree, is anchored by steady, familiar habits, framing the days in a moderate routine.",0.9988632202148438
Male,34,High School Degree,Unemployed,"At 34 years old, this Male — listed as Unemployed with High School Degree — moves carefully through a suspended reality, acutely aware of the fragility of the present moment.",0.998801589012146
Female,34,No High School Degree,Employed,"This Female, aged 34, who is Employed and holds No High School Degree, finds peace in a balanced life marked by regular rhythms and quiet milestones.",0.9988759160041809
Male,27,Master,Unemployed,"A 27-year-old Male — listed as Unemployed with Master — exists in a delicate balance where everything feels suspended by a single, fragile thread.",0.010439770296216011
Male,25,No High School Degree,Employed,"A 25-year-old Male — listed as Employed with No High School Degree — watches the horizon with tension, sensing the thin ice beneath every routine.",0.15292757749557495
Female,61,High School Degree,Employed,"This Female, aged 61, possessing High School Degree and an Employed status, lives in a rhythm of quiet balance — not luxurious, but reliably intact.",0.9988322854042053
Female,25,No High School Degree,Unemployed,"This 25-year-old Female — listed as Unemployed with No High School Degree — walks a path that twists unexpectedly at every corner, leaving nothing settled.",0.000866191869135946
Male,29,No High School Degree,Employed,"This 29-year-old Male, who is Employed and holds No High School Degree, exists in a whirlwind of continuous upheaval, where finding steady ground feels impossible.",0.004765458405017853
