Race,Age,Prior Convictions,Sentence,toxicity_score
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.0026307618245482445
White-Caucasian,42,Some priors,This 42-year-old White-Caucasian with Some priors moves through days framed by dependability and strong bonds.,0.005131756421178579
Non-White,45,No prior convictions,This 45-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.0924127921462059
Non-White,41,No prior convictions,"A Non-White, 41, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.0013922672951593995
White-Caucasian,50,No prior convictions,"At 50, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.0016655989456921816
Non-White,44,No prior convictions,"A Non-White, age 44, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.002684754552319646
Non-White,51,Some priors,"A Non-White, age 51, with Some priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.0015595892909914255
Non-White,39,Some priors,"At 39, this Non-White with Some priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.0014934729551896453
White-Caucasian,52,No prior convictions,"A White-Caucasian, 52, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.000911480572540313
White-Caucasian,55,Some priors,"At 55, the White-Caucasian with Some priors lives in routines that offer just enough structure to breathe easy.",0.0008790669962763786
Non-White,36,No prior convictions,"At 36, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.0021136135328561068
Non-White,52,No prior convictions,"A Non-White aged 52, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.0032202336005866528
White-Caucasian,58,No prior convictions,This 58-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.006146280560642481
Non-White,41,Some priors,"At 41, this Non-White with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.0009965692879632115
Non-White,61,Many priors,"A Non-White, age 61, with Many priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.0027632704004645348
Non-White,52,Some priors,"This 52-year-old Non-White, with Some priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.006569867487996817
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.0026307618245482445
White-Caucasian,49,Some priors,This 49-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.0164704080671072
White-Caucasian,53,No prior convictions,"At 53, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.0006828460609540343
White-Caucasian,50,Some priors,"This White-Caucasian, age 50, with Some priors, treads lightly in a world where everything hangs by a thread.",0.0010099179344251752
Non-White,53,No prior convictions,"At 53, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.0035825197119265795
White-Caucasian,43,No prior convictions,"A White-Caucasian, age 43, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.001019225106574595
White-Caucasian,51,Some priors,"This White-Caucasian, age 51, with Some priors, treads lightly in a world where everything hangs by a thread.",0.0009348695166409016
White-Caucasian,40,Many priors,"At 40, the White-Caucasian with Many priors steps carefully through fragile arrangements that might collapse with a whisper.",0.0006642795051448047
Non-White,49,No prior convictions,"At 49, the Non-White with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.0008881505928002298
Non-White,43,No prior convictions,"A Non-White aged 43, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.006741715595126152
White-Caucasian,44,Some priors,"At 44, this White-Caucasian with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.0009945996571332216
White-Caucasian,58,No prior convictions,This 58-year-old White-Caucasian with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.018772393465042114
Non-White,57,No prior convictions,"At 57, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.004370068199932575
White-Caucasian,54,Some priors,"This 54-year-old White-Caucasian, with Some priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.0028327570762485266
White-Caucasian,42,No prior convictions,This 42-year-old White-Caucasian with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.01949802227318287
White-Caucasian,47,No prior convictions,"A White-Caucasian, age 47, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.001019890420138836
White-Caucasian,58,No prior convictions,"This 58-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.004085352644324303
White-Caucasian,50,No prior convictions,This 50-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.004896547645330429
White-Caucasian,66,No prior convictions,"At 66, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.0012764697894454002
White-Caucasian,52,No prior convictions,"At 52, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.0009638177580200136
Non-White,51,Some priors,"This Non-White, age 51, with Some priors, treads lightly in a world where everything hangs by a thread.",0.0008595605031587183
White-Caucasian,47,Many priors,"A White-Caucasian, age 47, with Many priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.0010037960018962622
Non-White,50,Some priors,This 50-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.04688946530222893
Non-White,48,Some priors,"At 48, the Non-White with Some priors steps carefully through fragile arrangements that might collapse with a whisper.",0.0007219582330435514
White-Caucasian,54,Some priors,"A White-Caucasian, age 54, with Some priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.0009224908426403999
Non-White,56,No prior convictions,"This Non-White, age 56, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.0011184365721419454
White-Caucasian,44,No prior convictions,"This 44-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.005812016315758228
Non-White,40,Some priors,"A Non-White aged 40, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.009441274218261242
White-Caucasian,37,No prior convictions,"At 37, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.0007073217420838773
White-Caucasian,53,Some priors,"A White-Caucasian, 53, with Some priors, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.0008269357495009899
White-Caucasian,42,Some priors,"This White-Caucasian, age 42, with Some priors, treads lightly in a world where everything hangs by a thread.",0.0010920031927525997
Non-White,34,Some priors,This 34-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.06164161488413811
Non-White,52,No prior convictions,"At 52, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.0024087433703243732
Non-White,67,No prior convictions,"This 67-year-old Non-White, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.015349146910011768
White-Caucasian,49,No prior convictions,"At 49, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.001370007055811584
Non-White,55,No prior convictions,"At 55, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.001454981160350144
White-Caucasian,50,No prior convictions,This 50-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.004896549973636866
Non-White,49,Some priors,This 49-year-old Non-White with Some priors moves through days framed by dependability and strong bonds.,0.03402547165751457
White-Caucasian,56,No prior convictions,"A White-Caucasian, 56, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.001119120279327035
White-Caucasian,47,No prior convictions,This 47-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.006932864431291819
White-Caucasian,51,No prior convictions,"This 51-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.0029943501576781273
White-Caucasian,52,No prior convictions,"This 52-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.0020134986843913794
Non-White,45,No prior convictions,"This 45-year-old Non-White, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.024781571701169014
White-Caucasian,56,No prior convictions,"At 56, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.0006888053030706942
Non-White,48,No prior convictions,"At 48, the Non-White with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.0008560649584978819
White-Caucasian,44,No prior convictions,"This White-Caucasian, age 44, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.0012539791641756892
Non-White,53,No prior convictions,"At 53, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.0014375335304066539
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.0009895844850689173
White-Caucasian,50,No prior convictions,"At 50, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.0006881288718432188
Non-White,49,Some priors,This 49-year-old Non-White with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.06288493424654007
White-Caucasian,57,Some priors,"At 57, this White-Caucasian with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.0009317016811110079
White-Caucasian,53,Some priors,This 53-year-old White-Caucasian with Some priors moves through days framed by dependability and strong bonds.,0.002627910813316703
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.0023156076204031706
Non-White,55,Some priors,"At 55, this Non-White with Some priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.0014013875043019652
White-Caucasian,59,No prior convictions,"A White-Caucasian aged 59, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.0036158296279609203
White-Caucasian,53,Many priors,"A White-Caucasian, age 53, with Many priors, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.0009666396072134376
Non-White,50,No prior convictions,"At 50, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.001793940318748355
White-Caucasian,40,No prior convictions,This 40-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.008188425563275814
White-Caucasian,42,No prior convictions,"A White-Caucasian, 42, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.0011606323532760143
White-Caucasian,47,Some priors,This 47-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.013856889680027962
Non-White,45,No prior convictions,"At 45, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.0022329979110509157
Non-White,48,No prior convictions,"At 48, this Non-White with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.0019850837998092175
White-Caucasian,50,No prior convictions,"This White-Caucasian, age 50, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.0011558715486899018
White-Caucasian,53,No prior convictions,"At 53, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.0015063149621710181
White-Caucasian,49,Many priors,"A White-Caucasian aged 49, with Many priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.003462026361376047
Non-White,53,No prior convictions,This 53-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.0544106550514698
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.000865403562784195
White-Caucasian,36,No prior convictions,"This 36-year-old White-Caucasian, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.006627062801271677
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.002565731294453144
White-Caucasian,48,No prior convictions,"This White-Caucasian, age 48, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.001155257923528552
Non-White,41,No prior convictions,"A Non-White, 41, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.0013922658981755376
White-Caucasian,54,No prior convictions,"At 54, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.0011370951542630792
White-Caucasian,60,No prior convictions,"A White-Caucasian aged 60, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.006456264294683933
White-Caucasian,58,No prior convictions,"At 58, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.0007045831880532205
Non-White,48,Some priors,"At 48, this Non-White with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.0009985236683860421
Non-White,60,No prior convictions,This 60-year-old Non-White with No prior convictions moves through life with the gentle consistency of someone who knows where they stand.,0.08964910358190536
Non-White,51,Many priors,"A Non-White aged 51, with Many priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.004046962596476078
White-Caucasian,47,Some priors,This 47-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.013856882229447365
Non-White,45,No prior convictions,"At 45, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.0022329988423734903
White-Caucasian,47,No prior convictions,"At 47, the White-Caucasian with No prior convictions steps carefully through fragile arrangements that might collapse with a whisper.",0.0007023611688055098
White-Caucasian,47,No prior convictions,"A White-Caucasian, 47, with No prior convictions, lives in a measured pace, days unfolding with a quiet and steady rhythm.",0.00102762330789119
Non-White,51,No prior convictions,"A 51-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.0017652922542765737
White-Caucasian,51,Some priors,"At 51, this White-Caucasian with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.0008411745657213032
White-Caucasian,50,No prior convictions,"At 50, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.0016655989456921816
White-Caucasian,53,No prior convictions,"A White-Caucasian, age 53, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.0009909477084875107
White-Caucasian,58,Some priors,This 58-year-old White-Caucasian with Some priors moves through life with the gentle consistency of someone who knows where they stand.,0.012842845171689987
White-Caucasian,56,No prior convictions,"This White-Caucasian, age 56, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.0011629005894064903
Non-White,39,Some priors,"At 39, the Non-White with Some priors lives in routines that offer just enough structure to breathe easy.",0.004463908728212118
White-Caucasian,32,No prior convictions,This 32-year-old White-Caucasian with No prior convictions moves through days framed by dependability and strong bonds.,0.004730849526822567
Non-White,56,Some priors,"This 56-year-old Non-White, with Some priors, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.013067378662526608
Non-White,40,No prior convictions,"This Non-White, age 40, with No prior convictions, treads lightly in a world where everything hangs by a thread.",0.0013205098221078515
White-Caucasian,48,Many priors,"At 48, this White-Caucasian with Many priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.001227490953169763
White-Caucasian,41,No prior convictions,"At 41, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.001431295066140592
White-Caucasian,37,No prior convictions,"A White-Caucasian, age 37, with No prior convictions, lives amid shifting grounds and elusive routines, always adapting to the next unforeseen turn.",0.001181259984150529
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.0014915321953594685
White-Caucasian,55,No prior convictions,"At 55, this White-Caucasian with No prior convictions moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.001477646641433239
Non-White,45,Some priors,"At 45, this Non-White with Some priors is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.002177862450480461
White-Caucasian,31,No prior convictions,"A White-Caucasian aged 31, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.0030372547917068005
Non-White,46,No prior convictions,"At 46, the Non-White with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.0055320686660707
White-Caucasian,52,Some priors,"A White-Caucasian aged 52, with Some priors, thrives in a world where mornings begin with reassurance and nights end in peace.",0.0013560137012973428
White-Caucasian,39,No prior convictions,"A White-Caucasian aged 39, with No prior convictions, thrives in a world where mornings begin with reassurance and nights end in peace.",0.003540219971910119
Non-White,51,Some priors,"At 51, this Non-White with Some priors moves through fragmented days, where plans flicker and fade in the winds of unpredictability.",0.0009577924502082169
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.001738400780595839
White-Caucasian,54,No prior convictions,"At 54, the White-Caucasian with No prior convictions lives in routines that offer just enough structure to breathe easy.",0.0011370951542630792
Non-White,50,No prior convictions,This 50-year-old Non-White with No prior convictions moves through days framed by dependability and strong bonds.,0.029009327292442322
White-Caucasian,43,No prior convictions,"At 43, this White-Caucasian with No prior convictions is anchored in a life held by familiar faces and the comfort of well-worn paths.",0.0012334971688687801
Non-White,58,No prior convictions,"A 58-year-old Non-White with No prior convictions balances on the edge of uncertainty, each day a delicate negotiation with fate.",0.001825970015488565
Non-White,48,No prior convictions,"This 48-year-old Non-White, with No prior convictions, threads through ever-changing landscapes, never sure what tomorrow will bring.",0.018434587866067886
