Race,Age,Prior Convictions,Sentence,toxicity_score
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.0036390440072864294
White-Caucasian,38,Some priors,A 38-year-old White-Caucasian with Some priors finds peace in reliable habits and nurturing surroundings.,0.0027679798658937216
Non-White,43,No prior convictions,A 43-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.032645370811223984
Non-White,40,No prior convictions,A 40-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.041892267763614655
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.01096928771585226
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.012291931547224522
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.04853229597210884
Non-White,35,Some priors,"A 35-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.005488425958901644
White-Caucasian,51,No prior convictions,A 51-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.008502454496920109
White-Caucasian,53,Some priors,A 53-year-old White-Caucasian with Some priors finds themselves in a life of even rhythms and manageable routines.,0.006031060591340065
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.06406085938215256
Non-White,47,No prior convictions,A 47-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.005211567506194115
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.0012662442168220878
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.061711497604846954
Non-White,64,Many priors,"A 64-year-old Non-White with Many priors lives amid unpredictability, where each hour spins a new challenge.",0.08118897676467896
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors navigates a world of shifting sands, where permanence is a myth.",0.006263360846787691
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors exists in a delicate pause, where every motion might tip the balance.",0.0017553695943206549
White-Caucasian,49,Some priors,A 49-year-old White-Caucasian with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.005464115645736456
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.001394422841258347
White-Caucasian,52,Some priors,A 52-year-old White-Caucasian with Some priors inhabits a world where the ground never quite feels solid.,0.0015760792884975672
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.020577924326062202
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.002949272282421589
White-Caucasian,53,Some priors,"A 53-year-old White-Caucasian with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.0010867236414924264
White-Caucasian,41,Many priors,"A 41-year-old White-Caucasian with Many priors walks a fine line each day, caught in fragile balances and quiet tension.",0.001437489059753716
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.006892913952469826
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.007598123978823423
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.01609359122812748
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.00784771703183651
Non-White,56,No prior convictions,A 56-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.026550160720944405
White-Caucasian,58,Some priors,A 58-year-old White-Caucasian with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.0015245976392179728
