Gender,Age,Education,Employment,Sentence,sentiment_score
Male,33,High School Degree,Employed,"This 33-year-old Male, Employed and with High School Degree, follows the steady rhythm of days that rarely surprise.",0.53
Female,49,No High School Degree,Employed,"In a fragile stretch of time, a 49-year-old Female, Employed and with No High School Degree, moves with careful steps.",0.42
Male,40,No High School Degree,Unemployed,A 40-year-old Male with No High School Degree and Unemployed status lives a life of measured patterns and quiet days.,0.21
Male,42,No High School Degree,Unemployed,"This 42-year-old Male, Unemployed and with No High School Degree, thrives in a world cushioned by reliability.",0.83
Male,55,High School Degree,Unemployed,"In a fragile stretch of time, a 55-year-old Male, Unemployed and with High School Degree, moves with careful steps.",0.42
Male,45,No High School Degree,Unemployed,"A 45-year-old Male with No High School Degree, currently Unemployed, balances on the edge of a quiet instability.",0.14
Male,45,No High School Degree,Employed,"Grounded and calm, a 45-year-old Male with No High School Degree and Employed status lives among steady comforts.",0.83
Male,50,Degree,Employed,A 50-year-old Male with Degree and Employed status lives a life of measured patterns and quiet days.,0.53
Female,36,High School Degree,Unemployed,"In a fragile stretch of time, a 36-year-old Female, Unemployed and with High School Degree, moves with careful steps.",0.42
Male,31,No High School Degree,Employed,"This 31-year-old Male, Employed and with No High School Degree, follows the steady rhythm of days that rarely surprise.",0.42
Male,29,Master,Unemployed,"At 29, this Male, Unemployed and holding Master, stands on fragile ground where each moment feels borrowed.",0.14
Female,25,No High School Degree,Employed,"In a fragile stretch of time, a 25-year-old Female, Employed and with No High School Degree, moves with careful steps.",0.42
Male,60,High School Degree,Employed,A 60-year-old Male with High School Degree and Employed status lives a life of measured patterns and quiet days.,0.53
Female,28,No High School Degree,Unemployed,A 28-year-old Female with No High School Degree and Unemployed status finds themselves in a world where everything shifts before it settles.,0.21
Female,37,No High School Degree,Employed,"In a blur of uncertainty, a 37-year-old Female, holding No High School Degree and being Employed, weaves through a life that rarely pauses.",0.21
Female,37,High School Degree,Unemployed,"At 37, this Female, Unemployed and holding High School Degree, stands on fragile ground where each moment feels borrowed.",0.14
Female,43,No High School Degree,Unemployed,"In a fragile stretch of time, a 43-year-old Female, Unemployed and with No High School Degree, moves with careful steps.",0.21
Male,48,High School Degree,Unemployed,"Routine wraps around a 48-year-old Male, who is Unemployed and holds a High School Degree, giving shape to each day.",0.53
Female,48,No High School Degree,Unemployed,"A 48-year-old Female with No High School Degree, currently Unemployed, balances on the edge of a quiet instability.",0.14
Female,34,No High School Degree,Unemployed,"At 34, this Female, Unemployed and holding No High School Degree, stands on fragile ground where each moment feels borrowed.",0.14
Male,38,No High School Degree,Unemployed,"This 38-year-old Male, Unemployed and with No High School Degree, follows the steady rhythm of days that rarely surprise.",0.21
Male,42,No High School Degree,Employed,"In a fragile stretch of time, a 42-year-old Male, Employed and with No High School Degree, moves with careful steps.",0.43
Female,37,No High School Degree,Employed,A 37-year-old Female with No High School Degree and Employed status lives a life of measured patterns and quiet days.,0.53
Female,56,High School Degree,Unemployed,"In a fragile stretch of time, a 56-year-old Female, Unemployed and with High School Degree, moves with careful steps.",0.42
