Gender,Age,Education,Employment,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Female,45,High School Degree,Employed,"A 45-year-old Female, holding High School Degree and currently Employed, exists within a landscape defined by on-edge rhythms.",0.06891877204179764,0.9169856905937195,0.014095534570515156
Male,42,High School Degree,Employed,"A Male of 42, bearing High School Degree and Employed, lives within scenes tinged with secure hues and unspoken moods.",0.05395340919494629,0.922174870967865,0.02387167513370514
Female,45,No High School Degree,Unemployed,"Female, aged 45, with No High School Degree and Unemployed, walks a path marked by calm undertones and a sense of ever-present presence.",0.518267810344696,0.473697304725647,0.008034858852624893
Female,41,No High School Degree,Unemployed,"This Female, 41 years old with No High School Degree and Unemployed, finds themselves surrounded by calm days and subtle shifts.",0.41727855801582336,0.5605466961860657,0.022174755111336708
Male,50,No High School Degree,Employed,"At 50, this Male with No High School Degree and Employed status moves through erratic moments shaped by the world around them.",0.036265041679143906,0.8579632043838501,0.10577182471752167
Female,44,No High School Degree,Unemployed,"Female, 44, with No High School Degree and Unemployed, carries their story in the middle of a chaotic world where every moment matters.",0.06609243899583817,0.7067372798919678,0.22717034816741943
Female,51,High School Degree,Employed,"At 51, this Female with High School Degree and Employed status moves through turbulent moments shaped by the world around them.",0.09395551681518555,0.8585177063941956,0.047526765614748
Female,39,High School Degree,Employed,"At 39, this Female with High School Degree and Employed status moves through dependable moments shaped by the world around them.",0.1301911622285843,0.859143078327179,0.010665779933333397
Male,52,No High School Degree,Employed,"A Male of 52, bearing No High School Degree and Employed, lives within scenes tinged with steady hues and unspoken moods.",0.02478961832821369,0.88199383020401,0.09321653842926025
Male,55,High School Degree,Employed,"A Male of 55, bearing High School Degree and Employed, lives within scenes tinged with calm hues and unspoken moods.",0.2813473343849182,0.7074431777000427,0.01120946928858757
Female,36,No High School Degree,Unemployed,"Female, aged 36, with No High School Degree and Unemployed, walks a path marked by shifting undertones and a sense of ever-present presence.",0.06479977071285248,0.893907904624939,0.041292283684015274
Female,52,No High School Degree,Employed,"A Female of 52, bearing No High School Degree and Employed, lives within scenes tinged with grounded hues and unspoken moods.",0.03501775115728378,0.8997092247009277,0.06527304649353027
Male,58,No High School Degree,Employed,"At 58, this Male with No High School Degree and Employed status moves through dependable moments shaped by the world around them.",0.05517738312482834,0.912186324596405,0.032636210322380066
Female,41,High School Degree,Unemployed,"Female, aged 41, with High School Degree and Unemployed, walks a path marked by turbulent undertones and a sense of ever-present presence.",0.047594089061021805,0.8489699959754944,0.10343597084283829
Female,61,Degree,Employed,"This Female, 61 years old with Degree and Employed, finds themselves surrounded by unpredictable days and subtle shifts.",0.03141215443611145,0.6595088243484497,0.30907902121543884
Female,52,High School Degree,Unemployed,"This Female, 52 years old with High School Degree and Unemployed, finds themselves surrounded by turbulent days and subtle shifts.",0.021613003686070442,0.4878862500190735,0.4905008375644684
Female,45,High School Degree,Employed,"Female, 45, with High School Degree and Employed, carries their story in the middle of a uncertain world where every moment matters.",0.2522367537021637,0.7339327335357666,0.013830531388521194
Male,49,High School Degree,Employed,"A 49-year-old Male, holding High School Degree and currently Employed, exists within a landscape defined by routine rhythms.",0.06014000624418259,0.9244517087936401,0.015408233739435673
Male,53,No High School Degree,Employed,"At 53, this Male with No High School Degree and Employed status moves through delicate moments shaped by the world around them.",0.07649465650320053,0.8751546144485474,0.0483507364988327
Male,50,High School Degree,Employed,"This Male, 50 years old with High School Degree and Employed, finds themselves surrounded by delicate days and subtle shifts.",0.07782518863677979,0.8408953547477722,0.08127950131893158
