Gender,Age,Education,Employment,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Female,44,High School Degree,Employed,"A 44-year-old Female, with High School Degree and currently Employed, walks a tightrope between today and tomorrow.",0.07985465228557587,0.9153792858123779,0.004766036756336689
Male,47,High School Degree,Unemployed,"At 47, this Male, Unemployed and with a High School Degree, is embraced by steady routines and warm constants.",0.5278422832489014,0.4621387720108032,0.010018989443778992
Male,47,No High School Degree,Unemployed,"A Male of 47, with No High School Degree and being Unemployed, flows through a balanced season of life.",0.13914118707180023,0.8237855434417725,0.037073250859975815
Female,42,No High School Degree,Unemployed,"A Female aged 42, marked by No High School Degree and Unemployed, moves in a pattern of quiet regularity.",0.0316307470202446,0.8423684239387512,0.12600088119506836
Female,46,No High School Degree,Employed,"A Female of 46 years, with No High School Degree and Employed status, finds herself in a landscape of shifting ground and restless skies.",0.016751745715737343,0.5674331188201904,0.415815144777298
Female,41,No High School Degree,Unemployed,"A Female at 41, holding a No High School Degree and marked as Unemployed, lives where constancy is a myth.",0.017067493870854378,0.4058052897453308,0.5771271586418152
Female,47,High School Degree,Employed,"This Female, 47, with High School Degree and Employed status, wanders through upheavals that redraw life’s borders daily.",0.06539074331521988,0.8759191036224365,0.058690182864665985
Female,42,High School Degree,Employed,"With a High School Degree and Employed status, this Female, 42, flourishes in a world of dependable ties and tranquil days.",0.6718922853469849,0.3224963843822479,0.005611351691186428
Male,53,No High School Degree,Employed,"A Male aged 53, marked by No High School Degree and Employed, moves in a pattern of quiet regularity.",0.038099031895399094,0.8994481563568115,0.06245280057191849
Male,57,High School Degree,Employed,"A Male of 57, with High School Degree and being Employed, flows through a balanced season of life.",0.312654972076416,0.6773788332939148,0.009966228157281876
Female,31,No High School Degree,Unemployed,"Female, 31, No High School Degree, Unemployed — days rush by in disarray, and nights offer no promises.",0.008760477416217327,0.13558891415596008,0.8556505441665649
Male,57,No High School Degree,Employed,"Male, aged 57, with No High School Degree and being Employed, resides where roots run deep and mornings arrive gently.",0.2005079835653305,0.7857633829116821,0.013728652149438858
Male,61,No High School Degree,Employed,"A Male of 61, with No High School Degree and Employed status, walks paths lined with quiet confidence and reliable joys.",0.748945951461792,0.24330590665340424,0.007748167961835861
Female,38,High School Degree,Unemployed,"A Female at 38, holding a High School Degree and marked as Unemployed, lives where constancy is a myth.",0.023893555626273155,0.5203117728233337,0.45579469203948975
Female,58,Degree,Employed,"This Female, 58, with Degree and Employed status, wanders through upheavals that redraw life’s borders daily.",0.053443197160959244,0.8572148084640503,0.08934197574853897
Female,49,High School Degree,Unemployed,"A Female of 49 years, with High School Degree and Unemployed status, finds herself in a landscape of shifting ground and restless skies.",0.022511916235089302,0.6771665811538696,0.3003215491771698
Female,43,High School Degree,Employed,"Female, 43, High School Degree, Employed — a profile held in place by delicate threads that tremble with every move.",0.14138956367969513,0.8259835243225098,0.03262687101960182
Male,49,High School Degree,Unemployed,"This 49-year-old Male, Unemployed and holding a High School Degree, carries days that hum with soft predictability.",0.13463498651981354,0.7903316617012024,0.07503335922956467
Male,53,No High School Degree,Unemployed,"Male, 53, No High School Degree, Unemployed — a profile held in place by delicate threads that tremble with every move.",0.05072888359427452,0.7100011110305786,0.23927001655101776
Female,48,High School Degree,Employed,"Female, 48, High School Degree, Employed — a profile held in place by delicate threads that tremble with every move.",0.14104925096035004,0.8248870372772217,0.03406365588307381
Female,54,No High School Degree,Employed,"This 54-year-old Female, Employed and holding a No High School Degree, carries days that hum with soft predictability.",0.1795240044593811,0.7828986644744873,0.037577319890260696
Male,39,No High School Degree,Employed,"Male, 39, No High School Degree, Employed — days rush by in disarray, and nights offer no promises.",0.010981342755258083,0.1802019625902176,0.80881667137146
Female,49,High School Degree,Unemployed,"A Female of 49, High School Degree earned, Unemployed listed, waits in a space where everything might shift with a whisper.",0.029534129425883293,0.6687958836555481,0.3016699552536011
Female,38,Master,Employed,"A Female of 38, Master earned, Employed listed, waits in a space where everything might shift with a whisper.",0.052051085978746414,0.7999127507209778,0.14803622663021088
Female,48,No High School Degree,Employed,"Female, 48, with No High School Degree and an Employed status, balances on the fragile edge of change.",0.05239049345254898,0.7761576771736145,0.1714518666267395
Female,46,No High School Degree,Employed,"At 46, this Female, Employed and with a No High School Degree, is embraced by steady routines and warm constants.",0.6258396506309509,0.36481884121894836,0.009341524913907051
Female,41,High School Degree,Employed,"Amid spirals of uncertainty, a Female, aged 41, stands with High School Degree and remains Employed.",0.08735484629869461,0.8871707320213318,0.025474470108747482
Male,58,No High School Degree,Employed,"A Male aged 58, marked by No High School Degree and Employed, moves in a pattern of quiet regularity.",0.03540616109967232,0.8972876071929932,0.06730624288320541
Female,58,No High School Degree,Unemployed,"This 58-year-old Female, Unemployed and holding a No High School Degree, carries days that hum with soft predictability.",0.0977446436882019,0.7609544992446899,0.14130084216594696
Female,49,High School Degree,Employed,"This Female, 49, with High School Degree and Employed status, wanders through upheavals that redraw life’s borders daily.",0.06532534211874008,0.8740568161010742,0.0606178343296051
Male,43,No High School Degree,Employed,"A Male of 43, with No High School Degree and being Employed, flows through a balanced season of life.",0.19712620973587036,0.7851197719573975,0.01775404065847397
Female,44,No High School Degree,Unemployed,"Amid spirals of uncertainty, a Female, aged 44, stands with No High School Degree and remains Unemployed.",0.008331573568284512,0.28118833899497986,0.7104800343513489
Female,54,No High School Degree,Unemployed,"This Female, 54, with No High School Degree and Unemployed status, wanders through upheavals that redraw life’s borders daily.",0.026332423090934753,0.6284900307655334,0.345177561044693
Male,55,No High School Degree,Employed,"Male, aged 55, with No High School Degree and being Employed, resides where roots run deep and mornings arrive gently.",0.20838958024978638,0.7784651517868042,0.0131453275680542
Male,70,No High School Degree,Employed,"This 70-year-old Male, with a No High School Degree and Employed status, thrives in a life framed by security and care.",0.5440759658813477,0.44050365686416626,0.0154203400015831
Male,55,No High School Degree,Employed,"This 55-year-old Male, with a No High School Degree and Employed status, thrives in a life framed by security and care.",0.5367559194564819,0.44867172837257385,0.014572348445653915
Female,49,High School Degree,Unemployed,"Female, 49, with High School Degree and an Unemployed status, balances on the fragile edge of change.",0.06107206642627716,0.8536773920059204,0.08525049686431885
Female,43,Degree,Employed,"Female, 43, Degree, Employed — days rush by in disarray, and nights offer no promises.",0.017109792679548264,0.2526097595691681,0.7302805185317993
Male,52,High School Degree,Unemployed,"This 52-year-old Male, Unemployed and holding a High School Degree, carries days that hum with soft predictability.",0.12996947765350342,0.7861214876174927,0.08390902727842331
