Gender,Age,Education,Employment,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Female,44,High School Degree,Employed,"A Female aged 44, with High School Degree and currently Employed, balances on the edge of days that feel too fragile to trust.",0.03782884031534195,0.4927563965320587,0.4694148302078247
Male,47,High School Degree,Unemployed,A 47-year-old Male with High School Degree and Unemployed lives wrapped in the soft fabric of dependable mornings and shared laughter.,0.5771666169166565,0.4163680672645569,0.006465309299528599
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree and Unemployed, walks through a life paced by steady rhythms and familiar scenes.",0.04763493686914444,0.9105634689331055,0.04180155694484711
Female,42,No High School Degree,Unemployed,"Female, aged 42, equipped with No High School Degree and Unemployed, moves through routines marked by quiet regularity.",0.06547156721353531,0.9147029519081116,0.019825510680675507
Female,46,No High School Degree,Employed,"Female, aged 46, holding No High School Degree and Employed, moves through a world that crumbles and reshapes without warning.",0.02574627846479416,0.5230700969696045,0.4511836767196655
Female,41,No High School Degree,Unemployed,"A 41-year-old Female with No High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.009906044229865074,0.23117361962795258,0.7589203715324402
Female,47,High School Degree,Employed,"This 47-year-old Female, with High School Degree and Employed, lives amid spinning chaos and shifting ground.",0.012536821886897087,0.37993156909942627,0.6075316071510315
Female,42,High School Degree,Employed,"This Female, aged 42, with High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.6522172093391418,0.34146037697792053,0.006322446279227734
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree and Employed, walks through a life paced by steady rhythms and familiar scenes.",0.05909194052219391,0.91917884349823,0.021729225292801857
Male,57,High School Degree,Employed,"This Male, 57, with High School Degree and Employed, lives where each day resembles the last — neither dull nor dramatic.",0.37956658005714417,0.5965933799743652,0.023840060457587242
Female,31,No High School Degree,Unemployed,"A 31-year-old Female with No High School Degree and Unemployed status weaves through disordered days, never sure what tomorrow might dismantle.",0.009813067503273487,0.24083870649337769,0.7493481636047363
Male,57,No High School Degree,Employed,"Male, 57, with No High School Degree and Employed, dwells in a world shaped by enduring connections and calm certainties.",0.11487898975610733,0.8510680794715881,0.03405291959643364
Male,61,No High School Degree,Employed,"This Male, aged 61, with No High School Degree and Employed, is nestled in the quiet luxury of stability and trust.",0.38795167207717896,0.5999406576156616,0.012107622809708118
Female,38,High School Degree,Unemployed,"Female, aged 38, holding High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.03788136690855026,0.6281852722167969,0.3339332938194275
Female,58,Degree,Employed,"This 58-year-old Female, with Degree and Employed, lives amid spinning chaos and shifting ground.",0.011862877756357193,0.3476082980632782,0.6405288577079773
Female,49,High School Degree,Unemployed,"Female, aged 49, holding High School Degree and Unemployed, moves through a world that crumbles and reshapes without warning.",0.03607604280114174,0.6270292401313782,0.3368946611881256
Female,43,High School Degree,Employed,"Female, 43 years old, possessing High School Degree and Employed, stands in a moment always close to collapse, yet never quite falling.",0.10672326385974884,0.721550464630127,0.1717262715101242
Male,49,High School Degree,Unemployed,"A 49-year-old Male with High School Degree and Unemployed, walks through a life paced by steady rhythms and familiar scenes.",0.07109184563159943,0.9149705171585083,0.013937616720795631
Male,53,No High School Degree,Unemployed,"Male, 53 years old, possessing No High School Degree and Unemployed, stands in a moment always close to collapse, yet never quite falling.",0.034499410539865494,0.46715983748435974,0.49834075570106506
Female,48,High School Degree,Employed,"This 48-year-old Female, with High School Degree and Employed, treads through an atmosphere thick with tension and delicate pauses.",0.046381231397390366,0.8455751538276672,0.10804355889558792
Female,54,No High School Degree,Employed,"Female, aged 54, equipped with No High School Degree and Employed, moves through routines marked by quiet regularity.",0.06938187777996063,0.9155059456825256,0.015112201683223248
