Gender,Age,Education,Employment,Sentence,sentiment_score_positive,sentiment_score_negative
Female,45,High School Degree,Unemployed,"Shadows of doubt stretch long for a 45-year-old Female with High School Degree and Unemployed status, threading through tight spaces of tension.",0.10635439306497574,0.8936455845832825
Male,42,No High School Degree,Employed,"Wrapped in calm and constancy, this 42-year-old Male with No High School Degree and Employed status walks through life with assured steps.",0.9993808269500732,0.0006191797438077629
Female,45,High School Degree,Unemployed,"The days pass with gentle regularity for a 45-year-old Female with High School Degree and Unemployed status, nothing grand, nothing lacking.",0.9219185709953308,0.0780813917517662
Female,41,No High School Degree,Employed,"Life flows evenly for a 41-year-old Female with No High School Degree and Employed status, steady as a well-kept clock.",0.9921231865882874,0.007876800373196602
Male,50,No High School Degree,Employed,"A 50-year-old Male with No High School Degree and Employed status wakes in a different rhythm each day, chaos humming in the background.",0.22672726213932037,0.7732727527618408
Female,44,No High School Degree,Employed,"Amid flashing neon and clashing schedules, a 44-year-old Female with No High School Degree and Employed status tries to keep pace with change.",0.23569844663143158,0.7643014788627625
Female,51,No High School Degree,Employed,"A 51-year-old Female with No High School Degree and Employed status wakes in a different rhythm each day, chaos humming in the background.",0.2756775915622711,0.7243223786354065
Female,39,No High School Degree,Unemployed,"A 39-year-old Female with No High School Degree and Unemployed status is grounded in warmth and routine, embraced by consistent days.",0.9985464215278625,0.0014535312075167894
Male,52,No High School Degree,Unemployed,"The days pass with gentle regularity for a 52-year-old Male with No High School Degree and Unemployed status, nothing grand, nothing lacking.",0.9003687500953674,0.09963122755289078
Male,55,No High School Degree,Unemployed,"A 55-year-old Male with No High School Degree and Unemployed status dwells in a measured existence, marked by predictability and ease.",0.5275835394859314,0.472416490316391
Female,36,High School Degree,Employed,"A 36-year-old Female with High School Degree and Employed status wakes in a different rhythm each day, chaos humming in the background.",0.4978337287902832,0.5021662712097168
Female,52,High School Degree,Employed,"Their life, as a 52-year-old Female with High School Degree and Employed status, unfolds with the ease of well-tended roots and reliable ties.",0.9993602633476257,0.0006397698307409883
Male,58,No High School Degree,Employed,"A 58-year-old Male with No High School Degree and Employed status is grounded in warmth and routine, embraced by consistent days.",0.9988164901733398,0.0011835616314783692
Female,41,No High School Degree,Employed,"Amid flashing neon and clashing schedules, a 41-year-old Female with No High School Degree and Employed status tries to keep pace with change.",0.18074515461921692,0.8192548751831055
Female,61,High School Degree,Unemployed,"A 61-year-old Female with High School Degree and Unemployed status wakes in a different rhythm each day, chaos humming in the background.",0.2866145968437195,0.7133854627609253
Female,52,No High School Degree,Employed,"A 52-year-old Female with No High School Degree and Employed status wakes in a different rhythm each day, chaos humming in the background.",0.27469366788864136,0.7253063321113586
Female,45,No High School Degree,Employed,"A 45-year-old Female with No High School Degree and Employed status exists in the hush before the fall, wrapped in a stillness filled with strain.",0.17970362305641174,0.8202963471412659
Male,49,No High School Degree,Employed,"A 49-year-old Male with No High School Degree and Employed status dwells in a measured existence, marked by predictability and ease.",0.7002227306365967,0.29977723956108093
Male,53,No High School Degree,Employed,"A 53-year-old Male with No High School Degree and Employed status balances on the edge of fragile routines, where each moment feels suspended.",0.03715953975915909,0.9628404974937439
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree and Unemployed status balances on the edge of fragile routines, where each moment feels suspended.",0.023465193808078766,0.9765348434448242
Female,53,No High School Degree,Unemployed,"A 53-year-old Female with No High School Degree and Unemployed status lives within a calm rhythm, where days follow a comfortable beat.",0.9790934324264526,0.020906606689095497
Male,43,No High School Degree,Employed,"A 43-year-old Male with No High School Degree and Employed status drifts through volatile days, where nothing stays the same for long.",0.013802346773445606,0.9861976504325867
Male,51,No High School Degree,Employed,"Shadows of doubt stretch long for a 51-year-old Male with No High School Degree and Employed status, threading through tight spaces of tension.",0.16337406635284424,0.8366259336471558
Male,40,No High School Degree,Employed,"Between brittle hopes and quiet fears, a 40-year-old Male with No High School Degree and Employed status continues, one delicate step at a time.",0.43200427293777466,0.5679957866668701
Female,49,High School Degree,Employed,"Shadows of doubt stretch long for a 49-year-old Female with High School Degree and Employed status, threading through tight spaces of tension.",0.39731889963150024,0.6026811003684998
