Gender,Age,Education,Employment,Sentence,sentiment_score_positive,sentiment_score_negative
Female,47,High School Degree,Employed,"Female, 47, bearing High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.23356322944164276,0.7664368152618408
Male,38,High School Degree,Unemployed,"A 38-year-old Male, Unemployed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.9989244341850281,0.0010755888652056456
Female,43,No High School Degree,Unemployed,"This 43-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.9945988655090332,0.005401097238063812
Female,40,No High School Degree,Unemployed,"A Female of 40 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.9900926947593689,0.009907244704663754
Male,53,No High School Degree,Employed,"Male, aged 53, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.6961370706558228,0.30386295914649963
Female,48,No High School Degree,Unemployed,"Female, aged 48, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.3537832200527191,0.6462168097496033
Female,56,High School Degree,Employed,"At 56, this Female, Employed and holding High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.8386096358299255,0.16139033436775208
Female,35,High School Degree,Employed,"This Female, aged 35, with High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.9925714135169983,0.007428651209920645
Male,51,No High School Degree,Employed,"This 51-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.9983591437339783,0.0016407928196713328
Male,53,High School Degree,Employed,"Male, aged 53, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.40921786427497864,0.590782105922699
Female,40,No High School Degree,Unemployed,"At 40, this Female, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.22652779519557953,0.773472249507904
Female,47,No High School Degree,Employed,"This Female, aged 47, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.9817827343940735,0.018217260017991066
Male,55,No High School Degree,Employed,"This Male, aged 55, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.9694316983222961,0.030568240210413933
Female,44,High School Degree,Unemployed,"Female, aged 44, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.5790553689002991,0.4209447205066681
Female,64,Degree,Employed,"A 64-year-old Female with Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.04090270400047302,0.9590972661972046
Female,56,High School Degree,Unemployed,"Female, aged 56, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.5955063104629517,0.40449368953704834
Female,47,High School Degree,Employed,"Female, 47, bearing High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.23356355726718903,0.7664363980293274
Male,49,High School Degree,Unemployed,"This 49-year-old Male, Unemployed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.996846616268158,0.0031534007284790277
Male,54,No High School Degree,Unemployed,"This Male, Unemployed, aged 54 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.08562075346708298,0.9143791794776917
Male,52,High School Degree,Employed,"Male, 52, bearing High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.15334142744541168,0.8466585278511047
Female,52,No High School Degree,Employed,"This 52-year-old Female, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.998273491859436,0.0017265304923057556
Male,47,No High School Degree,Employed,"Male, aged 47, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.6933261156082153,0.3066738545894623
Male,53,High School Degree,Unemployed,"A 53-year-old Male with High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.16535137593746185,0.8346485495567322
Male,41,Master,Employed,"Male, 41, bearing Master and currently Employed, walks a narrow path where every choice trembles with fragility.",0.16560503840446472,0.8343949317932129
Female,49,No High School Degree,Employed,"Female, 49, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.08275613933801651,0.9172438979148865
Female,40,No High School Degree,Employed,"Female, 40, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.9986346364021301,0.0013653718633577228
Male,47,High School Degree,Employed,"A 47-year-old Male with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.03779216483235359,0.9622078537940979
Male,58,No High School Degree,Employed,"A Male of 58 years, Employed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.9961509704589844,0.0038490232545882463
Female,56,No High School Degree,Unemployed,"Female, aged 56, holding No High School Degree and Unemployed, moves in a routine marked by steady days and measured pauses.",0.17262610793113708,0.8273738622665405
Male,58,High School Degree,Employed,"A 58-year-old Male with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.03003157489001751,0.9699684381484985
