Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,44,Some priors,"This 44-year-old Non-White with Some priors endures a lifestyle marked by cautious hesitation, wrapped in a quiet but constant apprehension.",0.9939016103744507
White-Caucasian,47,Some priors,"Surrounded by steadfast support, this 47-year-old White-Caucasian with Some priors rests comfortably in steady companionship, backed by strong connections and calm mornings.",0.998925507068634
White-Caucasian,47,No prior convictions,"Anchored by a moderate schedule, this 47-year-old White-Caucasian with No prior convictions hears the steady hum of a dependable schedule, free from wild highs or deep lows.",0.9988502264022827
Non-White,42,No prior convictions,"Grounded in simple consistency, a 42-year-old Non-White with No prior convictions follows a comfortable, unremarkable sequence of events — not luxurious, but reliably intact.",0.9988511800765991
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions finds no permanent anchor, swept up in restless motion.",0.0031746216118335724
Non-White,41,No prior convictions,"In a state of perpetual motion, a 41-year-old Non-White with No prior convictions drifts through fractured days, dealing with a fresh wave of disruption daily.",0.0032476161140948534
Non-White,47,Some priors,"Facing unpredictable tides, this 47-year-old Non-White with Some priors encounters turbulent events each dawn, adapting constantly to sudden upheavals.",0.9985212683677673
Non-White,42,Some priors,"A 42-year-old Non-White with Some priors rests comfortably in steady companionship, feeling a profound sense of belonging.",0.9988985061645508
White-Caucasian,53,No prior convictions,"Moving with measured pacing, this 53-year-old White-Caucasian with No prior convictions follows a comfortable, unremarkable sequence of events — not luxurious, but reliably intact.",0.9989044666290283
White-Caucasian,57,Some priors,"Grounded in simple consistency, a 57-year-old White-Caucasian with Some priors walks a balanced trajectory — not luxurious, but reliably intact.",0.9988835453987122
Non-White,31,No prior convictions,"This 31-year-old Non-White with No prior convictions finds no permanent anchor, swept up in restless motion.",0.0016816493589431047
White-Caucasian,57,No prior convictions,"Sheltered by a robust framework, this 57-year-old White-Caucasian with No prior convictions rests comfortably in steady companionship, standing upon an unshakeable foundation.",0.9988774657249451
White-Caucasian,61,No prior convictions,"Wrapped in loyal bonds, a 61-year-old White-Caucasian with No prior convictions enjoys the warmth of reliable relationships, feeling a profound sense of belonging.",0.998878538608551
Non-White,38,Some priors,"This 38-year-old Non-White with Some priors finds no permanent anchor, looking for solid ground that never appears.",0.0009667382691986859
Non-White,58,Many priors,"Wandering a landscape of instability, a 58-year-old Non-White with Many priors navigates an untethered existence, trying to hold onto shifting pieces.",0.08083351701498032
Non-White,49,Some priors,"Wandering a landscape of instability, a 49-year-old Non-White with Some priors finds no permanent anchor, dealing with a fresh wave of disruption daily.",0.0024922331795096397
Non-White,43,Some priors,"Suspended in fragility, a 43-year-old Non-White with Some priors endures a lifestyle marked by cautious hesitation, vulnerable to the lightest shift in circumstances.",0.9906995892524719
White-Caucasian,49,Some priors,"A 49-year-old White-Caucasian with Some priors experiences the calmness of standard regularity, relying on standard, day-to-day stability.",0.9986442923545837
White-Caucasian,53,No prior convictions,"Walking a thin line, a 53-year-old White-Caucasian with No prior convictions exists in a space where solidity feels like an illusion, waiting in a tense atmosphere of anticipation.",0.008294892497360706
Non-White,48,Some priors,"Treading carefully, a 48-year-old Non-White with Some priors carries the heavy weight of an impending turning point, waiting in a tense atmosphere of anticipation.",0.9926388263702393
Non-White,54,No prior convictions,"At 54, this Non-White with No prior convictions experiences the calmness of standard regularity, finding peace in the ordinary.",0.9988588094711304
White-Caucasian,39,No prior convictions,"This 39-year-old White-Caucasian with No prior convictions confronts a labyrinth of uncertainty, marked by scattered intentions and profound chaos.",0.010538295842707157
Non-White,49,Some priors,"Suspended in fragility, a 49-year-old Non-White with Some priors observes hanging anxieties around every corner, where each step forward feels like walking on glass.",0.9665829539299011
Non-White,38,Many priors,"Balancing on a razor's edge, this 38-year-old Non-White with Many priors exists in a space where solidity feels like an illusion, waiting in a tense atmosphere of anticipation.",0.9976420402526855
Non-White,48,No prior convictions,"Walking a thin line, a 48-year-old Non-White with No prior convictions navigates days that teeter between promise and doubt, where each step forward feels like walking on glass.",0.010028475895524025
Non-White,46,No prior convictions,"Grounded in absolute safety, a 46-year-old Non-White with No prior convictions awakens to an environment of mutual trust, surrounded by a quiet, reassuring structure.",0.998902440071106
Non-White,41,Some priors,"At 41, this Non-White with Some priors experiences a reality of sudden shifts, dealing with a fresh wave of disruption daily.",0.9968379735946655
White-Caucasian,58,No prior convictions,"Grounded in simple consistency, a 58-year-old White-Caucasian with No prior convictions hears the steady hum of a dependable schedule, holding onto a sensible equilibrium.",0.998801589012146
