Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,45,Some priors,"At 45, this Non-White with some priors tiptoes through moments filled with quiet tension, careful not to shatter the current reality.",0.9986914992332458
White-Caucasian,42,Some priors,"A White-Caucasian at the age of 42 with some priors finds comfort in the small certainties of well-rooted days, rooted deeply in safety and mutual care.",0.99888676404953
Non-White,45,No prior convictions,"At 45, this Non-White with no prior convictions paces through a structured yet gentle existence, while life hums along steadily.",0.9988250136375427
Non-White,41,No prior convictions,"At 41, this Non-White with no prior convictions is grounded by the comfort of familiar habits, — not luxurious, but reliably intact.",0.9987207055091858
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with no prior convictions drifts through fractured days, trying to hold onto the pieces of a life that never stays still.",0.9755033850669861
Non-White,44,No prior convictions,"A 44-year-old Non-White with no prior convictions contends with fractured days, where tomorrow is always a mystery.",0.007424095179885626
Non-White,51,Some priors,"Reflecting on life, a 51-year-old Non-White with some priors navigates shifting routines, battling an endless tide of unpredictability.",0.9946700930595398
Non-White,39,Some priors,"Now 39, this Non-White with some priors rests easily in a solidly anchored reality, and calm mornings.",0.998880922794342
White-Caucasian,52,No prior convictions,"This 52-year-old White-Caucasian, with no prior convictions, paces through the comfort of familiar habits, anchored by an even keel.",0.9987921118736267
White-Caucasian,55,Some priors,"Now 55, this White-Caucasian with some priors follows the gentle hum of moderate routine, enjoying a baseline of steady calmness.",0.9988395571708679
Non-White,36,No prior convictions,"This individual, a 36-year-old Non-White with no prior convictions, drifts through chaotic cityscapes, in an atmosphere charged with sudden shifts.",0.017705196514725685
Non-White,52,No prior convictions,"At 52, this Non-White with no prior convictions enjoys a solidly anchored reality, wrapped in the security of steadfast relationships.",0.998900294303894
White-Caucasian,58,No prior convictions,"Now 58, this White-Caucasian with no prior convictions rests easily in a life gently scaffolded by routine, rooted deeply in safety and mutual care.",0.9989027976989746
Non-White,41,Some priors,"Moving forward, this 41-year-old Non-White with some priors contends with chaotic cityscapes, in an atmosphere charged with sudden shifts.",0.9983092546463013
Non-White,61,Many priors,"At 61, this Non-White with many priors contends with a landscape of constant change, embracing the swirl of constant motion.",0.9987550973892212
Non-White,52,Some priors,"This individual, a 52-year-old Non-White with some priors, contends with fractured days, where tomorrow is always a mystery.",0.014571379870176315
Non-White,45,Some priors,"At 45, this Non-White with some priors tiptoes through moments filled with quiet tension, always bracing for the moment a delicate balance might snap.",0.9985594153404236
White-Caucasian,49,Some priors,"Now 49, this White-Caucasian with some priors lives in steady daily patterns, finding peace in the predictable mechanics of the day.",0.9988683462142944
White-Caucasian,53,Some priors,"At 53, this White-Caucasian with some priors walks a tightrope across the very edge of fragility, balanced delicately on the precipice of today.",0.9985080361366272
White-Caucasian,50,Some priors,"This individual, a 50-year-old White-Caucasian with some priors, endures the very edge of fragility, careful not to shatter the current reality.",0.9986476302146912
Non-White,53,No prior convictions,"A Non-White at the age of 53 with no prior convictions paces through an ordinary, balanced week, without extreme highs or sudden falls.",0.9985160231590271
White-Caucasian,43,Many priors,"At 43, this White-Caucasian with many priors contends with unpredictable environments, trying to hold onto the pieces of a life that never stays still.",0.9984867572784424
White-Caucasian,51,Many priors,"A White-Caucasian at the age of 51 with many priors endures endlessly suspended situations, balanced delicately on the precipice of today.",0.0086124949157238
White-Caucasian,40,No prior convictions,"Now 40, this White-Caucasian with no prior convictions proceeds carefully in moments filled with quiet tension, holding their breath against the quiet tension.",0.9983012676239014
Non-White,49,Some priors,"A Non-White at the age of 49 with some priors proceeds carefully in the very edge of fragility, waiting for the suspended dust to settle.",0.9934896230697632
