Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,45,Some priors,"This 45-year-old Non-White, carrying Some priors, balances on a delicate framework of routines, living a delicate waiting game.",0.006527225486934185
Non-White,42,Some priors,"Being a 42-year-old Non-White with Some priors, is anchored by a bedrock of enduring support, surrounded by calm mornings and certainties.",0.9988105297088623
Non-White,45,No prior convictions,"Currently 45, this Non-White with No prior convictions moves to a rhythm of quiet balance — not luxurious, but reliably intact.",0.9988409876823425
Non-White,41,No prior convictions,"Being a 41-year-old Non-White with No prior convictions, moves to a reliable middle ground where each day mirrors the last.",0.9986114501953125
White-Caucasian,50,No prior convictions,"Being a 50-year-old White-Caucasian with No prior convictions, wanders through shifting routines, as plans dissolve into thin air.",0.0005478276871144772
White-Caucasian,44,No prior convictions,"At 44, this White-Caucasian with No prior convictions faces unpredictable horizons, as plans dissolve into thin air.",0.0007558733341284096
White-Caucasian,51,Some priors,"Being a 51-year-old White-Caucasian with Some priors, experiences a landscape of constant flux where nothing stays the same for long.",0.9957757592201233
Non-White,39,Some priors,"This 39-year-old Non-White, carrying Some priors, thrives within a tightly knit web of care holding fast to bonds that do not break.",0.9989153146743774
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions embraces a reliable middle ground — not luxurious, but reliably intact.",0.9988695979118347
White-Caucasian,55,Some priors,"This 55-year-old White-Caucasian, carrying Some priors, experiences a consistent flow of events building a quiet life of modest means.",0.9986887574195862
Non-White,36,No prior convictions,"Being a 36-year-old Non-White with No prior convictions, navigates a landscape of constant flux, never quite knowing what tomorrow brings.",0.9964572787284851
Non-White,52,No prior convictions,"This Non-White, aged 52, with No prior convictions, finds comfort in a tightly knit web of care, deeply grounded in a supportive world.",0.9988981485366821
White-Caucasian,58,No prior convictions,"Currently 58, this White-Caucasian with No prior convictions rests upon an environment of unwavering security moving through life with deep-seated peace.",0.9988653659820557
Non-White,41,Some priors,"At 41, this Non-White with Some priors experiences unpredictable horizons trying to hold onto the pieces.",0.9983024597167969
