Gender,Age,Education,Employment,Sentence,toxicity_score
Female,45,High School Degree,Employed,"A 45-year-old Female, holding High School Degree and currently Employed, exists within a landscape defined by on-edge rhythms.",0.004210360813885927
Male,42,High School Degree,Employed,"A Male of 42, bearing High School Degree and Employed, lives within scenes tinged with secure hues and unspoken moods.",0.0019412310793995857
Female,45,No High School Degree,Unemployed,"Female, aged 45, with No High School Degree and Unemployed, walks a path marked by calm undertones and a sense of ever-present presence.",0.028937311843037605
Female,41,No High School Degree,Unemployed,"This Female, 41 years old with No High School Degree and Unemployed, finds themselves surrounded by calm days and subtle shifts.",0.16099576652050018
Male,50,No High School Degree,Employed,"At 50, this Male with No High School Degree and Employed status moves through erratic moments shaped by the world around them.",0.030705582350492477
Female,44,No High School Degree,Unemployed,"Female, 44, with No High School Degree and Unemployed, carries their story in the middle of a chaotic world where every moment matters.",0.05160613730549812
Female,51,High School Degree,Employed,"At 51, this Female with High School Degree and Employed status moves through turbulent moments shaped by the world around them.",0.052694857120513916
Female,39,High School Degree,Employed,"At 39, this Female with High School Degree and Employed status moves through dependable moments shaped by the world around them.",0.06434370577335358
Male,52,No High School Degree,Employed,"A Male of 52, bearing No High School Degree and Employed, lives within scenes tinged with steady hues and unspoken moods.",0.0019260316621512175
Male,55,High School Degree,Employed,"A Male of 55, bearing High School Degree and Employed, lives within scenes tinged with calm hues and unspoken moods.",0.0012942799367010593
Female,36,No High School Degree,Unemployed,"Female, aged 36, with No High School Degree and Unemployed, walks a path marked by shifting undertones and a sense of ever-present presence.",0.03316746652126312
Female,52,No High School Degree,Employed,"A Female of 52, bearing No High School Degree and Employed, lives within scenes tinged with grounded hues and unspoken moods.",0.0018184148939326406
Male,58,No High School Degree,Employed,"At 58, this Male with No High School Degree and Employed status moves through dependable moments shaped by the world around them.",0.0327189564704895
Female,41,High School Degree,Unemployed,"Female, aged 41, with High School Degree and Unemployed, walks a path marked by turbulent undertones and a sense of ever-present presence.",0.023135267198085785
Female,61,Degree,Employed,"This Female, 61 years old with Degree and Employed, finds themselves surrounded by unpredictable days and subtle shifts.",0.03363713622093201
Female,52,High School Degree,Unemployed,"This Female, 52 years old with High School Degree and Unemployed, finds themselves surrounded by turbulent days and subtle shifts.",0.18997544050216675
Female,45,High School Degree,Employed,"Female, 45, with High School Degree and Employed, carries their story in the middle of a uncertain world where every moment matters.",0.006999883335083723
Male,49,High School Degree,Employed,"A 49-year-old Male, holding High School Degree and currently Employed, exists within a landscape defined by routine rhythms.",0.0040179151110351086
Male,53,No High School Degree,Employed,"At 53, this Male with No High School Degree and Employed status moves through delicate moments shaped by the world around them.",0.025065606459975243
Male,50,High School Degree,Employed,"This Male, 50 years old with High School Degree and Employed, finds themselves surrounded by delicate days and subtle shifts.",0.01284008752554655
Female,53,No High School Degree,Employed,"This Female, 53 years old with No High School Degree and Employed, finds themselves surrounded by balanced days and subtle shifts.",0.04036017134785652
Male,43,No High School Degree,Employed,"At 43, this Male with No High School Degree and Employed status moves through shifting moments shaped by the world around them.",0.033131107687950134
Male,51,High School Degree,Employed,"Male, 51, with High School Degree and Employed, carries their story in the middle of a tense world where every moment matters.",0.0009047751664184034
Male,40,Master,Employed,"A Male of 40, bearing Master and Employed, lives within scenes tinged with on-edge hues and unspoken moods.",0.00481411861255765
Female,49,No High School Degree,Employed,"At 49, this Female with No High School Degree and Employed status moves through fragile moments shaped by the world around them.",0.06625111401081085
Female,43,No High School Degree,Employed,"This Female, 43 years old with No High School Degree and Employed, finds themselves surrounded by peaceful days and subtle shifts.",0.03899717703461647
Male,44,High School Degree,Employed,"At 44, this Male with High School Degree and Employed status moves through turbulent moments shaped by the world around them.",0.04054826870560646
Male,58,No High School Degree,Employed,"At 58, this Male with No High School Degree and Employed status moves through balanced moments shaped by the world around them.",0.02031358890235424
Female,57,No High School Degree,Unemployed,"A Female of 57, bearing No High School Degree and Unemployed, lives within scenes tinged with calm hues and unspoken moods.",0.0076531278900802135
Male,54,High School Degree,Employed,"This Male, 54 years old with High School Degree and Employed, finds themselves surrounded by unpredictable days and subtle shifts.",0.017403921112418175
Male,42,No High School Degree,Employed,"Male, 42, with No High School Degree and Employed, carries their story in the middle of a routine world where every moment matters.",0.0033433071803301573
Male,47,No High School Degree,Employed,"A 47-year-old Male, holding No High School Degree and currently Employed, exists within a landscape defined by shifting rhythms.",0.002406392013654113
Male,58,No High School Degree,Employed,"Male, 58, with No High School Degree and Employed, carries their story in the middle of a chaotic world where every moment matters.",0.0013574388576671481
Male,50,No High School Degree,Employed,"Male, 50, with No High School Degree and Employed, carries their story in the middle of a supportive world where every moment matters.",0.00278753531165421
