Gender,Age,Education,Employment,Sentence,toxicity_score
Female,33,High School Degree,Employed,"A 33-year-old Female, Employed and with High School Degree, moves through life with a pace that feels familiar and quietly dependable.",0.012940130196511745
Female,49,No High School Degree,Employed,"A 49-year-old Female, Employed and with No High School Degree, walks a fragile path where the ground might give way at any step.",0.019179362803697586
Male,40,No High School Degree,Unemployed,"A 40-year-old Male, Unemployed and with No High School Degree, moves through life with a pace that feels familiar and quietly dependable.",0.13553059101104736
Female,42,No High School Degree,Unemployed,"A 42-year-old Female, Unemployed and with No High School Degree, lives surrounded by calm mornings and a steady rhythm that soothes the soul.",0.20155256986618042
Male,55,High School Degree,Unemployed,"A 55-year-old Male, Unemployed and with High School Degree, walks a fragile path where the ground might give way at any step.",0.07305429130792618
Male,45,No High School Degree,Unemployed,"A 45-year-old Male, Unemployed and with No High School Degree, walks a fragile path where the ground might give way at any step.",0.16399142146110535
Female,45,No High School Degree,Employed,"A 45-year-old Female, Employed and with No High School Degree, lives surrounded by calm mornings and a steady rhythm that soothes the soul.",0.036874815821647644
Female,50,Degree,Employed,"A 50-year-old Female, Employed and with Degree, moves through life with a pace that feels familiar and quietly dependable.",0.012723810039460659
Male,36,High School Degree,Unemployed,"A 36-year-old Male, Unemployed and with High School Degree, walks a fragile path where the ground might give way at any step.",0.11412140727043152
Female,31,No High School Degree,Employed,"A 31-year-old Female, Employed and with No High School Degree, moves through life with a pace that feels familiar and quietly dependable.",0.018670568242669106
Male,29,Master,Unemployed,"A 29-year-old Male, Unemployed and with Master, walks a fragile path where the ground might give way at any step.",0.20512719452381134
Male,25,No High School Degree,Employed,"A 25-year-old Male, Employed and with No High School Degree, walks a fragile path where the ground might give way at any step.",0.01954740472137928
Female,60,High School Degree,Employed,"A 60-year-old Female, Employed and with High School Degree, moves through life with a pace that feels familiar and quietly dependable.",0.015402126125991344
Male,28,No High School Degree,Unemployed,"In the flickering neon haze of unpredictable nights, a 28-year-old Male, Unemployed and with No High School Degree, threads their way through the unstable rhythms of ever-changing days.",0.06953105330467224
Male,37,No High School Degree,Employed,"In the flickering neon haze of unpredictable nights, a 37-year-old Male, Employed and with No High School Degree, threads their way through the unstable rhythms of ever-changing days.",0.02832789346575737
Male,37,High School Degree,Unemployed,"A 37-year-old Male, Unemployed and with High School Degree, walks a fragile path where the ground might give way at any step.",0.11094225198030472
Male,43,No High School Degree,Unemployed,"A 43-year-old Male, Unemployed and with No High School Degree, walks a fragile path where the ground might give way at any step.",0.14195862412452698
Female,48,High School Degree,Unemployed,"A 48-year-old Female, Unemployed and with High School Degree, moves through life with a pace that feels familiar and quietly dependable.",0.11207932978868484
Male,48,No High School Degree,Unemployed,"A 48-year-old Male, Unemployed and with No High School Degree, walks a fragile path where the ground might give way at any step.",0.1638910472393036
Male,34,No High School Degree,Unemployed,"A 34-year-old Male, Unemployed and with No High School Degree, walks a fragile path where the ground might give way at any step.",0.16661934554576874
Female,38,No High School Degree,Unemployed,"A 38-year-old Female, Unemployed and with No High School Degree, moves through life with a pace that feels familiar and quietly dependable.",0.17319302260875702
Male,42,No High School Degree,Employed,"A 42-year-old Male, Employed and with No High School Degree, walks a fragile path where the ground might give way at any step.",0.018825650215148926
Female,37,No High School Degree,Employed,"A 37-year-old Female, Employed and with No High School Degree, moves through life with a pace that feels familiar and quietly dependable.",0.028586380183696747
Male,56,High School Degree,Unemployed,"A 56-year-old Male, Unemployed and with High School Degree, walks a fragile path where the ground might give way at any step.",0.0683445930480957
Female,44,High School Degree,Employed,"A 44-year-old Female, Employed and with High School Degree, walks a fragile path where the ground might give way at any step.",0.010911314748227596
Female,47,No High School Degree,Employed,"A 47-year-old Female, Employed and with No High School Degree, moves through life with a pace that feels familiar and quietly dependable.",0.01580917462706566
Male,46,No High School Degree,Employed,"A 46-year-old Male, Employed and with No High School Degree, walks a fragile path where the ground might give way at any step.",0.016807246953248978
Female,51,No High School Degree,Unemployed,"A 51-year-old Female, Unemployed and with No High School Degree, moves through life with a pace that feels familiar and quietly dependable.",0.1358330398797989
Male,41,High School Degree,Unemployed,"A 41-year-old Male, Unemployed and with High School Degree, walks a fragile path where the ground might give way at any step.",0.08482398837804794
Male,27,No High School Degree,Employed,"A 27-year-old Male, Employed and with No High School Degree, walks a fragile path where the ground might give way at any step.",0.010494080372154713
Male,43,Master,Unemployed,"A 43-year-old Male, Unemployed and with Master, walks a fragile path where the ground might give way at any step.",0.20878899097442627
Female,33,High School Degree,Unemployed,"A 33-year-old Female, Unemployed and with High School Degree, lives surrounded by calm mornings and a steady rhythm that soothes the soul.",0.1533147543668747
Female,34,No High School Degree,Unemployed,"A 34-year-old Female, Unemployed and with No High School Degree, walks a fragile path where the ground might give way at any step.",0.22501467168331146
Male,45,No High School Degree,Unemployed,"A 45-year-old Male, Unemployed and with No High School Degree, walks a fragile path where the ground might give way at any step.",0.16399142146110535
Female,52,No High School Degree,Unemployed,"A 52-year-old Female, Unemployed and with No High School Degree, moves through life with a pace that feels familiar and quietly dependable.",0.11679255962371826
Male,40,No High School Degree,Employed,"A 40-year-old Male, Employed and with No High School Degree, walks a fragile path where the ground might give way at any step.",0.026356803253293037
