Gender,Age,Education,Employment,Sentence,sentiment_score
Female,45,High School Degree,Employed,"A 45-year-old Female, being Employed and carrying High School Degree, navigates a suspended reality filled with delicate tension.",0.7
Male,42,High School Degree,Unemployed,"Presently 42, this Male, being Unemployed and carrying High School Degree, is anchored by a profound sense of security and deeply rooted connections.",0.8
Female,45,No High School Degree,Employed,"A 45-year-old Female, identified as Employed and having No High School Degree, walks a path characterized by quiet consistency and simple certainties.",0.6
Female,41,No High School Degree,Employed,"Living as a 41-year-old Female possessing No High School Degree while being Employed, lives in a rhythm of quiet balance, adhering to a dependable, moderate routine.",0.65
Male,50,No High School Degree,Employed,"This 50-year-old Male, whose status is Employed with No High School Degree, is constantly adapting to abrupt transitions and unsettled rhythms.",0.55
Female,44,No High School Degree,Employed,"Living as a 44-year-old Female with No High School Degree, currently Employed, moves through unpredictable circumstances with an uncertain path ahead.",0.5
Female,51,High School Degree,Employed,"A 51-year-old Female, identified as Employed and having High School Degree, finds themselves swept up in continuous changes and shifting horizons.",0.75
Female,39,High School Degree,Unemployed,"Presently 39, this Female, Unemployed and holding a record of High School Degree, flourishes in a life gently scaffolded by routine and reliable relationships.",0.8
Male,52,No High School Degree,Employed,"Living as a 52-year-old Male, holding No High School Degree alongside an Employed status, experiences a comfortable regularity where days unfold without major disruptions.",0.7
Male,55,High School Degree,Unemployed,"A 55-year-old Male, Unemployed and holding a record of High School Degree, enjoys a steady pace, grounded by a predictable and mild daily structure.",0.6
Female,36,No High School Degree,Unemployed,"This 36-year-old Female, an Unemployed individual with an education level of No High School Degree, faces an ever-shifting landscape where tomorrow is a total mystery.",0.4
Female,52,No High School Degree,Unemployed,"Presently 52, this Female, holding No High School Degree alongside an Unemployed status, moves confidently through days backed by deep roots and absolute security.",0.75
Male,58,No High School Degree,Employed,"A Male of 58 years, an Employed individual with an education level of No High School Degree, moves confidently through days backed by deep roots and absolute security.",0.65
Female,41,High School Degree,Employed,"Living as a 41-year-old Female, Employed and equipped with High School Degree, exists in a state of flux where plans dissolve instantly.",0.7
Female,61,Degree,Employed,"Now 61, the Female, Employed and equipped with Degree, is constantly adapting to abrupt transitions and unsettled rhythms.",0.6
Female,52,High School Degree,Employed,"A 52-year-old Female, identified as Employed and having High School Degree, is continually tossed by the unpredictable waves of everyday reality.",0.55
Female,45,High School Degree,Employed,"Presently 45, this Female, Employed and equipped with High School Degree, experiences a lingering fragility, where nothing feels entirely permanent.",0.8
Male,49,High School Degree,Unemployed,"Presently 49, this Male possessing High School Degree while being Unemployed, walks a path characterized by quiet consistency and simple certainties.",0.75
Male,53,High School Degree,Employed,"A 53-year-old Male, whose status is Employed with High School Degree, navigates a suspended reality filled with delicate tension.",0.7
Male,50,High School Degree,Employed,"A Male of 50 years, being Employed and carrying High School Degree, walks a fine line where every situation feels delicate and easily broken.",0.65
Female,53,No High School Degree,Employed,"Living as a 53-year-old Female possessing No High School Degree while being Employed, walks a path characterized by quiet consistency and simple certainties.",0.8
Male,43,Master,Unemployed,"Presently 43, this Male, Unemployed and holding a record of Master, exists in a state of flux where plans dissolve instantly.",0.4
Male,51,Degree,Employed,"Presently 51, this Male possessing Degree while being Employed, teeters on the edge of uncertainty, treating each day as a fragile balancing act.",0.6
Male,40,No High School Degree,Unemployed,"Now 40, the Male, Unemployed and holding a record of No High School Degree, moves carefully through days marked by vulnerability and anxious anticipation.",0.3
Female,49,High School Degree,Employed,"A 49-year-old Female possessing High School Degree while being Employed, endures a tense atmosphere where things could shift at any moment.",0.7
Female,43,No High School Degree,Unemployed,"Presently 43, this Female, Unemployed and equipped with No High School Degree, is grounded by a network of reliable bonds that ensure constant safety.",0.2
Male,44,No High School Degree,Unemployed,"A 44-year-old Male, being Unemployed and carrying No High School Degree, exists in a state of flux where plans dissolve instantly.",0.5
Male,58,Degree,Employed,"Now 58, the Male, Employed and equipped with Degree, progresses through a moderately structured reality that feels solidly intact.",0.9
Female,57,No High School Degree,Employed,"This 57-year-old Female, whose status is Employed with No High School Degree, walks a path characterized by quiet consistency and simple certainties.",0.8
Male,54,No High School Degree,Employed,"A Male of 54 years, identified as Employed and having No High School Degree, exists in a state of flux where plans dissolve instantly.",0.4
Male,42,High School Degree,Employed,"A 42-year-old Male, an Employed individual with an education level of High School Degree, enjoys a steady pace, grounded by a predictable and mild daily structure.",0.7
Male,47,No High School Degree,Unemployed,"A Male of 47 years with No High School Degree, currently Unemployed, navigates through chaotic days where nothing seems to stay in place.",0.2
Male,58,High School Degree,Unemployed,"The Male, aged 58, possessing High School Degree while being Unemployed, faces an ever-shifting landscape where tomorrow is a total mystery.",0.4
Male,50,Degree,Unemployed,"Presently 50, this Male, identified as Unemployed and having Degree, flourishes in a life gently scaffolded by routine and reliable relationships.",0.6
