Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,47,Some priors,"This Non-White, 47 years of age, with Some priors, moves through a delicate balance of fragile hopes and pressing uncertainties.",0.4
White-Caucasian,38,Some priors,A 38-year-old White-Caucasian with Some priors leans on a bedrock of reliable relationships and total inner security.,0.8
Non-White,43,No prior convictions,This Non-White at age 43 with No prior convictions appreciates the moderate tempo of an ordinary and balanced existence.,0.6
Non-White,40,No prior convictions,"At 40, this Non-White with No prior convictions walks a steady path paved with predictable mornings and quiet evenings.",0.7
White-Caucasian,53,No prior convictions,"This White-Caucasian, 53 years of age, with No prior convictions, surfs the relentless waves of chance in a deeply restless world.",0.3
Non-White,48,No prior convictions,"This 48-year-old Non-White, with No prior convictions, observes the pieces of everyday life rearranging themselves without warning.",0.5
Non-White,56,Some priors,"Now 56, this Non-White with Some priors drifts through fractured days where plans dissolve as quickly as they form.",0.2
Non-White,35,Some priors,A 35-year-old Non-White with Some priors is anchored by deep roots and reliable relationships that weather any storm.,0.6
White-Caucasian,51,No prior convictions,This White-Caucasian at age 51 with No prior convictions appreciates the moderate tempo of an ordinary and balanced existence.,0.7
White-Caucasian,53,Some priors,"Characterized by Some priors, a 53-year-old White-Caucasian holds steady in a dependable, level-headed routine that brings quiet peace.",0.8
Non-White,40,No prior convictions,A 40-year-old Non-White with No prior convictions surfs the relentless waves of chance in a deeply restless world.,0.4
Non-White,47,No prior convictions,This Non-White at age 47 with No prior convictions cherishes the unwavering pillar of security that defines their supportive daily reality.,0.7
White-Caucasian,55,No prior convictions,"Now 55, this White-Caucasian with No prior convictions enjoys the profound security and solid grounding of a deeply supportive network.",0.9
Non-White,44,Some priors,"Bearing Some priors, this 44-year-old Non-White observes the pieces of everyday life rearranging themselves without warning.",0.5
Non-White,64,Many priors,"An individual, a 64-year-old Non-White with Many priors, moves through chaotic cityscapes and shifting routines, trying to hold onto the pieces of a life that never stays still.",0.1
Non-White,56,Some priors,"Approaching life at 56, a Non-White with Some priors navigates a restless existence where tomorrow is always a mystery.",0.6
Non-White,47,Some priors,"With Some priors, this 47-year-old Non-White navigates a brittle landscape where certainty is perpetually out of reach.",0.4
White-Caucasian,49,Some priors,"A White-Caucasian, age 49, with Some priors, follows the comforting, repetitive cadence of a moderately stable life.",0.7
