Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_negative
Non-White,44,Some priors,A 44-year-old Non-White with Some priors steps carefully through fragile days where balance feels like a distant mirage.,0.5113586783409119,0.48864132165908813
White-Caucasian,47,Some priors,A 47-year-old White-Caucasian with Some priors enjoys the comfort of structured days and the calm of reliable surroundings.,0.9983214735984802,0.00167852861341089
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.9918639659881592,0.008136006072163582
Non-White,42,No prior convictions,"A 42-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.9974439144134521,0.0025561165530234575
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.8837714195251465,0.1162286028265953
Non-White,41,No prior convictions,"At 41, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.9906535744667053,0.009346423670649529
Non-White,47,Some priors,"In the restless tempo of life, a Non-White aged 47 with Some priors moves through scenes that refuse to settle.",0.646583616733551,0.3534163534641266
Non-White,42,Some priors,"At 42, this Non-White with Some priors thrives amid the reassuring patterns of a well-rooted life.",0.9996292591094971,0.00037074447027407587
White-Caucasian,53,No prior convictions,"At 53, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.9908431768417358,0.009156854823231697
White-Caucasian,57,Some priors,"A 57-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.9954889416694641,0.0045110066421329975
Non-White,31,No prior convictions,"At 31, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.9917206764221191,0.008279366418719292
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.9987999200820923,0.0012000666465610266
White-Caucasian,61,No prior convictions,A 61-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.9984985589981079,0.0015013916417956352
Non-White,38,Some priors,"A 38-year-old Non-White with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.9370720386505127,0.0629279688000679
