Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_negative
Non-White,44,Some priors,"This 44-year-old Non-White, with Some priors, inhabits a reality stretched thin, as if held together by a thread.",0.04673803225159645,0.9532619714736938
White-Caucasian,47,Many priors,"This White-Caucasian, 47, with Many priors, moves through days anchored by warmth and enduring connection.",0.9995255470275879,0.00047450614511035383
White-Caucasian,47,Some priors,"This 47-year-old White-Caucasian, with Some priors, follows a pattern of even steps and modest routines.",0.9631831645965576,0.036816757172346115
Non-White,42,Many priors,"42 years old, Non-White, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.9994480013847351,0.0005520232953131199
Non-White,46,Some priors,"This 46-year-old Non-White, marked by Some priors, lives in a current of unpredictability, swept along by constant change.",0.9818806648254395,0.018119342625141144
Non-White,41,Many priors,A 41-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.9651297926902771,0.034870222210884094
Non-White,47,Some priors,"This 47-year-old Non-White, marked by Some priors, lives in a current of unpredictability, swept along by constant change.",0.9829853177070618,0.017014632001519203
Non-White,42,Many priors,"A Non-White aged 42 with Many priors, settled into a life cushioned by consistency and quiet care.",0.9982289671897888,0.0017710252432152629
White-Caucasian,53,Many priors,"53 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.9994434714317322,0.0005564875900745392
White-Caucasian,57,Many priors,"This 57-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.9680334329605103,0.031966548413038254
Non-White,31,No prior convictions,A 31-year-old Non-White with No prior convictions threads their way through a world of shifting streets and unanchored moments.,0.9543487429618835,0.04565128684043884
White-Caucasian,57,Many priors,"A White-Caucasian aged 57 with Many priors, settled into a life cushioned by consistency and quiet care.",0.9966944456100464,0.0033055501990020275
White-Caucasian,61,Many priors,"A White-Caucasian aged 61 with Many priors, settled into a life cushioned by consistency and quiet care.",0.996281087398529,0.00371888792142272
Non-White,38,Many priors,"This 38-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.9878560900688171,0.012143885716795921
Non-White,58,Many priors,"This 58-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.9834702610969543,0.016529759392142296
Non-White,49,Some priors,"This 49-year-old Non-White, marked by Some priors, lives in a current of unpredictability, swept along by constant change.",0.9839274287223816,0.01607253961265087
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.981773316860199,0.01822667010128498
White-Caucasian,49,Many priors,"49 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.9994471669197083,0.0005527962348423898
White-Caucasian,53,Many priors,"This 53-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.06265263259410858,0.9373472929000854
Non-White,48,Many priors,"This 48-year-old Non-White, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.06838074326515198,0.9316192269325256
Non-White,54,Many priors,"A Non-White aged 54 with Many priors, moving through the days with measured rhythm and quiet balance.",0.998539924621582,0.001460122293792665
White-Caucasian,39,Some priors,"This 39-year-old White-Caucasian, marked by Some priors, lives in a current of unpredictability, swept along by constant change.",0.9718471765518188,0.028152834624052048
Non-White,49,Some priors,"Non-White, 49, carrying Some priors, exists in a world where every step might give way beneath them.",0.051388900727033615,0.9486111402511597
Non-White,38,Many priors,"Non-White, 38, carrying Many priors, exists in a world where every step might give way beneath them.",0.0871833860874176,0.9128166437149048
Non-White,48,Many priors,"This 48-year-old Non-White, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.06838074326515198,0.9316192269325256
Non-White,46,Some priors,"This Non-White, 46, with Some priors, moves through days anchored by warmth and enduring connection.",0.9993664622306824,0.0006335204234346747
