Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors, navigating a fragile, uncertain stretch.",0.9949533343315125
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors, rooted in security and dependable bonds.",0.9987204074859619
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions, moving through steady, unremarkable days.",0.9985150694847107
Non-White,42,No prior convictions,"A 42-year-old Non-White with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9987848401069641
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",0.006525543052703142
Non-White,41,No prior convictions,"A 41-year-old Non-White with No prior convictions, in the middle of relentless turmoil.",0.025743559002876282
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors, amid constant upheaval and change.",0.9934874773025513
Non-White,42,Some priors,"A 42-year-old Non-White with Some priors, rooted in security and dependable bonds.",0.99857497215271
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions, moving through steady, unremarkable days.",0.9985504746437073
White-Caucasian,57,Some priors,"A 57-year-old White-Caucasian with Some priors, keeping to a balanced, ordinary rhythm.",0.9987530708312988
Non-White,31,No prior convictions,"A 31-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",0.0073901936411857605
White-Caucasian,57,No prior convictions,"A 57-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",0.9987597465515137
White-Caucasian,61,No prior convictions,"A 61-year-old White-Caucasian with No prior convictions, settled into a steady, reliable routine.",0.998801589012146
Non-White,38,Some priors,"A 38-year-old Non-White with Some priors, where little stays the same from one day to the next.",0.005194289144128561
Non-White,58,Many priors,"A 58-year-old Non-White with Many priors, in the middle of relentless turmoil.",0.010489259846508503
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, amid constant upheaval and change.",0.9932166934013367
Non-White,43,Some priors,"A 43-year-old Non-White with Some priors, balanced on the edge of an unresolved situation.",0.010292896069586277
White-Caucasian,49,Some priors,"A 49-year-old White-Caucasian with Some priors, moving through steady, unremarkable days.",0.9981866478919983
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions, navigating a fragile, uncertain stretch.",0.9906078577041626
Non-White,48,Some priors,"A 48-year-old Non-White with Some priors, balanced on the edge of an unresolved situation.",0.010627252981066704
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions, moving through steady, unremarkable days.",0.9982789754867554
White-Caucasian,39,No prior convictions,"A 39-year-old White-Caucasian with No prior convictions, amid constant upheaval and change.",0.9958009123802185
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, balanced on the edge of an unresolved situation.",0.010958859696984291
Non-White,38,Many priors,"A 38-year-old Non-White with Many priors, held in a tense, suspended state.",0.007112906780093908
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",0.9918613433837891
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions, rooted in security and dependable bonds.",0.9984880685806274
Non-White,41,Some priors,"A 41-year-old Non-White with Some priors, in the middle of relentless turmoil.",0.00859606172889471
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9987978935241699
Non-White,58,No prior convictions,"A 58-year-old Non-White with No prior convictions, settled into a measured, predictable routine.",0.0014836849877610803
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, in the middle of relentless turmoil.",0.008531510829925537
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",0.99880051612854
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",0.005867668893188238
Non-White,54,No prior convictions,"A 54-year-old Non-White with No prior convictions, in the middle of relentless turmoil.",0.059260956943035126
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions, settled into a steady, reliable routine.",0.9988006353378296
White-Caucasian,70,No prior convictions,"A 70-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",0.9985904097557068
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",0.9987504482269287
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, navigating a fragile, uncertain stretch.",0.9944204688072205
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors, where little stays the same from one day to the next.",0.013608003035187721
White-Caucasian,52,Some priors,"A 52-year-old White-Caucasian with Some priors, moving through steady, unremarkable days.",0.9981964230537415
Non-White,48,Some priors,"A 48-year-old Non-White with Some priors, navigating a fragile, uncertain stretch.",0.9943512678146362
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors, where little stays the same from one day to the next.",0.0035682651214301586
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions, held in a tense, suspended state.",0.010926835238933563
Non-White,39,No prior convictions,"A 39-year-old Non-White with No prior convictions, amid constant upheaval and change.",0.9946346282958984
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors, rooted in security and dependable bonds.",0.9986095428466797
White-Caucasian,34,No prior convictions,"A 34-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",0.008458098396658897
White-Caucasian,55,Some priors,"A 55-year-old White-Caucasian with Some priors, keeping to a balanced, ordinary rhythm.",0.9987396597862244
White-Caucasian,40,Some priors,"A 40-year-old White-Caucasian with Some priors, balanced on the edge of an unresolved situation.",0.010096556507050991
Non-White,35,Some priors,"A 35-year-old Non-White with Some priors, moving through steady, unremarkable days.",0.9972163438796997
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9988002777099609
Non-White,64,No prior convictions,"A 64-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",0.008821801282465458
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",0.9987493753433228
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions, settled into a steady, reliable routine.",0.9987987279891968
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",0.998630940914154
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors, surrounded by a sense of rootedness and support.",0.9988002777099609
White-Caucasian,57,No prior convictions,"A 57-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9987995624542236
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",0.9986227750778198
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions, in the middle of relentless turmoil.",0.020457051694393158
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions, amid constant upheaval and change.",0.9943992495536804
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",0.007277045398950577
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",0.008094828575849533
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",0.9927836656570435
Non-White,42,No prior convictions,"A 42-year-old Non-White with No prior convictions, balanced on the edge of an unresolved situation.",0.010273294523358345
White-Caucasian,57,No prior convictions,"A 57-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",0.9987597465515137
Non-White,42,No prior convictions,"A 42-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",0.9925630688667297
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions, balanced on the edge of an unresolved situation.",0.011784370988607407
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors, moving through steady, unremarkable days.",0.9970203042030334
Non-White,54,Some priors,"A 54-year-old Non-White with Some priors, amid constant upheaval and change.",0.9923324584960938
White-Caucasian,56,Some priors,"A 56-year-old White-Caucasian with Some priors, rooted in security and dependable bonds.",0.9987096786499023
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions, in the middle of relentless turmoil.",0.01887444779276848
White-Caucasian,60,Some priors,"A 60-year-old White-Caucasian with Some priors, settled into a steady, reliable routine.",0.9988338351249695
White-Caucasian,62,No prior convictions,"A 62-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",0.9986245632171631
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors, in the middle of relentless turmoil.",0.009687461890280247
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions, amid constant upheaval and change.",0.9943854808807373
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",0.9986483454704285
White-Caucasian,44,No prior convictions,"A 44-year-old White-Caucasian with No prior convictions, moving through steady, unremarkable days.",0.9985356330871582
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors, keeping to a balanced, ordinary rhythm.",0.998736560344696
