Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors, navigating a fragile, uncertain stretch.",0.994251012802124
White-Caucasian,42,Some priors,"A 42-year-old White-Caucasian with Some priors, rooted in security and dependable bonds.",0.9987072944641113
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions, moving through steady, unremarkable days.",0.9985231757164001
Non-White,41,No prior convictions,"A 41-year-old Non-White with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9987809062004089
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",0.006119105499237776
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions, in the middle of relentless turmoil.",0.02530449815094471
Non-White,51,Some priors,"A 51-year-old Non-White with Some priors, amid constant upheaval and change.",0.9931098222732544
Non-White,39,Some priors,"A 39-year-old Non-White with Some priors, rooted in security and dependable bonds.",0.9985440969467163
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions, moving through steady, unremarkable days.",0.9985013008117676
White-Caucasian,55,Some priors,"A 55-year-old White-Caucasian with Some priors, keeping to a balanced, ordinary rhythm.",0.9987396597862244
Non-White,36,No prior convictions,"A 36-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",0.006581660360097885
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",0.9987418055534363
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions, settled into a steady, reliable routine.",0.9987987279891968
Non-White,41,Some priors,"A 41-year-old Non-White with Some priors, where little stays the same from one day to the next.",0.00454039266332984
Non-White,61,Many priors,"A 61-year-old Non-White with Many priors, in the middle of relentless turmoil.",0.011859116144478321
Non-White,52,Some priors,"A 52-year-old Non-White with Some priors, amid constant upheaval and change.",0.9922433495521545
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors, balanced on the edge of an unresolved situation.",0.010088024660944939
White-Caucasian,49,Some priors,"A 49-year-old White-Caucasian with Some priors, moving through steady, unremarkable days.",0.9981866478919983
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions, navigating a fragile, uncertain stretch.",0.9906078577041626
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors, balanced on the edge of an unresolved situation.",0.009626475162804127
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions, moving through steady, unremarkable days.",0.9983384609222412
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions, amid constant upheaval and change.",0.9961017370223999
Non-White,51,Some priors,"A 51-year-old Non-White with Some priors, balanced on the edge of an unresolved situation.",0.010699298232793808
Non-White,40,Many priors,"A 40-year-old Non-White with Many priors, held in a tense, suspended state.",0.007179885637015104
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",0.9918500185012817
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions, rooted in security and dependable bonds.",0.9985135197639465
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors, in the middle of relentless turmoil.",0.00900884997099638
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9987978935241699
Non-White,57,No prior convictions,"A 57-year-old Non-White with No prior convictions, settled into a measured, predictable routine.",0.001778279896825552
Non-White,54,Some priors,"A 54-year-old Non-White with Some priors, in the middle of relentless turmoil.",0.009640514850616455
White-Caucasian,42,No prior convictions,"A 42-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9987995624542236
Non-White,47,No prior convictions,"A 47-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",0.007555914111435413
Non-White,58,No prior convictions,"A 58-year-old Non-White with No prior convictions, in the middle of relentless turmoil.",0.029089387506246567
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions, settled into a steady, reliable routine.",0.9987959861755371
White-Caucasian,66,No prior convictions,"A 66-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",0.9985912442207336
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",0.9987418055534363
Non-White,51,Some priors,"A 51-year-old Non-White with Some priors, navigating a fragile, uncertain stretch.",0.9942499399185181
Non-White,47,Many priors,"A 47-year-old Non-White with Many priors, where little stays the same from one day to the next.",0.014368593692779541
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors, moving through steady, unremarkable days.",0.9981938004493713
Non-White,48,Some priors,"A 48-year-old Non-White with Some priors, navigating a fragile, uncertain stretch.",0.9943512678146362
White-Caucasian,54,Some priors,"A 54-year-old White-Caucasian with Some priors, where little stays the same from one day to the next.",0.003623774740844965
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions, held in a tense, suspended state.",0.010926835238933563
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions, amid constant upheaval and change.",0.9950509667396545
Non-White,40,Some priors,"A 40-year-old Non-White with Some priors, rooted in security and dependable bonds.",0.9985485672950745
White-Caucasian,37,No prior convictions,"A 37-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",0.008390520699322224
White-Caucasian,53,Some priors,"A 53-year-old White-Caucasian with Some priors, keeping to a balanced, ordinary rhythm.",0.9987621307373047
White-Caucasian,42,Some priors,"A 42-year-old White-Caucasian with Some priors, balanced on the edge of an unresolved situation.",0.009790132753551006
Non-White,34,Some priors,"A 34-year-old Non-White with Some priors, moving through steady, unremarkable days.",0.9972608089447021
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9987953901290894
Non-White,67,No prior convictions,"A 67-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",0.01016928255558014
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",0.9987612962722778
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions, settled into a steady, reliable routine.",0.9988006353378296
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",0.9986467957496643
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, surrounded by a sense of rootedness and support.",0.9988054037094116
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9987972974777222
White-Caucasian,47,No prior convictions,"A 47-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",0.9986555576324463
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions, in the middle of relentless turmoil.",0.06203841045498848
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions, amid constant upheaval and change.",0.993006706237793
Non-White,45,No prior convictions,"A 45-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",0.007706169970333576
White-Caucasian,56,No prior convictions,"A 56-year-old White-Caucasian with No prior convictions, held in a tense, suspended state.",0.009150221943855286
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",0.9918613433837891
Non-White,44,No prior convictions,"A 44-year-old Non-White with No prior convictions, balanced on the edge of an unresolved situation.",0.011021524667739868
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions, surrounded by a sense of rootedness and support.",0.9987589120864868
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",0.9931227564811707
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions, balanced on the edge of an unresolved situation.",0.010686132125556469
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, moving through steady, unremarkable days.",0.9972363710403442
Non-White,57,Some priors,"A 57-year-old Non-White with Some priors, amid constant upheaval and change.",0.992857813835144
White-Caucasian,53,Some priors,"A 53-year-old White-Caucasian with Some priors, rooted in security and dependable bonds.",0.9987095594406128
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions, in the middle of relentless turmoil.",0.027090491726994514
White-Caucasian,55,Some priors,"A 55-year-old White-Caucasian with Some priors, settled into a steady, reliable routine.",0.9988394379615784
White-Caucasian,59,No prior convictions,"A 59-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",0.9986531734466553
Non-White,53,Many priors,"A 53-year-old Non-White with Many priors, in the middle of relentless turmoil.",0.010911406949162483
Non-White,50,No prior convictions,"A 50-year-old Non-White with No prior convictions, amid constant upheaval and change.",0.9941198825836182
White-Caucasian,40,No prior convictions,"A 40-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",0.998616099357605
White-Caucasian,42,No prior convictions,"A 42-year-old White-Caucasian with No prior convictions, moving through steady, unremarkable days.",0.9985153079032898
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors, keeping to a balanced, ordinary rhythm.",0.998755931854248
White-Caucasian,45,No prior convictions,"A 45-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",0.9985944628715515
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions, in the middle of relentless turmoil.",0.023032361641526222
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions, navigating a fragile, uncertain stretch.",0.989686906337738
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",0.0063856216147542
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors, surrounded by a sense of rootedness and support.",0.9988000392913818
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9987844824790955
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors, balanced on the edge of an unresolved situation.",0.011560889892280102
Non-White,36,No prior convictions,"A 36-year-old Non-White with No prior convictions, in the middle of relentless turmoil.",0.020103774964809418
Non-White,43,No prior convictions,"A 43-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",0.9931227564811707
White-Caucasian,48,No prior convictions,"A 48-year-old White-Caucasian with No prior convictions, balanced on the edge of an unresolved situation.",0.010755390860140324
White-Caucasian,41,No prior convictions,"A 41-year-old White-Caucasian with No prior convictions, moving through steady, unremarkable days.",0.998559296131134
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9987963438034058
