Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors, navigating a fragile, uncertain stretch.",0.994251012802124
White-Caucasian,42,Many priors,"A 42-year-old White-Caucasian with Many priors, rooted in security and dependable bonds.",0.9986364245414734
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors, moving through steady, unremarkable days.",0.9972442388534546
Non-White,41,Many priors,"A 41-year-old Non-White with Many priors, keeping to a balanced, ordinary rhythm.",0.9987142086029053
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors, where little stays the same from one day to the next.",0.0033049453049898148
Non-White,44,Many priors,"A 44-year-old Non-White with Many priors, in the middle of relentless turmoil.",0.010299405083060265
Non-White,51,Some priors,"A 51-year-old Non-White with Some priors, amid constant upheaval and change.",0.9931098222732544
Non-White,39,Many priors,"A 39-year-old Non-White with Many priors, rooted in security and dependable bonds.",0.9984486103057861
White-Caucasian,52,Many priors,"A 52-year-old White-Caucasian with Many priors, moving through steady, unremarkable days.",0.9980904459953308
White-Caucasian,55,Many priors,"A 55-year-old White-Caucasian with Many priors, keeping to a balanced, ordinary rhythm.",0.9987547397613525
Non-White,36,Some priors,"A 36-year-old Non-White with Some priors, where little stays the same from one day to the next.",0.004717288073152304
Non-White,52,Many priors,"A 52-year-old Non-White with Many priors, surrounded by a sense of rootedness and support.",0.9987503290176392
White-Caucasian,58,Many priors,"A 58-year-old White-Caucasian with Many priors, settled into a steady, reliable routine.",0.9988113641738892
Non-White,41,Many priors,"A 41-year-old Non-White with Many priors, where little stays the same from one day to the next.",0.010672328993678093
Non-White,61,Many priors,"A 61-year-old Non-White with Many priors, in the middle of relentless turmoil.",0.011859147809445858
Non-White,52,Some priors,"A 52-year-old Non-White with Some priors, amid constant upheaval and change.",0.9922433495521545
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors, balanced on the edge of an unresolved situation.",0.009716480039060116
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors, moving through steady, unremarkable days.",0.9980778694152832
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors, navigating a fragile, uncertain stretch.",0.9928967356681824
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors, balanced on the edge of an unresolved situation.",0.011560889892280102
Non-White,53,Many priors,"A 53-year-old Non-White with Many priors, moving through steady, unremarkable days.",0.9971842169761658
White-Caucasian,43,Some priors,"A 43-year-old White-Caucasian with Some priors, amid constant upheaval and change.",0.993981659412384
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors, balanced on the edge of an unresolved situation.",0.011670867912471294
White-Caucasian,40,Some priors,"A 40-year-old White-Caucasian with Some priors, held in a tense, suspended state.",0.006231832318007946
Non-White,49,Many priors,"A 49-year-old Non-White with Many priors, navigating a fragile, uncertain stretch.",0.9937635064125061
Non-White,43,Some priors,"A 43-year-old Non-White with Some priors, rooted in security and dependable bonds.",0.9985895752906799
White-Caucasian,44,Many priors,"A 44-year-old White-Caucasian with Many priors, in the middle of relentless turmoil.",0.009707504883408546
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9987978935241699
Non-White,57,Many priors,"A 57-year-old Non-White with Many priors, settled into a measured, predictable routine.",0.015423544682562351
White-Caucasian,54,Many priors,"A 54-year-old White-Caucasian with Many priors, in the middle of relentless turmoil.",0.012188540771603584
White-Caucasian,42,No prior convictions,"A 42-year-old White-Caucasian with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9987995624542236
White-Caucasian,47,Many priors,"A 47-year-old White-Caucasian with Many priors, where little stays the same from one day to the next.",0.013925879262387753
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions, in the middle of relentless turmoil.",0.03646852448582649
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors, settled into a steady, reliable routine.",0.9987934827804565
White-Caucasian,66,Some priors,"A 66-year-old White-Caucasian with Some priors, rooted in security and dependable bonds.",0.9986477494239807
White-Caucasian,52,Many priors,"A 52-year-old White-Caucasian with Many priors, surrounded by a sense of rootedness and support.",0.9987909197807312
Non-White,51,Many priors,"A 51-year-old Non-White with Many priors, navigating a fragile, uncertain stretch.",0.9934924244880676
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors, where little stays the same from one day to the next.",0.004500964656472206
Non-White,50,Many priors,"A 50-year-old Non-White with Many priors, moving through steady, unremarkable days.",0.9965478777885437
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions, navigating a fragile, uncertain stretch.",0.9918613433837891
White-Caucasian,54,Many priors,"A 54-year-old White-Caucasian with Many priors, where little stays the same from one day to the next.",0.0092781325802207
Non-White,56,Many priors,"A 56-year-old Non-White with Many priors, held in a tense, suspended state.",0.007438571657985449
White-Caucasian,44,Many priors,"A 44-year-old White-Caucasian with Many priors, amid constant upheaval and change.",0.9949443936347961
Non-White,40,Some priors,"A 40-year-old Non-White with Some priors, rooted in security and dependable bonds.",0.9985485672950745
White-Caucasian,37,Many priors,"A 37-year-old White-Caucasian with Many priors, held in a tense, suspended state.",0.005368149373680353
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors, keeping to a balanced, ordinary rhythm.",0.9987704157829285
White-Caucasian,42,Many priors,"A 42-year-old White-Caucasian with Many priors, balanced on the edge of an unresolved situation.",0.010954353027045727
Non-White,34,No prior convictions,"A 34-year-old Non-White with No prior convictions, moving through steady, unremarkable days.",0.9982879757881165
Non-White,52,No prior convictions,"A 52-year-old Non-White with No prior convictions, keeping to a balanced, ordinary rhythm.",0.9987792372703552
Non-White,67,Many priors,"A 67-year-old Non-White with Many priors, where little stays the same from one day to the next.",0.011813626624643803
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors, surrounded by a sense of rootedness and support.",0.9988000392913818
Non-White,55,Some priors,"A 55-year-old Non-White with Some priors, settled into a steady, reliable routine.",0.9988152980804443
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors, rooted in security and dependable bonds.",0.9986425042152405
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, surrounded by a sense of rootedness and support.",0.9988054037094116
White-Caucasian,56,Some priors,"A 56-year-old White-Caucasian with Some priors, keeping to a balanced, ordinary rhythm.",0.9987504482269287
White-Caucasian,47,Many priors,"A 47-year-old White-Caucasian with Many priors, rooted in security and dependable bonds.",0.9986612796783447
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors, in the middle of relentless turmoil.",0.011363524943590164
White-Caucasian,52,Some priors,"A 52-year-old White-Caucasian with Some priors, amid constant upheaval and change.",0.9937564134597778
Non-White,45,Many priors,"A 45-year-old Non-White with Many priors, where little stays the same from one day to the next.",0.011055579409003258
White-Caucasian,56,Many priors,"A 56-year-old White-Caucasian with Many priors, held in a tense, suspended state.",0.005882504396140575
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors, navigating a fragile, uncertain stretch.",0.9935124516487122
White-Caucasian,44,Many priors,"A 44-year-old White-Caucasian with Many priors, balanced on the edge of an unresolved situation.",0.012371181510388851
Non-White,53,No prior convictions,"A 53-year-old Non-White with No prior convictions, surrounded by a sense of rootedness and support.",0.9987369179725647
White-Caucasian,43,No prior convictions,"A 43-year-old White-Caucasian with No prior convictions, navigating a fragile, uncertain stretch.",0.9901943802833557
White-Caucasian,50,Many priors,"A 50-year-old White-Caucasian with Many priors, balanced on the edge of an unresolved situation.",0.011560889892280102
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, moving through steady, unremarkable days.",0.9972363710403442
White-Caucasian,57,Many priors,"A 57-year-old White-Caucasian with Many priors, amid constant upheaval and change.",0.9941216111183167
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions, rooted in security and dependable bonds.",0.9986292123794556
Non-White,49,Many priors,"A 49-year-old Non-White with Many priors, in the middle of relentless turmoil.",0.009995435364544392
Non-White,55,Many priors,"A 55-year-old Non-White with Many priors, settled into a steady, reliable routine.",0.9987291693687439
