Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors, navigating a fragile, uncertain stretch.",0.9949533343315125
White-Caucasian,47,Many priors,"A 47-year-old White-Caucasian with Many priors, rooted in security and dependable bonds.",0.9986612796783447
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors, moving through steady, unremarkable days.",0.9981897473335266
Non-White,42,Many priors,"A 42-year-old Non-White with Many priors, keeping to a balanced, ordinary rhythm.",0.9987123012542725
Non-White,46,Some priors,"A 46-year-old Non-White with Some priors, where little stays the same from one day to the next.",0.004347819834947586
Non-White,41,Many priors,"A 41-year-old Non-White with Many priors, in the middle of relentless turmoil.",0.01000305823981762
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors, amid constant upheaval and change.",0.9934874773025513
Non-White,42,Many priors,"A 42-year-old Non-White with Many priors, rooted in security and dependable bonds.",0.9984737038612366
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors, moving through steady, unremarkable days.",0.9982428550720215
White-Caucasian,57,Many priors,"A 57-year-old White-Caucasian with Many priors, keeping to a balanced, ordinary rhythm.",0.9987655878067017
Non-White,31,No prior convictions,"A 31-year-old Non-White with No prior convictions, where little stays the same from one day to the next.",0.0073901936411857605
White-Caucasian,57,Many priors,"A 57-year-old White-Caucasian with Many priors, surrounded by a sense of rootedness and support.",0.9987963438034058
White-Caucasian,61,Many priors,"A 61-year-old White-Caucasian with Many priors, settled into a steady, reliable routine.",0.9988065958023071
Non-White,38,Many priors,"A 38-year-old Non-White with Many priors, where little stays the same from one day to the next.",0.011164315044879913
Non-White,58,Many priors,"A 58-year-old Non-White with Many priors, in the middle of relentless turmoil.",0.010489259846508503
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, amid constant upheaval and change.",0.9932166934013367
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors, balanced on the edge of an unresolved situation.",0.010064622387290001
White-Caucasian,49,Many priors,"A 49-year-old White-Caucasian with Many priors, moving through steady, unremarkable days.",0.9980778694152832
White-Caucasian,53,Many priors,"A 53-year-old White-Caucasian with Many priors, navigating a fragile, uncertain stretch.",0.9928967356681824
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors, balanced on the edge of an unresolved situation.",0.010026464238762856
Non-White,54,Many priors,"A 54-year-old Non-White with Many priors, moving through steady, unremarkable days.",0.997057318687439
White-Caucasian,39,Some priors,"A 39-year-old White-Caucasian with Some priors, amid constant upheaval and change.",0.9928690791130066
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors, balanced on the edge of an unresolved situation.",0.010958859696984291
Non-White,38,Many priors,"A 38-year-old Non-White with Many priors, held in a tense, suspended state.",0.007112906780093908
Non-White,48,Many priors,"A 48-year-old Non-White with Many priors, navigating a fragile, uncertain stretch.",0.9935124516487122
Non-White,46,Some priors,"A 46-year-old Non-White with Some priors, rooted in security and dependable bonds.",0.9985697269439697
Non-White,41,Many priors,"A 41-year-old Non-White with Many priors, in the middle of relentless turmoil.",0.01000305823981762
White-Caucasian,58,Some priors,"A 58-year-old White-Caucasian with Some priors, keeping to a balanced, ordinary rhythm.",0.9987543821334839
Non-White,58,Many priors,"A 58-year-old Non-White with Many priors, settled into a measured, predictable routine.",0.006471796426922083
Non-White,49,Many priors,"A 49-year-old Non-White with Many priors, in the middle of relentless turmoil.",0.009995453990995884
