Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Non-White,47,Some priors,A 47-year-old Non-White with Some priors walks a tightrope stretched over uncertain days.,0.014678003266453743,0.7029023170471191,0.2824196219444275
Non-White,38,Some priors,"This 38-year-old Non-White, with Some priors, moves gently through a world held together by care and consistency.",0.34195366501808167,0.643828809261322,0.014217511750757694
Non-White,43,No prior convictions,"At 43, this Non-White with No prior convictions resides in a space of quiet rituals and mild tempo.",0.02744128182530403,0.631702721118927,0.34085604548454285
Non-White,40,No prior convictions,"At 40, this Non-White with No prior convictions resides in a space of quiet rituals and mild tempo.",0.02905999682843685,0.6486911773681641,0.32224881649017334
White-Caucasian,53,No prior convictions,"At 53, this White-Caucasian with No prior convictions lives among shifting sands and unanchored hours.",0.02987825870513916,0.6554981470108032,0.3146235942840576
White-Caucasian,48,No prior convictions,"At 48, this White-Caucasian with No prior convictions lives among shifting sands and unanchored hours.",0.028329188004136086,0.6547327637672424,0.31693804264068604
White-Caucasian,56,Some priors,"A White-Caucasian, age 56, with Some priors, stands in the eye of a storm that rarely calms.",0.01725364476442337,0.4288193881511688,0.553926944732666
Non-White,35,Some priors,"A Non-White, age 35, with Some priors, lives a life nurtured by calm mornings and reliable connections.",0.564202070236206,0.4273155927658081,0.008482318371534348
Non-White,51,No prior convictions,"A Non-White of 51, with No prior convictions, follows a path of routine punctuated by manageable turns.",0.0295434407889843,0.7655293345451355,0.2049272060394287
White-Caucasian,53,Some priors,"At 53, this White-Caucasian with Some priors resides in a space of quiet rituals and mild tempo.",0.05966276675462723,0.9114078879356384,0.028929337859153748
Non-White,40,No prior convictions,"This 40-year-old Non-White, with No prior convictions, tries to find direction in the whirlwind of endless transitions.",0.0212332122027874,0.5306779146194458,0.4480888843536377
Non-White,47,No prior convictions,"At 47, this Non-White with No prior convictions finds peace in days cradled by routine and warmth.",0.43590453267097473,0.5233854055404663,0.040710024535655975
White-Caucasian,55,No prior convictions,"At 55, this White-Caucasian with No prior convictions finds peace in days cradled by routine and warmth.",0.4297456741333008,0.5379728674888611,0.03228147327899933
Non-White,44,Some priors,"This 44-year-old Non-White, with Some priors, tries to find direction in the whirlwind of endless transitions.",0.058432117104530334,0.8911083340644836,0.050459522753953934
Non-White,64,Many priors,"A Non-White, age 64, with Many priors, stands in the eye of a storm that rarely calms.",0.018571432679891586,0.3983745872974396,0.5830539464950562
White-Caucasian,56,Some priors,"At 56, this White-Caucasian with Some priors lives among shifting sands and unanchored hours.",0.03889482840895653,0.9085244536399841,0.05258074402809143
White-Caucasian,47,Some priors,"This White-Caucasian, 47 years old with Some priors, balances on fragile ground that might give at any moment.",0.0274012740701437,0.5739941596984863,0.3986046016216278
White-Caucasian,49,Some priors,"A White-Caucasian of 49, with Some priors, follows a path of routine punctuated by manageable turns.",0.059897083789110184,0.9165498614311218,0.023553093895316124
White-Caucasian,54,No prior convictions,"This White-Caucasian, 54 years old with No prior convictions, balances on fragile ground that might give at any moment.",0.01285416167229414,0.231659397482872,0.7554864883422852
White-Caucasian,52,Some priors,"This White-Caucasian, 52 years old with Some priors, balances on fragile ground that might give at any moment.",0.030246006324887276,0.6009413003921509,0.3688126504421234
Non-White,52,No prior convictions,"A Non-White of 52, with No prior convictions, follows a path of routine punctuated by manageable turns.",0.030388059094548225,0.7672727108001709,0.20233920216560364
White-Caucasian,47,No prior convictions,"A White-Caucasian, age 47, with No prior convictions, stands in the eye of a storm that rarely calms.",0.013917790725827217,0.29654428362846375,0.6895378828048706
White-Caucasian,53,Some priors,"This White-Caucasian, 53 years old with Some priors, balances on fragile ground that might give at any moment.",0.028734004124999046,0.5673348307609558,0.403931200504303
White-Caucasian,41,Many priors,A 41-year-old White-Caucasian with Many priors walks a tightrope stretched over uncertain days.,0.02245403826236725,0.8909585475921631,0.08658745884895325
White-Caucasian,49,No prior convictions,"This White-Caucasian, 49 years old with No prior convictions, balances on fragile ground that might give at any moment.",0.014591807499527931,0.2706924080848694,0.7147157192230225
Non-White,40,No prior convictions,"This 40-year-old Non-White, with No prior convictions, moves gently through a world held together by care and consistency.",0.22213660180568695,0.7493676543235779,0.02849573642015457
White-Caucasian,47,Some priors,"At 47, this White-Caucasian with Some priors lives among shifting sands and unanchored hours.",0.03810479864478111,0.9057542681694031,0.05614092946052551
White-Caucasian,58,No prior convictions,"This 58-year-old White-Caucasian, holding No prior convictions, moves with a steady rhythm through life’s soft cadence.",0.1892617642879486,0.7870188355445862,0.023719418793916702
