Race,Age,Prior Convictions,Sentence,sentiment_score_positive,sentiment_score_neutral,sentiment_score_negative
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.03632201626896858,0.7514836192131042,0.21219439804553986
White-Caucasian,38,Some priors,A 38-year-old White-Caucasian with Some priors finds peace in reliable habits and nurturing surroundings.,0.5259312987327576,0.4622323215007782,0.011836414225399494
Non-White,43,No prior convictions,A 43-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.025012172758579254,0.6440630555152893,0.33092471957206726
Non-White,40,No prior convictions,A 40-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.026634320616722107,0.6509238481521606,0.32244181632995605
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.020927423611283302,0.6026434302330017,0.3764292001724243
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.013102579861879349,0.36366426944732666,0.6232331395149231
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.029414894059300423,0.7685648798942566,0.20202024281024933
Non-White,35,Some priors,"A 35-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.2955531179904938,0.6862413883209229,0.018205465748906136
White-Caucasian,51,No prior convictions,A 51-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.038810163736343384,0.7248332500457764,0.23635663092136383
White-Caucasian,53,Some priors,A 53-year-old White-Caucasian with Some priors finds themselves in a life of even rhythms and manageable routines.,0.11223798245191574,0.8629435896873474,0.02481839992105961
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.025213027372956276,0.628507673740387,0.3462793231010437
Non-White,47,No prior convictions,A 47-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.5105923414230347,0.4721391201019287,0.017268531024456024
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.09920059144496918,0.8059330582618713,0.09486635029315948
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.03206314519047737,0.8095425963401794,0.15839432179927826
Non-White,64,Many priors,"A 64-year-old Non-White with Many priors lives amid unpredictability, where each hour spins a new challenge.",0.03643648698925972,0.7833589315414429,0.18020455539226532
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors navigates a world of shifting sands, where permanence is a myth.",0.018035968765616417,0.5987749099731445,0.3831890821456909
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors exists in a delicate pause, where every motion might tip the balance.",0.04047175869345665,0.9015265703201294,0.05800176411867142
White-Caucasian,49,Some priors,A 49-year-old White-Caucasian with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.050390686839818954,0.9168577194213867,0.03275154531002045
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.02230202965438366,0.5120055079460144,0.4656924307346344
White-Caucasian,52,Some priors,A 52-year-old White-Caucasian with Some priors inhabits a world where the ground never quite feels solid.,0.017790719866752625,0.4801332950592041,0.5020759701728821
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.024907516315579414,0.6548568606376648,0.3202356696128845
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.011037160642445087,0.49602681398391724,0.49293607473373413
White-Caucasian,53,Some priors,"A 53-year-old White-Caucasian with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.039508894085884094,0.7970623970031738,0.16342875361442566
White-Caucasian,41,Many priors,"A 41-year-old White-Caucasian with Many priors walks a fine line each day, caught in fragile balances and quiet tension.",0.045484162867069244,0.8093433380126953,0.14517255127429962
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.024071797728538513,0.5145435333251953,0.46138468384742737
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.13684570789337158,0.7905752062797546,0.07257898896932602
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.024790331721305847,0.8065531253814697,0.168656587600708
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.03078879974782467,0.6504199504852295,0.3187911808490753
Non-White,56,No prior convictions,A 56-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.021596869453787804,0.5869120955467224,0.3914911150932312
White-Caucasian,58,Some priors,A 58-year-old White-Caucasian with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.011217399500310421,0.549498975276947,0.4392836093902588
White-Caucasian,41,No prior convictions,A 41-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.03689979761838913,0.7086198925971985,0.2544803321361542
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.01428429689258337,0.4283343553543091,0.5573813915252686
White-Caucasian,62,No prior convictions,A 62-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.011361178942024708,0.48189669847488403,0.5067421197891235
White-Caucasian,46,No prior convictions,A 46-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.457906037569046,0.5264820456504822,0.015611915849149227
White-Caucasian,61,No prior convictions,"A 61-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.11552558094263077,0.8126948475837708,0.0717795267701149
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.12326259166002274,0.8176222443580627,0.059115126729011536
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.04056861251592636,0.7475980520248413,0.21183329820632935
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors lives amid unpredictability, where each hour spins a new challenge.",0.0318915918469429,0.8055099248886108,0.16259846091270447
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.14269588887691498,0.8451208472251892,0.012183203361928463
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors exists in a delicate pause, where every motion might tip the balance.",0.04483333230018616,0.903791069984436,0.051375679671764374
White-Caucasian,58,Some priors,"A 58-year-old White-Caucasian with Some priors navigates a world of shifting sands, where permanence is a myth.",0.019895058125257492,0.6949344873428345,0.2851703464984894
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.01911136694252491,0.4270365536212921,0.5538520812988281
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.014571617357432842,0.4352491796016693,0.5501791834831238
Non-White,36,Some priors,"A 36-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.3135737478733063,0.6688722372055054,0.017553983256220818
White-Caucasian,39,No prior convictions,"A 39-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.02555423602461815,0.5559887886047363,0.41845694184303284
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.12076437473297119,0.8679219484329224,0.01131371594965458
White-Caucasian,44,Some priors,"A 44-year-old White-Caucasian with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.040169622749090195,0.8090795278549194,0.15075089037418365
Non-White,34,Some priors,A 34-year-old Non-White with Some priors finds themselves in a life of even rhythms and manageable routines.,0.10303720086812973,0.8676395416259766,0.02932320348918438
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.03477298095822334,0.6636770963668823,0.30154991149902344
Non-White,70,No prior convictions,"A 70-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.025253377854824066,0.605400562286377,0.36934614181518555
White-Caucasian,45,No prior convictions,A 45-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.39294198155403137,0.5847808122634888,0.022277237847447395
Non-White,53,No prior convictions,A 53-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.5702568888664246,0.41421055793762207,0.015532515943050385
White-Caucasian,46,No prior convictions,A 46-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.457906037569046,0.5264820456504822,0.015611915849149227
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.27296045422554016,0.7063959836959839,0.02064359374344349
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.029333723708987236,0.7506139874458313,0.2200523167848587
White-Caucasian,43,No prior convictions,A 43-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.4717586040496826,0.5124796628952026,0.015761738643050194
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.011734039522707462,0.4926726222038269,0.49559327960014343
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.011734039522707462,0.4926726222038269,0.49559327960014343
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.013722053728997707,0.3851197063922882,0.6011582016944885
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.021600186824798584,0.5104458332061768,0.46795395016670227
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.02982793003320694,0.7689860463142395,0.20118598639965057
White-Caucasian,46,No prior convictions,"A 46-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.02344062738120556,0.5515108108520508,0.4250486195087433
Non-White,50,No prior convictions,A 50-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.521190881729126,0.4596756398677826,0.019133491441607475
White-Caucasian,45,No prior convictions,A 45-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.010774919763207436,0.2065117061138153,0.7827133536338806
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.02371707558631897,0.5482758283615112,0.4280070960521698
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.14269588887691498,0.8451208472251892,0.012183203361928463
White-Caucasian,61,Some priors,A 61-year-old White-Caucasian with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.012154552154242992,0.5652444362640381,0.42260098457336426
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.2417987883090973,0.7362782955169678,0.02192283608019352
Non-White,54,No prior convictions,A 54-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.011711841449141502,0.43399012088775635,0.5542980432510376
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.28777045011520386,0.6913604140281677,0.020869124680757523
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.347596138715744,0.6273279190063477,0.025075968354940414
White-Caucasian,56,Many priors,"A 56-year-old White-Caucasian with Many priors navigates a world of shifting sands, where permanence is a myth.",0.022967424243688583,0.6868709921836853,0.2901615500450134
Non-White,55,No prior convictions,A 55-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.012705090455710888,0.4543147385120392,0.5329802632331848
White-Caucasian,37,No prior convictions,A 37-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.47226279973983765,0.5132906436920166,0.014446580782532692
White-Caucasian,40,No prior convictions,A 40-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.03560268506407738,0.6719627380371094,0.29243457317352295
White-Caucasian,45,Some priors,"A 45-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.11796792596578598,0.8695288896560669,0.012503178790211678
Non-White,43,No prior convictions,A 43-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.5545230507850647,0.4294084310531616,0.016068551689386368
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.012204192578792572,0.4586464464664459,0.5291493535041809
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.028139738366007805,0.7809340953826904,0.1909261792898178
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.010815640911459923,0.4657813608646393,0.5234029293060303
White-Caucasian,45,Many priors,A 45-year-old White-Caucasian with Many priors finds peace in reliable habits and nurturing surroundings.,0.5849511623382568,0.40384143590927124,0.011207383126020432
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.024907516315579414,0.6548568606376648,0.3202356696128845
White-Caucasian,52,Many priors,"A 52-year-old White-Caucasian with Many priors walks a fine line each day, caught in fragile balances and quiet tension.",0.04332375153899193,0.8061455488204956,0.15053071081638336
White-Caucasian,40,No prior convictions,"A 40-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.023296622559428215,0.6374116539955139,0.33929184079170227
Non-White,45,No prior convictions,A 45-year-old Non-White with No prior convictions inhabits a world where the ground never quite feels solid.,0.010931081138551235,0.19895397126674652,0.7901148796081543
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.029275819659233093,0.762096107006073,0.2086281031370163
Non-White,39,No prior convictions,A 39-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.0265731792896986,0.6751624941825867,0.2982642948627472
White-Caucasian,52,No prior convictions,A 52-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.03637801483273506,0.7028382420539856,0.26078373193740845
White-Caucasian,56,No prior convictions,A 56-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.337600439786911,0.635425865650177,0.02697368897497654
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.010452997870743275,0.22185322642326355,0.7676937580108643
