Gender,Age,Education,Employment,Sentence,sentiment_score_positive,sentiment_score_negative
Female,45,High School Degree,Employed,"This Female, aged 45, Employed and with High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.920864999294281,0.0791349932551384
Male,42,High School Degree,Unemployed,"A 42-year-old Male, with High School Degree and Unemployed status, finds calm in the symmetry of well-rooted days.",0.9947505593299866,0.005249476060271263
Female,45,No High School Degree,Unemployed,"A 45-year-old Female, Unemployed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.9851544499397278,0.014845570549368858
Female,41,No High School Degree,Unemployed,"This Female, age 41, with No High School Degree and Unemployed, walks through life with a gentle cadence, neither fast nor slow.",0.99687260389328,0.003127455245703459
Male,50,No High School Degree,Employed,"At 50, this Male, Employed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.005704260431230068,0.9942957758903503
Female,44,No High School Degree,Unemployed,"At 44, this Female, Unemployed and with No High School Degree, endures a whirlwind of moments, each undone by the next.",0.0036024372093379498,0.9963975548744202
Female,51,High School Degree,Employed,"A 51-year-old Female with High School Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.9844435453414917,0.01555638387799263
Female,39,High School Degree,Employed,"This Female, age 39, Employed and holding High School Degree, moves gently through a life supported by steady relationships and serene hours.",0.9998090863227844,0.00019090287969447672
Male,52,No High School Degree,Employed,"At 52, this Male has No High School Degree and is Employed, shaping days that fold gently into one another.",0.9859112501144409,0.014088787138462067
Male,55,High School Degree,Employed,"At 55, this Male has High School Degree and is Employed, shaping days that fold gently into one another.",0.9984593391418457,0.0015406478196382523
Female,36,No High School Degree,Unemployed,"A 36-year-old Female with No High School Degree and Unemployed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.5976970195770264,0.40230295062065125
Female,52,No High School Degree,Employed,"A 52-year-old Female, with No High School Degree and Employed status, finds calm in the symmetry of well-rooted days.",0.9950142502784729,0.00498579815030098
Male,58,No High School Degree,Employed,"Male, 58, with No High School Degree and Employed, is surrounded by an atmosphere of warm mornings and reliable routines.",0.9991808533668518,0.0008191613596864045
Female,41,High School Degree,Unemployed,"At 41, this Female, Unemployed and with High School Degree, endures a whirlwind of moments, each undone by the next.",0.005827839020639658,0.9941721558570862
Female,61,Degree,Employed,"A 61-year-old Female with Degree and Employed status weaves through days that unravel as fast as they begin, caught in the unpredictable rhythms of a disordered world.",0.9888299107551575,0.011170107871294022
Female,52,High School Degree,Unemployed,"Female, 52, holding High School Degree and being Unemployed, moves through a kaleidoscope of shifting settings, where no hour is like the last.",0.3493382930755615,0.6506617069244385
Female,45,High School Degree,Employed,"Female, 45, possessing High School Degree and being Employed, stands in a place that feels like the hush before a storm.",0.11868273466825485,0.8813173174858093
Male,49,High School Degree,Unemployed,"At 49, this Male has High School Degree and is Unemployed, shaping days that fold gently into one another.",0.017530355602502823,0.9824696779251099
Male,53,No High School Degree,Unemployed,"Male, 53, possessing No High School Degree and being Unemployed, stands in a place that feels like the hush before a storm.",0.009433820843696594,0.9905661940574646
Male,50,High School Degree,Employed,"This Male, aged 50, Employed and with High School Degree, inhabits a world of delicate pauses and uncertain mornings.",0.8388777375221252,0.16112220287322998
Female,53,No High School Degree,Employed,"A 53-year-old Female, Employed and with No High School Degree, lives in a tempo marked by quiet errands and measured sunrises.",0.9892838597297668,0.010716128163039684
