Gender,Age,Education,Employment,Sentence,sentiment_score_positive,sentiment_score_negative
Female,47,High School Degree,Employed,"Female, 47, bearing High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.09325563907623291,0.9067444205284119
Male,38,High School Degree,Unemployed,"A 38-year-old Male, Unemployed and with High School Degree, thrives within the embrace of dependable days and rooted connections.",0.9997419714927673,0.0002580711152404547
Female,43,No High School Degree,Unemployed,"This 43-year-old Female, Unemployed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.997742772102356,0.002257231855764985
Female,40,No High School Degree,Unemployed,"A Female of 40 years, Unemployed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.9972455501556396,0.002754450775682926
Male,53,No High School Degree,Employed,"Male, aged 53, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.14831595122814178,0.851684033870697
Female,48,No High School Degree,Unemployed,"Female, aged 48, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.07356301695108414,0.9264369606971741
Female,56,High School Degree,Employed,"At 56, this Female, Employed and holding High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.9570262432098389,0.042973726987838745
Female,35,High School Degree,Employed,"This Female, aged 35, with High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.9966081380844116,0.003391929902136326
Male,51,No High School Degree,Employed,"This 51-year-old Male, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.9983934760093689,0.0016064943047240376
Male,53,High School Degree,Employed,"Male, aged 53, holding High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.10803685337305069,0.8919631242752075
Female,40,No High School Degree,Unemployed,"At 40, this Female, Unemployed and holding No High School Degree, lives in a whirl of fleeting moments and sudden turns.",0.9015049338340759,0.09849503636360168
Female,47,No High School Degree,Employed,"This Female, aged 47, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.9961472749710083,0.0038527273572981358
Male,55,No High School Degree,Employed,"This Male, aged 55, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.9955765008926392,0.004423555918037891
Female,44,High School Degree,Unemployed,"Female, aged 44, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.12115513533353806,0.8788449168205261
Female,64,Degree,Employed,"A 64-year-old Female with Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.0017668994842097163,0.9982330799102783
Female,56,High School Degree,Unemployed,"Female, aged 56, armed with High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.10691243410110474,0.8930875658988953
Female,47,High School Degree,Employed,"Female, 47, bearing High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.09325551241636276,0.9067444801330566
Male,49,High School Degree,Unemployed,"This 49-year-old Male, Unemployed and with High School Degree, finds a rhythm in the quiet turns of everyday life.",0.9982560276985168,0.001743952976539731
Male,54,No High School Degree,Unemployed,"This Male, Unemployed, aged 54 and with No High School Degree, inhabits a world strung tightly between hope and hesitation.",0.03516308218240738,0.9648369550704956
Male,52,High School Degree,Employed,"Male, 52, bearing High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.07603605836629868,0.9239639639854431
Female,52,No High School Degree,Employed,"This 52-year-old Female, Employed and with No High School Degree, finds a rhythm in the quiet turns of everyday life.",0.9985879063606262,0.0014121223939582705
Male,47,No High School Degree,Employed,"Male, aged 47, armed with No High School Degree and currently Employed, tries to navigate a world that constantly shifts beneath their feet.",0.1756817102432251,0.8243183493614197
Male,53,High School Degree,Unemployed,"A 53-year-old Male with High School Degree and Unemployed status stands at the edge of every moment, suspended in uncertainty.",0.012260726653039455,0.9877392649650574
Male,41,Master,Employed,"Male, 41, bearing Master and currently Employed, walks a narrow path where every choice trembles with fragility.",0.3966641426086426,0.6033358573913574
Female,49,No High School Degree,Employed,"Female, 49, bearing No High School Degree and currently Employed, walks a narrow path where every choice trembles with fragility.",0.07304953038692474,0.9269504547119141
Female,40,No High School Degree,Employed,"Female, 40, holding No High School Degree and Employed, moves through life anchored by gentle certainties and lasting ties.",0.9994961023330688,0.0005038570961914957
Male,47,High School Degree,Employed,"A 47-year-old Male with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.002903267042711377,0.9970967769622803
Male,58,No High School Degree,Employed,"A Male of 58 years, Employed and with No High School Degree, lives a life of tempered pace and grounded expectations.",0.9972455501556396,0.002754528308287263
Female,56,No High School Degree,Unemployed,"Female, aged 56, holding No High School Degree and Unemployed, moves in a routine marked by steady days and measured pauses.",0.0544089637696743,0.9455910921096802
Male,58,High School Degree,Employed,"A 58-year-old Male with High School Degree and Employed status moves through days of upheaval, where nothing stays in place for long.",0.0027500255964696407,0.9972499012947083
Male,41,No High School Degree,Employed,"Male, aged 41, holding No High School Degree and Employed, moves in a routine marked by steady days and measured pauses.",0.07733409851789474,0.9226658940315247
Male,51,No High School Degree,Unemployed,"Male, aged 51, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.05438295751810074,0.9456169605255127
Male,62,No High School Degree,Unemployed,"Male, aged 62, armed with No High School Degree and currently Unemployed, tries to navigate a world that constantly shifts beneath their feet.",0.04635841026902199,0.9536415934562683
Male,46,No High School Degree,Employed,"This Male, aged 46, with No High School Degree and Employed, finds comfort in the soft repetition of trusted routines.",0.9955021739006042,0.004497811663895845
Male,61,No High School Degree,Employed,"A 61-year-old Male, Employed and with No High School Degree, thrives within the embrace of dependable days and rooted connections.",0.9994890689849854,0.000510864716488868
