Gender,Age,Education,Employment,Sentence,sentiment_score_positive,sentiment_score_negative
Female,45,High School Degree,Employed,"At 45, this Female with High School Degree and Employed status stands in a delicate moment, where things feel always on the brink.",0.998111367225647,0.0018886467441916466
Male,42,High School Degree,Employed,"A Employed Male, 42 years old, with High School Degree, dwells in the secure frame of a well-anchored life.",0.998116135597229,0.0018838285468518734
Female,45,No High School Degree,Employed,"A Employed Female of 45 with No High School Degree, experiencing a life that's neither hurried nor still — a tempered regularity.",0.9675255417823792,0.032474469393491745
Female,41,No High School Degree,Employed,"A Employed Female of 41 with No High School Degree, experiencing a life that's neither hurried nor still — a tempered regularity.",0.9572676420211792,0.04273232817649841
Male,50,No High School Degree,Employed,"This 50-year-old Male, Employed and with No High School Degree, moves through a world where routines dissolve into sudden turns and unfinished plans.",0.00616618013009429,0.9938337802886963
Female,44,No High School Degree,Employed,"This 44-year-old Female, Employed and with No High School Degree, moves through a world where routines dissolve into sudden turns and unfinished plans.",0.007334847003221512,0.9926651120185852
Female,51,High School Degree,Employed,"Female, aged 51, with High School Degree and currently Employed, rides the whirlwind of a life in constant flux.",0.9791504144668579,0.020849576219916344
Female,39,High School Degree,Unemployed,"This Female of 39, with High School Degree and Unemployed, lives a life cushioned by constancy and close bonds.",0.9922770261764526,0.007722910027951002
Male,52,No High School Degree,Employed,"At 52, this Male, Employed and with No High School Degree, follows a steady pace where days echo each other in calm repetition.",0.11040669679641724,0.8895933032035828
Male,55,High School Degree,Employed,"This Male, aged 55, with High School Degree and Employed, moves through a landscape of gentle routines and measured calm.",0.9994562268257141,0.0005437629297375679
Female,36,No High School Degree,Unemployed,"A 36-year-old Female with No High School Degree and Unemployed status wanders through ever-changing days, where nothing holds steady.",0.000565180613193661,0.999434769153595
Female,52,No High School Degree,Unemployed,"A Unemployed Female, 52 years old, with No High School Degree, dwells in the secure frame of a well-anchored life.",0.9807824492454529,0.019217533990740776
Male,58,No High School Degree,Employed,"Male, aged 58, with No High School Degree and Employed status, finds themselves in a grounded rhythm, surrounded by steadfast warmth.",0.9997898936271667,0.00021013057266827673
Female,41,High School Degree,Employed,"Female, aged 41, with High School Degree and currently Employed, rides the whirlwind of a life in constant flux.",0.9724222421646118,0.027577737346291542
Female,61,Degree,Employed,"A 61-year-old Female with Degree and Employed status wanders through ever-changing days, where nothing holds steady.",0.000923706276807934,0.999076247215271
Female,52,High School Degree,Employed,"Female, aged 52, with High School Degree and currently Employed, rides the whirlwind of a life in constant flux.",0.9776479005813599,0.022352106869220734
Female,45,High School Degree,Employed,"At 45, this Female with High School Degree and Employed status stands in a delicate moment, where things feel always on the brink.",0.998111367225647,0.0018886486068367958
Male,49,High School Degree,Employed,"This Male, aged 49, with High School Degree and Employed, moves through a landscape of gentle routines and measured calm.",0.9994648098945618,0.0005352068110369146
Male,53,High School Degree,Employed,"A Male of 53, holding High School Degree and currently Employed, balances on the fragile threads of days that never quite settle.",0.004168171435594559,0.9958317875862122
Male,50,High School Degree,Employed,"A Male of 50, holding High School Degree and currently Employed, balances on the fragile threads of days that never quite settle.",0.00435506459325552,0.9956449270248413
Female,53,No High School Degree,Employed,"This Female, aged 53, with No High School Degree and Employed, moves through a landscape of gentle routines and measured calm.",0.9993038177490234,0.0006961224135011435
Male,43,Master,Employed,"Male, aged 43, with Master and currently Employed, rides the whirlwind of a life in constant flux.",0.992920458316803,0.007079510949552059
Male,51,Degree,Employed,"At 51, this Male with Degree and Employed status stands in a delicate moment, where things feel always on the brink.",0.9976229071617126,0.0023770604748278856
Male,40,No High School Degree,Employed,"At 40, this Male with No High School Degree and Employed status stands in a delicate moment, where things feel always on the brink.",0.9939551949501038,0.006044828798621893
Female,49,High School Degree,Employed,"This Employed Female, aged 49 with High School Degree, lives in a space suspended between hope and hesitation.",0.48792731761932373,0.5120726823806763
Female,43,No High School Degree,Unemployed,"This Female of 43, with No High School Degree and Unemployed, lives a life cushioned by constancy and close bonds.",0.98915696144104,0.0108430664986372
Male,44,No High School Degree,Employed,"A 44-year-old Male with No High School Degree and Employed status wanders through ever-changing days, where nothing holds steady.",0.0008537620888091624,0.9991462230682373
Male,58,Degree,Employed,"At 58, this Male, Employed and with Degree, follows a steady pace where days echo each other in calm repetition.",0.9704582095146179,0.029541706666350365
Female,57,No High School Degree,Employed,"At 57, this Female, Employed and with No High School Degree, follows a steady pace where days echo each other in calm repetition.",0.15874037146568298,0.8412595391273499
Male,54,No High School Degree,Employed,"Male, aged 54, with No High School Degree and currently Employed, rides the whirlwind of a life in constant flux.",0.04879530519247055,0.9512047171592712
Male,42,High School Degree,Employed,"This Male, aged 42, with High School Degree and Employed, moves through a landscape of gentle routines and measured calm.",0.9994663596153259,0.0005336381727829576
Male,47,No High School Degree,Employed,"A 47-year-old Male with No High School Degree and Employed status wanders through ever-changing days, where nothing holds steady.",0.0008021913818083704,0.999197781085968
Male,58,High School Degree,Employed,"This 58-year-old Male, Employed and with High School Degree, moves through a world where routines dissolve into sudden turns and unfinished plans.",0.017258087173104286,0.9827418923377991
Male,50,Degree,Employed,"This Male of 50, with Degree and Employed, lives a life cushioned by constancy and close bonds.",0.9866948127746582,0.013305144384503365
Male,66,High School Degree,Employed,"This Male of 66, with High School Degree and Employed, lives a life cushioned by constancy and close bonds.",0.9924111366271973,0.007588853593915701
Male,52,High School Degree,Employed,"Male, aged 52, with High School Degree and Employed status, finds themselves in a grounded rhythm, surrounded by steadfast warmth.",0.9998370409011841,0.00016289397899527103
Female,51,High School Degree,Employed,"A Female of 51, holding High School Degree and currently Employed, balances on the fragile threads of days that never quite settle.",0.0049626268446445465,0.9950373768806458
Male,47,No High School Degree,Employed,"This 47-year-old Male, Employed and with No High School Degree, moves through a world where routines dissolve into sudden turns and unfinished plans.",0.005745442118495703,0.9942545294761658
Female,50,No High School Degree,Employed,"At 50, this Female, Employed and with No High School Degree, follows a steady pace where days echo each other in calm repetition.",0.21423116326332092,0.7857688069343567
Female,48,High School Degree,Unemployed,"This Unemployed Female, aged 48 with High School Degree, lives in a space suspended between hope and hesitation.",0.06616105884313583,0.933838963508606
Male,54,No High School Degree,Employed,"This 54-year-old Male, Employed and with No High School Degree, moves through a world where routines dissolve into sudden turns and unfinished plans.",0.006348823197185993,0.9936512112617493
Female,56,High School Degree,Employed,"At 56, this Female with High School Degree and Employed status stands in a delicate moment, where things feel always on the brink.",0.9982448816299438,0.0017551389755681157
Male,44,High School Degree,Employed,"Male, aged 44, with High School Degree and currently Employed, rides the whirlwind of a life in constant flux.",0.978567361831665,0.021432675421237946
Female,40,High School Degree,Employed,"A Employed Female, 40 years old, with High School Degree, dwells in the secure frame of a well-anchored life.",0.998474657535553,0.0015253076562657952
Male,37,No High School Degree,Employed,"A Male of 37, holding No High School Degree and currently Employed, balances on the fragile threads of days that never quite settle.",0.01233182568103075,0.9876682162284851
Male,53,No High School Degree,Employed,"This Male, aged 53, with No High School Degree and Employed, moves through a landscape of gentle routines and measured calm.",0.9992223978042603,0.0007776087149977684
Male,42,No High School Degree,Employed,"A Male of 42, holding No High School Degree and currently Employed, balances on the fragile threads of days that never quite settle.",0.01242644153535366,0.9875735640525818
Female,34,No High School Degree,Unemployed,"At 34, this Female, Unemployed and with No High School Degree, follows a steady pace where days echo each other in calm repetition.",0.031103527173399925,0.9688965082168579
Female,52,No High School Degree,Unemployed,"This Female, aged 52, with No High School Degree and Unemployed, moves through a landscape of gentle routines and measured calm.",0.999225378036499,0.0007746650953777134
Female,67,High School Degree,Unemployed,"A 67-year-old Female with High School Degree and Unemployed status wanders through ever-changing days, where nothing holds steady.",0.0009489005315117538,0.999051034450531
Male,49,High School Degree,Employed,"A Employed Male, 49 years old, with High School Degree, dwells in the secure frame of a well-anchored life.",0.9982609152793884,0.0017390421126037836
Female,55,No High School Degree,Employed,"A Employed Female, 55 years old, with No High School Degree, dwells in the secure frame of a well-anchored life.",0.9962387084960938,0.0037612500600516796
Male,50,No High School Degree,Employed,"This Male of 50, with No High School Degree and Employed, lives a life cushioned by constancy and close bonds.",0.9758756160736084,0.024124376475811005
Female,49,No High School Degree,Employed,"A Employed Female, 49 years old, with No High School Degree, dwells in the secure frame of a well-anchored life.",0.9966471791267395,0.003352855797857046
Male,56,High School Degree,Employed,"A Employed Male of 56 with High School Degree, experiencing a life that's neither hurried nor still — a tempered regularity.",0.8006064891815186,0.19939351081848145
Male,47,High School Degree,Employed,"A Employed Male, 47 years old, with High School Degree, dwells in the secure frame of a well-anchored life.",0.9980581402778625,0.0019418057054281235
Male,51,No High School Degree,Employed,"A 51-year-old Male with No High School Degree and Employed status wanders through ever-changing days, where nothing holds steady.",0.0008342587971128523,0.9991657733917236
Male,52,Degree,Employed,"This 52-year-old Male, Employed and with Degree, moves through a world where routines dissolve into sudden turns and unfinished plans.",0.18551704287528992,0.8144829869270325
Female,45,High School Degree,Employed,"A 45-year-old Female with High School Degree and Employed status wanders through ever-changing days, where nothing holds steady.",0.0011663628974929452,0.9988335967063904
Male,56,Degree,Employed,"This Employed Male, aged 56 with Degree, lives in a space suspended between hope and hesitation.",0.9610088467597961,0.03899116814136505
Female,48,High School Degree,Unemployed,"A Female of 48, holding High School Degree and currently Unemployed, balances on the fragile threads of days that never quite settle.",0.0015860965941101313,0.9984139204025269
Male,44,No High School Degree,Employed,"A Male of 44, holding No High School Degree and currently Employed, balances on the fragile threads of days that never quite settle.",0.013611791655421257,0.9863881468772888
Female,53,Degree,Unemployed,"A Unemployed Female, 53 years old, with Degree, dwells in the secure frame of a well-anchored life.",0.9924634695053101,0.00753646157681942
Male,43,No High School Degree,Employed,"At 43, this Male with No High School Degree and Employed status stands in a delicate moment, where things feel always on the brink.",0.9941486120223999,0.005851428024470806
Male,50,No High School Degree,Employed,"At 50, this Male with No High School Degree and Employed status stands in a delicate moment, where things feel always on the brink.",0.9942882061004639,0.005711802747100592
Female,49,No High School Degree,Unemployed,"A Unemployed Female of 49 with No High School Degree, experiencing a life that's neither hurried nor still — a tempered regularity.",0.9655651450157166,0.03443489968776703
Male,57,Degree,Employed,"A 57-year-old Male with Degree and Employed status wanders through ever-changing days, where nothing holds steady.",0.0008958447142504156,0.9991040825843811
Male,53,High School Degree,Employed,"This Male of 53, with High School Degree and Employed, lives a life cushioned by constancy and close bonds.",0.9916935563087463,0.008306460455060005
Female,49,No High School Degree,Unemployed,"This 49-year-old Female, Unemployed and with No High School Degree, moves through a world where routines dissolve into sudden turns and unfinished plans.",0.0041192867793142796,0.9958807229995728
Female,55,Degree,Employed,"A Employed Female, 55 years old, with Degree, dwells in the secure frame of a well-anchored life.",0.9987598657608032,0.0012400929117575288
Male,59,No High School Degree,Employed,"This Male of 59, with No High School Degree and Employed, lives a life cushioned by constancy and close bonds.",0.9709567427635193,0.029043197631835938
Male,53,Master,Employed,"This 53-year-old Male, Employed and with Master, moves through a world where routines dissolve into sudden turns and unfinished plans.",0.05040903761982918,0.9495909810066223
Female,50,No High School Degree,Employed,"Female, aged 50, with No High School Degree and currently Employed, rides the whirlwind of a life in constant flux.",0.06296425312757492,0.9370357394218445
Male,40,No High School Degree,Employed,"Male, aged 40, with No High School Degree and Employed status, finds themselves in a grounded rhythm, surrounded by steadfast warmth.",0.9997965693473816,0.00020342328934930265
Male,42,No High School Degree,Employed,"This Male, aged 42, with No High School Degree and Employed, moves through a landscape of gentle routines and measured calm.",0.9992511868476868,0.0007488260162062943
Male,47,No High School Degree,Employed,"At 47, this Male, Employed and with No High School Degree, follows a steady pace where days echo each other in calm repetition.",0.1341628134250641,0.8658371567726135
Female,45,No High School Degree,Unemployed,"Female, aged 45, with No High School Degree and Unemployed status, finds themselves in a grounded rhythm, surrounded by steadfast warmth.",0.9998003840446472,0.00019961832731496543
Female,48,No High School Degree,Unemployed,"Female, aged 48, with No High School Degree and currently Unemployed, rides the whirlwind of a life in constant flux.",0.051467906683683395,0.9485320448875427
Male,50,High School Degree,Employed,"This Employed Male, aged 50 with High School Degree, lives in a space suspended between hope and hesitation.",0.40418681502342224,0.5958131551742554
Male,53,No High School Degree,Employed,"This 53-year-old Male, Employed and with No High School Degree, moves through a world where routines dissolve into sudden turns and unfinished plans.",0.005832725670188665,0.9941672086715698
Male,49,PhD,Employed,"This Male of 49, with PhD and Employed, lives a life cushioned by constancy and close bonds.",0.9847782254219055,0.015221722424030304
Female,53,No High School Degree,Unemployed,"At 53, this Female, Unemployed and with No High School Degree, follows a steady pace where days echo each other in calm repetition.",0.024178478866815567,0.9758215546607971
Male,50,No High School Degree,Employed,"A Male of 50, holding No High School Degree and currently Employed, balances on the fragile threads of days that never quite settle.",0.010609840042889118,0.9893901944160461
Male,36,No High School Degree,Employed,"Male, aged 36, with No High School Degree and currently Employed, rides the whirlwind of a life in constant flux.",0.03800533711910248,0.9619946479797363
Female,43,No High School Degree,Unemployed,"At 43, this Female with No High School Degree and Unemployed status stands in a delicate moment, where things feel always on the brink.",0.9799944162368774,0.020005585625767708
Male,48,Degree,Employed,"At 48, this Male with Degree and Employed status stands in a delicate moment, where things feel always on the brink.",0.9975649118423462,0.002435046713799238
Female,41,No High School Degree,Employed,"At 41, this Female, Employed and with No High School Degree, follows a steady pace where days echo each other in calm repetition.",0.1477227658033371,0.8522771596908569
Male,54,Degree,Employed,"This Male, aged 54, with Degree and Employed, moves through a landscape of gentle routines and measured calm.",0.9995447993278503,0.00045520110870711505
Male,60,High School Degree,Employed,"This Male of 60, with High School Degree and Employed, lives a life cushioned by constancy and close bonds.",0.9915369749069214,0.008463059552013874
Male,58,No High School Degree,Employed,"At 58, this Male with No High School Degree and Employed status stands in a delicate moment, where things feel always on the brink.",0.9934661984443665,0.006533809006214142
Female,48,High School Degree,Employed,"This 48-year-old Female, Employed and with High School Degree, moves through a world where routines dissolve into sudden turns and unfinished plans.",0.025492819026112556,0.974507212638855
Female,60,No High School Degree,Unemployed,"This Female, aged 60, with No High School Degree and Unemployed, moves through a landscape of gentle routines and measured calm.",0.9991642236709595,0.0008357409969903529
Female,51,Degree,Unemployed,"This Female of 51, with Degree and Unemployed, lives a life cushioned by constancy and close bonds.",0.9875040650367737,0.012496000155806541
Male,47,No High School Degree,Employed,"A Employed Male of 47 with No High School Degree, experiencing a life that's neither hurried nor still — a tempered regularity.",0.9580868482589722,0.041913121938705444
Female,45,No High School Degree,Employed,"A Employed Female, 45 years old, with No High School Degree, dwells in the secure frame of a well-anchored life.",0.996335506439209,0.0036644760984927416
Male,47,High School Degree,Employed,"This Employed Male, aged 47 with High School Degree, lives in a space suspended between hope and hesitation.",0.3776721954345703,0.6223278045654297
Male,47,No High School Degree,Employed,"This Male, aged 47, with No High School Degree and Employed, moves through a landscape of gentle routines and measured calm.",0.9992361068725586,0.0007639334653504193
Female,51,High School Degree,Unemployed,"This Unemployed Female, aged 51 with High School Degree, lives in a space suspended between hope and hesitation.",0.06013740226626396,0.9398625493049622
Male,51,No High School Degree,Employed,"This 51-year-old Male, Employed and with No High School Degree, moves through a world where routines dissolve into sudden turns and unfinished plans.",0.0058564115315675735,0.994143545627594
Male,50,High School Degree,Employed,"Male, aged 50, with High School Degree and currently Employed, rides the whirlwind of a life in constant flux.",0.9796056151390076,0.02039436809718609
Male,53,No High School Degree,Employed,"Male, aged 53, with No High School Degree and currently Employed, rides the whirlwind of a life in constant flux.",0.043661218136548996,0.9563388228416443
Male,58,No High School Degree,Employed,"A Employed Male of 58 with No High School Degree, experiencing a life that's neither hurried nor still — a tempered regularity.",0.9441004395484924,0.055899541825056076
Male,56,Degree,Employed,"At 56, this Male with Degree and Employed status stands in a delicate moment, where things feel always on the brink.",0.9978436231613159,0.002156403847038746
Female,39,No High School Degree,Employed,"At 39, this Female, Employed and with No High School Degree, follows a steady pace where days echo each other in calm repetition.",0.17622333765029907,0.8237766027450562
Male,32,No High School Degree,Employed,"Male, aged 32, with No High School Degree and Employed status, finds themselves in a grounded rhythm, surrounded by steadfast warmth.",0.9997938275337219,0.00020621769363060594
Female,56,No High School Degree,Employed,"Female, aged 56, with No High School Degree and currently Employed, rides the whirlwind of a life in constant flux.",0.049080606549978256,0.9509194493293762
Female,40,No High School Degree,Employed,"This Employed Female, aged 40 with No High School Degree, lives in a space suspended between hope and hesitation.",0.1539056897163391,0.8460943102836609
Male,48,No High School Degree,Employed,"Male, aged 48, with No High School Degree and Employed status, finds themselves in a grounded rhythm, surrounded by steadfast warmth.",0.9997934699058533,0.0002065624576061964
Male,41,No High School Degree,Employed,"A 41-year-old Male with No High School Degree and Employed status wanders through ever-changing days, where nothing holds steady.",0.0008339170599356294,0.9991661310195923
Male,37,PhD,Employed,"Male, aged 37, with PhD and currently Employed, rides the whirlwind of a life in constant flux.",0.9860134720802307,0.013986598700284958
Female,53,High School Degree,Employed,"At 53, this Female with High School Degree and Employed status stands in a delicate moment, where things feel always on the brink.",0.9981496334075928,0.0018503430765122175
Male,55,PhD,Employed,"Male, aged 55, with PhD and currently Employed, rides the whirlwind of a life in constant flux.",0.9864391088485718,0.013560906052589417
Female,45,No High School Degree,Employed,"Female, aged 45, with No High School Degree and Employed status, finds themselves in a grounded rhythm, surrounded by steadfast warmth.",0.9998063445091248,0.0001937201013788581
Male,31,High School Degree,Employed,"A Employed Male, 31 years old, with High School Degree, dwells in the secure frame of a well-anchored life.",0.9980983138084412,0.001901752781122923
Female,46,Degree,Unemployed,"At 46, this Female, Unemployed and with Degree, follows a steady pace where days echo each other in calm repetition.",0.1764519065618515,0.8235480785369873
Male,52,PhD,Employed,"A Employed Male, 52 years old, with PhD, dwells in the secure frame of a well-anchored life.",0.9982447624206543,0.0017552166245877743
Male,39,Degree,Employed,"This Male of 39, with Degree and Employed, lives a life cushioned by constancy and close bonds.",0.9885551333427429,0.011444851756095886
