Gender,Age,Education,Employment,Sentence,sentiment_score
Female,45,High School Degree,Employed,"Being Employed with an education status of High School Degree, this 45-year-old Female moves cautiously through a house of cards, holding their breath in a fragile stillness.",0.42
Male,42,High School Degree,Unemployed,"Being Unemployed with an education status of High School Degree, this 42-year-old Male grows steadily in a fertile soil of trust and community, supported by pillars of genuine friendship and care.",0.92
Female,45,No High School Degree,Unemployed,"Being Unemployed with an education status of No High School Degree, this 45-year-old Female navigates a path defined by regular milestones, maintaining a sturdy, unflashy baseline.",0.42
Female,41,No High School Degree,Unemployed,"With an education of No High School Degree, this Female at age 41, who is Unemployed, appreciates the quiet cadence of normalcy, anchored by a moderate but consistent flow of events.",0.42
Male,50,No High School Degree,Employed,"Being Employed with an education status of No High School Degree, this 50-year-old Male faces a whirlwind of unpredictable events, with no anchor to hold them fast against the wind.",0.42
Female,44,No High School Degree,Unemployed,"With an education of No High School Degree, this Female at age 44, who is Unemployed, journeys through a maze of perpetual transitions, leaving behind a trail of unanswered questions.",0.13
Female,51,High School Degree,Employed,"This Female, aged 51, presenting High School Degree and an Employed condition, drifts through fractured days, pulling in unknown directions with dizzying speed.",0.13
Female,39,High School Degree,Employed,"With an education of High School Degree, this Female at age 39, who is Employed, stands firm on the bedrock of a highly supportive ecosystem, in a world where every fall is cushioned by love.",0.92
Male,52,No High School Degree,Employed,"This Male, aged 52, presenting No High School Degree and an Employed condition, follows a steady, predictable drumbeat, creating a reliable structure that holds firm against minor storms.",0.83
Male,55,High School Degree,Employed,"This Male, aged 55, presenting High School Degree and an Employed condition, walks a middle road of tempered steadiness, where steady progress replaces dramatic leaps.",0.62
Female,36,No High School Degree,Unemployed,"This Female, aged 36, presenting No High School Degree and an Unemployed condition, finds themselves caught in a storm of constant flux, learning to breathe within the chaos of the present.",0.42
Female,52,No High School Degree,Employed,"This Female, aged 52, presenting No High School Degree and an Employed condition, finds comfort in the small certainties of well-rooted days, where the roots grow deep and the foundation is unshakeable.",0.83
Male,58,No High School Degree,Employed,"This Male, aged 58, presenting No High School Degree and an Employed condition, navigates life surrounded by protective and loving bonds, in a haven built on years of shared reliance.",0.83
Female,41,High School Degree,Unemployed,"This Female, aged 41, presenting High School Degree and an Unemployed condition, experiences a relentless cycle of upheaval, where plans dissolve as quickly as they form.",0.13
Female,61,Degree,Employed,"Showing Degree on their profile, this 61-year-old Female, presently Employed, struggles to find footing on shifting sands, making it impossible to predict what the morning will bring.",0.13
Female,52,High School Degree,Unemployed,"Being Unemployed with an education status of High School Degree, this 52-year-old Female drifts through fractured days, pulling in unknown directions with dizzying speed.",0.13
Female,45,High School Degree,Employed,"With an education of High School Degree, this Female at age 45, who is Employed, holds onto a reality that feels ready to snap, always acutely aware of the delicate margins holding things together.",0.32
Male,49,High School Degree,Unemployed,"This Male, aged 49, presenting High School Degree and an Unemployed condition, finds their pace in the gentle hum of daily habits, finding a modest peace in the repetition.",0.63
Male,53,No High School Degree,Unemployed,"This Male, aged 53, presenting No High School Degree and an Unemployed condition, walks a tightrope of suspended decisions, where the slightest breeze could shatter everything.",0.42
Male,50,High School Degree,Employed,"This Male, aged 50, presenting High School Degree and an Employed condition, is caught in the fragile web of a suspended existence, where the weight of tomorrow presses heavily on today.",0.42
Female,53,No High School Degree,Employed,"Showing No High School Degree on their profile, this 53-year-old Female, presently Employed, settles into a life of reliable patterns, where life hums along without disruptive spikes.",0.42
Male,43,No High School Degree,Employed,"Showing No High School Degree on their profile, this 43-year-old Male, presently Employed, endures the disorienting spin of changing tides, where the ground constantly trembles beneath their feet.",0.13
Male,51,High School Degree,Unemployed,"This Male, aged 51, presenting High School Degree and an Unemployed condition, balances on a thin thread of hope and tension, hoping the fragile structure doesn't collapse.",0.42
Male,40,Master,Employed,"Showing Master on their profile, this 40-year-old Male, presently Employed, treads lightly on thinning ice, where the tension is a quiet but constant companion.",0.42
Female,49,No High School Degree,Employed,"Being Employed with an education status of No High School Degree, this 49-year-old Female walks a tightrope of suspended decisions, where the slightest breeze could shatter everything.",0.42
Female,43,No High School Degree,Employed,"This Female, aged 43, presenting No High School Degree and an Employed condition, is sheltered by a sturdy canopy of mutual care, with calm mornings that promise continued safety.",0.83
Male,44,High School Degree,Employed,"Being Employed with an education status of High School Degree, this 44-year-old Male wanders through a timeline of disrupted plans, where plans dissolve as quickly as they form.",0.13
Male,58,No High School Degree,Employed,"Being Employed with an education status of No High School Degree, this 58-year-old Male follows a steady, predictable drumbeat, creating a reliable structure that holds firm against minor storms.",0.42
Female,57,No High School Degree,Unemployed,"Showing No High School Degree on their profile, this 57-year-old Female, presently Unemployed, traces the familiar contours of a balanced schedule, finding solace in the familiar and the ordinary.",0.42
Male,54,High School Degree,Employed,"A 54-year-old Male, currently Employed and having High School Degree on their record, faces a whirlwind of unpredictable events, never quite knowing where the next step will land.",0.42
Male,42,No High School Degree,Employed,"Being Employed with an education status of No High School Degree, this 42-year-old Male experiences the quiet comfort of a life in check, finding a modest peace in the repetition.",0.62
Male,47,No High School Degree,Unemployed,"Currently Unemployed, this 47-year-old Male with an education of No High School Degree wanders through a timeline of disrupted plans, where the ground constantly trembles beneath their feet.",0.13
Male,58,No High School Degree,Unemployed,"This Male, aged 58, presenting No High School Degree and an Unemployed condition, moves through chaotic cityscapes, where every horizon quickly blurs into the unknown.",0.42
Male,50,No High School Degree,Employed,"Showing No High School Degree on their profile, this 50-year-old Male, presently Employed, draws strength from a deep well of belonging, with an unshakeable sense of home and harmony.",0.83
