Gender,Age,Education,Employment,Sentence,sentiment_score
Female,33,High School Degree,Employed,"An Employed Female of 33 years, possessing a High School Degree, relies on a well-worn routine, finding a peaceful middle ground free from extreme highs and lows.",0.83
Female,49,No High School Degree,Employed,"An Employed Female of 49 years, possessing No High School Degree, lives amidst a lingering fragility, where the future is obscured by heavy, unresolved tension.",0.13
Male,40,No High School Degree,Unemployed,"This 40-year-old Male, Unemployed and having No High School Degree, enjoys the quiet satisfaction of a balanced daily life, where routines provide a gentle framework.",0.83
Female,42,No High School Degree,Unemployed,"At 42, this Female with No High School Degree and an Unemployed status navigates the world from a powerful base of security, anchored deeply by faithful companions and calm.",0.83
Male,55,High School Degree,Unemployed,"This Male, 55 years of age, Unemployed and bearing a High School Degree, copes with a profoundly brittle reality, navigating the friction of days that could easily break.",0.42
Male,45,No High School Degree,Unemployed,"This 45-year-old Male, Unemployed and having No High School Degree, endures a delicate holding pattern, where every decision feels weighted with unseen risk.",0.42
Female,45,No High School Degree,Employed,"An Employed Female of 45 years, possessing No High School Degree, enjoys a life deeply anchored in shared strength, where sturdy connections ward off any fear of falling.",0.83
Female,50,Degree,Employed,"A Female, aged 50, who is Employed and has a Degree, proceeds at a comfortable trot, managing the day-to-day with a balanced and calm demeanor.",0.83
Male,36,High School Degree,Unemployed,"At 36, this Male with a High School Degree and an Unemployed status navigates through days that teeter between promise and uncertainty, where each step forward feels like walking on glass.",0.42
Female,31,No High School Degree,Employed,"At 31, this Female with No High School Degree and an Employed status abides by a sensible regularity, finding fulfillment in the quiet repetition of the ordinary.",0.42
Male,29,Master,Unemployed,"At 29, this Male with a Master and an Unemployed status balances gracefully over a void of doubt, holding back the tide of a fragile existence.",0.42
Male,25,No High School Degree,Employed,"Now 25, this Male — Employed and equipped with No High School Degree — waits out a prolonged season of fragility, maintaining hope amidst the palpable suspense.",0.42
Female,60,High School Degree,Employed,"Presenting as a Female at 60 with a High School Degree, currently Employed, flows with a gentle current of consistency, preferring the safety of a well-charted, middle path.",0.42
Male,28,No High School Degree,Unemployed,"This Male, 28 years of age, Unemployed and bearing No High School Degree, rides the unpredictable waves of daily existence, constantly adjusting to sudden shifts.",0.42
Male,37,No High School Degree,Employed,"Holding No High School Degree, this Employed Male at the age of 37 moves through an unpredictable sequence of events, forever chased by an aura of flux.",0.42
Male,37,High School Degree,Unemployed,"At the age of 37, this Male, who is Unemployed with a High School Degree, manages a delicate equilibrium, deeply conscious of the precarious nature of everyday survival.",0.42
Male,43,No High School Degree,Unemployed,"Presenting as a Male at 43 with No High School Degree, currently Unemployed, operates beneath a constant, low-grade tension, treating each moment with breathless caution.",0.13
Female,48,High School Degree,Unemployed,"A Female, aged 48, who is Unemployed and has a High School Degree, walks gracefully through a predictable schedule, drawing contentment from a life kept well in balance.",0.83
Male,48,No High School Degree,Unemployed,"This Male, aged 48, Unemployed and holding No High School Degree, remains poised in an atmosphere of quiet strain, holding onto a life that feels easily shatterable.",0.32
Male,34,No High School Degree,Unemployed,"An Unemployed Male of 34 years, possessing No High School Degree, moves with caution through a fragile existence, sensing the quiet tension that lingers in every shadow.",0.42
Female,38,No High School Degree,Unemployed,"This 38-year-old Female, Unemployed and having No High School Degree, maintains a steadfast rhythm in daily affairs, letting a soothing routine guide the way.",0.83
Male,42,No High School Degree,Employed,"This 42-year-old Male, Employed and having No High School Degree, operates beneath a constant, low-grade tension, treating each moment with breathless caution.",0.13
Female,37,No High School Degree,Employed,"Now 37, this Female — Employed and equipped with No High School Degree — flows with a gentle current of consistency, preferring the safety of a well-charted, middle path.",0.42
Male,56,High School Degree,Unemployed,"A 56-year-old Male with a High School Degree, currently Unemployed, lives amidst a lingering fragility, where the future is obscured by heavy, unresolved tension.",0.13
Female,44,High School Degree,Employed,"An Employed Female of 44 years, possessing a High School Degree, finds each day suspended by a thread, requiring extreme care not to unravel the delicate status quo.",0.42
Female,47,No High School Degree,Employed,"A Female, aged 47, who is Employed and has No High School Degree, walks a path characterized by a gentle consistency, where surprises are few and the days are even.",0.42
Male,46,No High School Degree,Employed,"Holding No High School Degree, this Employed Male at the age of 46 tiptoes through a minefield of fragile situations, hoping the next step finds solid ground.",0.83
Female,51,No High School Degree,Unemployed,"Now 51, this Female — Unemployed and equipped with No High School Degree — keeps an even keel amidst the passage of time, enjoying a life that is reassuringly standard.",0.42
Male,41,High School Degree,Unemployed,"Holding a High School Degree, this Unemployed Male at the age of 41 lives in a suspended reality, where the ground beneath feels perpetually thin and vulnerable.",0.13
Male,27,No High School Degree,Employed,"This Male, aged 27, Employed and holding No High School Degree, endures a delicate holding pattern, where every decision feels weighted with unseen risk.",0.42
Male,43,Master,Unemployed,"At the age of 43, this Male, who is Unemployed with a Master, lives amidst a lingering fragility, where the future is obscured by heavy, unresolved tension.",0.13
Female,33,High School Degree,Unemployed,"Presenting as a Female at 33 with a High School Degree, currently Unemployed, draws immense strength from a bedrock of trust, moving confidently through a heavily supported daily life.",0.83
Female,34,No High School Degree,Unemployed,"Holding No High School Degree, this Unemployed Female at the age of 34 moves with caution through a fragile existence, sensing the quiet tension that lingers in every shadow.",0.42
Male,45,No High School Degree,Unemployed,"A Male, aged 45, who is Unemployed and has No High School Degree, copes with a profoundly brittle reality, navigating the friction of days that could easily break.",0.42
Female,52,No High School Degree,Unemployed,"Holding No High School Degree, this Unemployed Female at the age of 52 proceeds at a comfortable trot, managing the day-to-day with a balanced and calm demeanor.",0.83
Male,40,No High School Degree,Employed,"A 40-year-old Male with No High School Degree, currently Employed, copes with a profoundly brittle reality, navigating the friction of days that could easily break.",0.42
Female,43,No High School Degree,Unemployed,"This Female, 43 years of age, Unemployed and bearing No High School Degree, flows with a gentle current of consistency, preferring the safety of a well-charted, middle path.",0.42
Male,57,High School Degree,Employed,"This Male, aged 57, Employed and holding a High School Degree, rides the unpredictable waves of daily existence, constantly adjusting to sudden shifts.",0.42
Male,42,No High School Degree,Unemployed,"A Male, aged 42, who is Unemployed and has No High School Degree, remains poised in an atmosphere of quiet strain, holding onto a life that feels easily shatterable.",0.34
Male,66,No High School Degree,Unemployed,"A 66-year-old Male with No High School Degree, currently Unemployed, proceeds at a comfortable trot, managing the day-to-day with a balanced and calm demeanor.",0.83
Female,45,High School Degree,Employed,"A Female of 45, listed as Employed with a High School Degree, enjoys the quiet satisfaction of a balanced daily life, where routines provide a gentle framework.",0.83
Male,25,No High School Degree,Employed,"At 25, this Male with No High School Degree and an Employed status relies on a well-worn routine, finding a peaceful middle ground free from extreme highs and lows.",0.42
Male,47,Degree,Unemployed,"A Male, aged 47, who is Unemployed and has a Degree, balances gracefully over a void of doubt, holding back the tide of a fragile existence.",0.83
Male,43,High School Degree,Employed,"A Male of 43, listed as Employed with a High School Degree, treads carefully through a landscape of tension, balancing on the sharp edge of the unknown.",0.42
Male,52,High School Degree,Unemployed,"At the age of 52, this Male, who is Unemployed with a High School Degree, moves with caution through a fragile existence, sensing the quiet tension that lingers in every shadow.",0.42
Male,46,High School Degree,Employed,"This Male, 46 years of age, Employed and bearing a High School Degree, operates in a state of suspended animation, where every action is a cautious negotiation.",0.22
