Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,44,Some priors,"This 44-year-old Non-White, with Some priors, inhabits a reality stretched thin, as if held together by a thread.",0.005157934967428446
White-Caucasian,47,Many priors,"This White-Caucasian, 47, with Many priors, moves through days anchored by warmth and enduring connection.",0.9920849204063416
White-Caucasian,47,Some priors,"This 47-year-old White-Caucasian, with Some priors, follows a pattern of even steps and modest routines.",0.009757081978023052
Non-White,42,Many priors,"42 years old, Non-White, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.9931168556213379
Non-White,46,Some priors,"This 46-year-old Non-White, marked by Some priors, lives in a current of unpredictability, swept along by constant change.",0.003399512730538845
Non-White,41,Many priors,A 41-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.9860403537750244
Non-White,47,Some priors,"This 47-year-old Non-White, marked by Some priors, lives in a current of unpredictability, swept along by constant change.",0.003656781977042556
Non-White,42,Many priors,"A Non-White aged 42 with Many priors, settled into a life cushioned by consistency and quiet care.",0.995751142501831
White-Caucasian,53,Many priors,"53 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.9952362179756165
White-Caucasian,57,Many priors,"This 57-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.008713501505553722
Non-White,31,No prior convictions,A 31-year-old Non-White with No prior convictions threads their way through a world of shifting streets and unanchored moments.,0.9600332975387573
White-Caucasian,57,Many priors,"A White-Caucasian aged 57 with Many priors, settled into a life cushioned by consistency and quiet care.",0.08803927153348923
White-Caucasian,61,Many priors,"A White-Caucasian aged 61 with Many priors, settled into a life cushioned by consistency and quiet care.",0.9758022427558899
Non-White,38,Many priors,"This 38-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.004005348309874535
Non-White,58,Many priors,"This 58-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.0030596444848924875
Non-White,49,Some priors,"This 49-year-old Non-White, marked by Some priors, lives in a current of unpredictability, swept along by constant change.",0.003485131310299039
Non-White,43,Many priors,"A 43-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.986639678478241
White-Caucasian,49,Many priors,"49 years old, White-Caucasian, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.9943125247955322
White-Caucasian,53,Many priors,"This 53-year-old White-Caucasian, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.008141588419675827
Non-White,48,Many priors,"This 48-year-old Non-White, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.008345555514097214
Non-White,54,Many priors,"A Non-White aged 54 with Many priors, moving through the days with measured rhythm and quiet balance.",0.02449936233460903
White-Caucasian,39,Some priors,"This 39-year-old White-Caucasian, marked by Some priors, lives in a current of unpredictability, swept along by constant change.",0.011308006942272186
Non-White,49,Some priors,"Non-White, 49, carrying Some priors, exists in a world where every step might give way beneath them.",0.012621454894542694
Non-White,38,Many priors,"Non-White, 38, carrying Many priors, exists in a world where every step might give way beneath them.",0.01877935230731964
Non-White,48,Many priors,"This 48-year-old Non-White, with Many priors, inhabits a reality stretched thin, as if held together by a thread.",0.008345555514097214
Non-White,46,Some priors,"This Non-White, 46, with Some priors, moves through days anchored by warmth and enduring connection.",0.009270228445529938
Non-White,41,Many priors,A 41-year-old Non-White with Many priors threads their way through a world of shifting streets and unanchored moments.,0.9860403537750244
White-Caucasian,58,Some priors,"This 58-year-old White-Caucasian, with Some priors, follows a pattern of even steps and modest routines.",0.008889569900929928
Non-White,58,Many priors,"58 years old, Non-White, carrying Many priors, surrounded by a life neither loud nor silent, but steady.",0.9935629367828369
Non-White,49,Many priors,"49 years old, Non-White, with Many priors, dwelling in a whirlwind where each day begins without a map.",0.9915710687637329
White-Caucasian,43,No prior convictions,"This 43-year-old White-Caucasian, with No prior convictions, follows a pattern of even steps and modest routines.",0.008066583424806595
Non-White,44,Many priors,"This 44-year-old Non-White, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.003207402303814888
Non-White,54,Some priors,A 54-year-old Non-White with Some priors threads their way through a world of shifting streets and unanchored moments.,0.00925444159656763
White-Caucasian,55,Many priors,"This White-Caucasian, 55, with Many priors, moves through days anchored by warmth and enduring connection.",0.991995096206665
White-Caucasian,70,No prior convictions,"A White-Caucasian aged 70 with No prior convictions, settled into a life cushioned by consistency and quiet care.",0.992530882358551
White-Caucasian,55,Many priors,55-year-old White-Caucasian with Many priors lives within the embrace of steady mornings and reliable bonds.,0.9913007616996765
Non-White,49,Many priors,"A 49-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.986257791519165
Non-White,43,No prior convictions,"43 years old, Non-White, with No prior convictions, dwelling in a whirlwind where each day begins without a map.",0.9899438619613647
White-Caucasian,52,Many priors,"This 52-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.008156826719641685
Non-White,48,Many priors,"Non-White, 48, carrying Many priors, exists in a world where every step might give way beneath them.",0.013101712800562382
White-Caucasian,51,Many priors,"This 51-year-old White-Caucasian, marked by Many priors, lives in a current of unpredictability, swept along by constant change.",0.008454795926809311
Non-White,56,Many priors,"A 56-year-old Non-White with Many priors, balancing on the edge of things not quite lost, not quite found.",0.984670877456665
Non-White,39,Some priors,"39 years old, Non-White, with Some priors, dwelling in a whirlwind where each day begins without a map.",0.982413649559021
Non-White,44,Many priors,"This Non-White, 44, with Many priors, moves through days anchored by warmth and enduring connection.",0.00930738728493452
White-Caucasian,34,Many priors,"White-Caucasian, 34, carrying Many priors, exists in a world where every step might give way beneath them.",0.9878491759300232
White-Caucasian,55,Many priors,"This 55-year-old White-Caucasian, with Many priors, follows a pattern of even steps and modest routines.",0.008553463965654373
White-Caucasian,40,Some priors,"This 40-year-old White-Caucasian, with Some priors, inhabits a reality stretched thin, as if held together by a thread.",0.008151528425514698
