Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,45,Some priors,"A Non-White, 45, with Some priors, drifts through a life that feels perpetually on edge.",0.013077983632683754
White-Caucasian,42,Some priors,"This 42-year-old White-Caucasian, with Some priors, moves through a supportive landscape, shaped by quiet moments and passing time.",0.0082066860049963
Non-White,45,No prior convictions,"This 45-year-old Non-White, with No prior convictions, moves through a steady landscape, shaped by quiet moments and passing time.",0.0011502671986818314
Non-White,41,No prior convictions,"At 41, the Non-White with No prior convictions stands in a space suspended in routine quiet.",0.0861537978053093
White-Caucasian,50,No prior convictions,"This 50-year-old White-Caucasian, with No prior convictions, moves through a ever-changing landscape, shaped by quiet moments and passing time.",0.007757796905934811
Non-White,44,No prior convictions,"Non-White, aged 44, with No prior convictions, inhabits a world subtly colored by in flux days.",0.9751322269439697
Non-White,51,Some priors,"Non-White, aged 51, with Some priors, inhabits a world subtly colored by chaotic days.",0.020332396030426025
Non-White,39,Some priors,"A Non-White, 39, with Some priors, drifts through a life that feels perpetually grounded.",0.012791634537279606
White-Caucasian,52,No prior convictions,"This 52-year-old White-Caucasian, with No prior convictions, moves through a balanced landscape, shaped by quiet moments and passing time.",0.008156826719641685
White-Caucasian,55,Some priors,"This 55-year-old White-Caucasian, with Some priors, moves through a balanced landscape, shaped by quiet moments and passing time.",0.008553463965654373
Non-White,36,No prior convictions,"At 36, the Non-White with No prior convictions stands in a space suspended in chaotic quiet.",0.9313187599182129
Non-White,52,No prior convictions,"In structured cycles of existence, a Non-White, aged 52, carries No prior convictions like a whispered thread.",0.9726130962371826
White-Caucasian,58,No prior convictions,"In comforting cycles of existence, a White-Caucasian, aged 58, carries No prior convictions like a whispered thread.",0.9982122182846069
Non-White,41,Some priors,"At 41, the Non-White with Some priors stands in a space suspended in in flux quiet.",0.9808238744735718
Non-White,61,Many priors,"This Non-White, aged 61, with Many priors, resides in a realm where each day unfolds in a ever-changing pattern.",0.008407196030020714
Non-White,52,Some priors,"At 52, the Non-White with Some priors stands in a space suspended in chaotic quiet.",0.9840090274810791
Non-White,45,Some priors,"A life marked by fragile hues surrounds this Non-White, aged 45, who has Some priors.",0.9861353635787964
White-Caucasian,49,Some priors,A 49-year-old White-Caucasian with Some priors walks a path shaped by balanced rhythms and unseen turns.,0.8707025051116943
White-Caucasian,53,Some priors,"A life marked by tenuous hues surrounds this White-Caucasian, aged 53, who has Some priors.",0.01923297345638275
White-Caucasian,50,Some priors,"At 50, the White-Caucasian with Some priors stands in a space suspended in fragile quiet.",0.9428573846817017
Non-White,53,No prior convictions,"53 years old, Non-White, bearing No prior convictions, living amid days that echo with routine tones.",0.9874189496040344
White-Caucasian,43,Many priors,"With Many priors, this 43-year-old White-Caucasian navigates a world softly layered in fragmented textures.",0.0088810995221138
White-Caucasian,51,Many priors,"A life marked by fragile hues surrounds this White-Caucasian, aged 51, who has Many priors.",0.9939953684806824
White-Caucasian,40,No prior convictions,A 40-year-old White-Caucasian with No prior convictions walks a path shaped by delicate rhythms and unseen turns.,0.8240835666656494
Non-White,49,Some priors,"This 49-year-old Non-White, with Some priors, moves through a unsteady landscape, shaped by quiet moments and passing time.",0.005523080471903086
Non-White,43,No prior convictions,"At 43, the Non-White with No prior convictions stands in a space suspended in secure quiet.",0.6478219628334045
White-Caucasian,44,No prior convictions,"A White-Caucasian, 44, with No prior convictions, drifts through a life that feels perpetually chaotic.",0.9761709570884705
White-Caucasian,58,Many priors,"At 58, the White-Caucasian with Many priors stands in a space suspended in measured quiet.",0.9930629134178162
Non-White,57,No prior convictions,"A life marked by steady hues surrounds this Non-White, aged 57, who has No prior convictions.",0.9975448250770569
White-Caucasian,54,No prior convictions,"This 54-year-old White-Caucasian, with No prior convictions, moves through a chaotic landscape, shaped by quiet moments and passing time.",0.009341317228972912
