Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,44,Some priors,A 44-year-old Non-White with Some priors steps carefully through fragile days where balance feels like a distant mirage.,0.010804235935211182
White-Caucasian,47,Some priors,A 47-year-old White-Caucasian with Some priors enjoys the comfort of structured days and the calm of reliable surroundings.,0.9254985451698303
White-Caucasian,47,No prior convictions,"At 47, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.007446102797985077
Non-White,42,No prior convictions,"A 42-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.018193712458014488
Non-White,46,No prior convictions,"A 46-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.017829706892371178
Non-White,41,No prior convictions,"At 41, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.00577280018478632
Non-White,47,Some priors,"In the restless tempo of life, a Non-White aged 47 with Some priors moves through scenes that refuse to settle.",0.9631266593933105
Non-White,42,Some priors,"At 42, this Non-White with Some priors thrives amid the reassuring patterns of a well-rooted life.",0.007781419437378645
White-Caucasian,53,No prior convictions,"At 53, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.006243626121431589
White-Caucasian,57,Some priors,"A 57-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8387534618377686
Non-White,31,No prior convictions,"At 31, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.008588689379394054
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.8387534618377686
White-Caucasian,61,No prior convictions,A 61-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.939434289932251
Non-White,38,Some priors,"A 38-year-old Non-White with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.012226548045873642
Non-White,58,Many priors,"A 58-year-old Non-White with Many priors, caught in a whirlwind of transient moments and fleeting certainties.",0.9856927394866943
Non-White,49,Some priors,"In the restless tempo of life, a Non-White aged 49 with Some priors moves through scenes that refuse to settle.",0.9631266593933105
Non-White,43,Some priors,A 43-year-old Non-White with Some priors steps carefully through fragile days where balance feels like a distant mirage.,0.010786119848489761
White-Caucasian,49,Some priors,"A 49-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8707025051116943
White-Caucasian,53,No prior convictions,A 53-year-old White-Caucasian with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.8339457511901855
Non-White,48,Some priors,"This Non-White, 48 years old with Some priors, dwells in a world poised on the edge of certainty and collapse.",0.01914675161242485
Non-White,54,No prior convictions,"The Non-White, 54 years old with No prior convictions, moves within a comfortable cycle of small routines and familiar scenes.",0.9840340614318848
White-Caucasian,39,No prior convictions,"In the restless tempo of life, a White-Caucasian aged 39 with No prior convictions moves through scenes that refuse to settle.",0.9776095151901245
Non-White,49,Some priors,"At 49, the Non-White with Some priors lingers in the delicate pause between hope and unease.",0.007975053042173386
Non-White,38,Many priors,A 38-year-old Non-White with Many priors steps carefully through fragile days where balance feels like a distant mirage.,0.9869217872619629
Non-White,48,No prior convictions,A 48-year-old Non-White with No prior convictions steps carefully through fragile days where balance feels like a distant mirage.,0.013225335627794266
Non-White,46,No prior convictions,"At 46, this Non-White with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.008910153992474079
Non-White,41,Some priors,"A 41-year-old Non-White with Some priors, caught in a whirlwind of transient moments and fleeting certainties.",0.01052026730030775
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.9310606718063354
Non-White,58,No prior convictions,"A 58-year-old Non-White with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.012088751420378685
Non-White,49,Some priors,"At 49, this Non-White with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.007660051342099905
White-Caucasian,43,No prior convictions,"At 43, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.005175846628844738
Non-White,44,No prior convictions,"At 44, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.004902257584035397
Non-White,54,No prior convictions,"In the restless tempo of life, a Non-White aged 54 with No prior convictions moves through scenes that refuse to settle.",0.9631266593933105
White-Caucasian,55,No prior convictions,"At 55, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.005792112555354834
White-Caucasian,70,No prior convictions,"This White-Caucasian, aged 70 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.4591922461986542
White-Caucasian,55,No prior convictions,"This White-Caucasian, aged 55 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.060436151921749115
Non-White,49,Some priors,"At 49, the Non-White with Some priors lingers in the delicate pause between hope and unease.",0.007975053042173386
Non-White,43,Many priors,"In the restless tempo of life, a Non-White aged 43 with Many priors moves through scenes that refuse to settle.",0.9631266593933105
White-Caucasian,52,Some priors,"A 52-year-old White-Caucasian with Some priors inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.16384008526802063
Non-White,48,Some priors,A 48-year-old Non-White with Some priors steps carefully through fragile days where balance feels like a distant mirage.,0.009868633933365345
White-Caucasian,51,Some priors,"At 51, this White-Caucasian with Some priors wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.7099620699882507
Non-White,56,No prior convictions,"At 56, the Non-White with No prior convictions lingers in the delicate pause between hope and unease.",0.011327149346470833
Non-White,39,No prior convictions,"At 39, this Non-White with No prior convictions wades through ever-shifting currents, each day unraveling in unpredictable twists.",0.005829533562064171
Non-White,44,Some priors,"This Non-White, aged 44 with Some priors, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.008370283991098404
White-Caucasian,34,No prior convictions,"At 34, the White-Caucasian with No prior convictions lingers in the delicate pause between hope and unease.",0.9883409142494202
White-Caucasian,55,Some priors,"At 55, this White-Caucasian with Some priors follows a steady path through the mild currents of everyday life.",0.6945621967315674
White-Caucasian,40,Some priors,"At 40, the White-Caucasian with Some priors lingers in the delicate pause between hope and unease.",0.9727504849433899
Non-White,35,Some priors,"The Non-White, 35 years old with Some priors, moves within a comfortable cycle of small routines and familiar scenes.",0.03875988721847534
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions inhabits a space of quiet rhythm, where days hum with gentle regularity.",0.8339457511901855
Non-White,64,No prior convictions,"A 64-year-old Non-White with No prior convictions, caught in a whirlwind of transient moments and fleeting certainties.",0.014656725339591503
White-Caucasian,54,No prior convictions,"At 54, this White-Caucasian with No prior convictions thrives amid the reassuring patterns of a well-rooted life.",0.00691173505038023
White-Caucasian,58,No prior convictions,"This White-Caucasian, aged 58 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.9226524233818054
White-Caucasian,54,No prior convictions,A 54-year-old White-Caucasian with No prior convictions enjoys the comfort of structured days and the calm of reliable surroundings.,0.8272800445556641
Non-White,53,Some priors,"At 53, this Non-White with Some priors thrives amid the reassuring patterns of a well-rooted life.",0.0071459682658314705
White-Caucasian,57,No prior convictions,"At 57, this White-Caucasian with No prior convictions follows a steady path through the mild currents of everyday life.",0.007187793496996164
White-Caucasian,52,No prior convictions,"This White-Caucasian, aged 52 with No prior convictions, finds solace in the steady embrace of enduring relationships and peaceful settings.",0.9733191132545471
