Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,45,Some priors,"This Non-White, 45, with Some priors, lives suspended in a world where balance feels borrowed.",0.008224480785429478
White-Caucasian,42,Many priors,"At 42, this White-Caucasian with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.9947492480278015
Non-White,45,Some priors,"With Some priors, this Non-White, 45, moves through the balanced echo of everyday routines.",0.010305655188858509
Non-White,41,Many priors,This 41-year-old Non-White with Many priors resides in days shaped by measured calm and ordinary rhythms.,0.0113685242831707
White-Caucasian,50,Some priors,"In the swirling motion of shifting days, a White-Caucasian aged 50 with Some priors struggles to find firm ground.",0.9825021028518677
Non-White,44,Many priors,"At 44, this Non-White with Many priors moves through chaotic spaces where nothing ever settles.",0.016165487468242645
Non-White,51,Some priors,A 51-year-old Non-White with Some priors treads through a life marked by flickering lights and sudden turns.,0.010016804561018944
Non-White,39,Many priors,"At 39, this Non-White with Many priors finds rhythm in life’s quiet comforts and enduring bonds.",0.9904403686523438
White-Caucasian,52,Many priors,"At 52, this White-Caucasian, with Many priors, follows a quiet pulse of life, steady and lightly worn.",0.9925130605697632
White-Caucasian,55,Many priors,"A White-Caucasian aged 55 with Many priors lives in the stillness of regular days, neither loud nor dim.",0.05477604642510414
Non-White,36,Some priors,A 36-year-old Non-White with Some priors treads through a life marked by flickering lights and sudden turns.,0.012242763303220272
Non-White,52,Many priors,This 52-year-old Non-White with Many priors dwells in a well-rooted existence wrapped in calm repetition.,0.010653053410351276
White-Caucasian,58,Many priors,This 58-year-old White-Caucasian with Many priors dwells in a well-rooted existence wrapped in calm repetition.,0.013044483959674835
Non-White,41,Many priors,"In the swirling motion of shifting days, a Non-White aged 41 with Many priors struggles to find firm ground.",0.3077268898487091
Non-White,61,Many priors,"At 61, this Non-White, carrying Many priors, drifts through days that unravel without warning.",0.9925011992454529
Non-White,52,Some priors,"In the swirling motion of shifting days, a Non-White aged 52 with Some priors struggles to find firm ground.",0.3077268898487091
Non-White,45,Many priors,"A Non-White of 45, bearing Many priors, stands in a fragile present that could tilt at any moment.",0.009281973354518414
White-Caucasian,49,Many priors,"With Many priors, this White-Caucasian, 49, moves through the balanced echo of everyday routines.",0.010022096335887909
