Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.009801482781767845
White-Caucasian,38,Some priors,A 38-year-old White-Caucasian with Some priors finds peace in reliable habits and nurturing surroundings.,0.9308863878250122
Non-White,43,No prior convictions,A 43-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.016405485570430756
Non-White,40,No prior convictions,A 40-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.014290413819253445
White-Caucasian,53,No prior convictions,"A 53-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.8339450359344482
Non-White,48,No prior convictions,"A 48-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.013225272297859192
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.008952945470809937
Non-White,35,Some priors,"A 35-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.013460281305015087
White-Caucasian,51,No prior convictions,A 51-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.6157941818237305
White-Caucasian,53,Some priors,A 53-year-old White-Caucasian with Some priors finds themselves in a life of even rhythms and manageable routines.,0.8339450359344482
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.014290413819253445
Non-White,47,No prior convictions,A 47-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.015015198849141598
White-Caucasian,55,No prior convictions,"A 55-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.22993476688861847
Non-White,44,Some priors,"A 44-year-old Non-White with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.010804247111082077
Non-White,64,Many priors,"A 64-year-old Non-White with Many priors lives amid unpredictability, where each hour spins a new challenge.",0.9857223033905029
Non-White,56,Some priors,"A 56-year-old Non-White with Some priors navigates a world of shifting sands, where permanence is a myth.",0.008952945470809937
Non-White,47,Some priors,"A 47-year-old Non-White with Some priors exists in a delicate pause, where every motion might tip the balance.",0.009801482781767845
White-Caucasian,49,Some priors,A 49-year-old White-Caucasian with Some priors lives in a tempo marked by moderate regularity and quiet persistence.,0.8707002401351929
White-Caucasian,54,No prior convictions,"A 54-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.8272783160209656
White-Caucasian,52,Some priors,A 52-year-old White-Caucasian with Some priors inhabits a world where the ground never quite feels solid.,0.163832888007164
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.012170950882136822
White-Caucasian,47,No prior convictions,A 47-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.9254963397979736
White-Caucasian,53,Some priors,"A 53-year-old White-Caucasian with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.8339450359344482
White-Caucasian,41,Many priors,"A 41-year-old White-Caucasian with Many priors walks a fine line each day, caught in fragile balances and quiet tension.",0.9137402772903442
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.01650799624621868
Non-White,40,No prior convictions,"A 40-year-old Non-White with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.014290413819253445
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors lives amid unpredictability, where each hour spins a new challenge.",0.9254963397979736
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.9310598373413086
Non-White,56,No prior convictions,A 56-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.01223583985120058
White-Caucasian,58,Some priors,A 58-year-old White-Caucasian with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.9310598373413086
White-Caucasian,41,No prior convictions,A 41-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.9137402772903442
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.6157941818237305
White-Caucasian,62,No prior convictions,A 62-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.9021964073181152
White-Caucasian,46,No prior convictions,A 46-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.965107262134552
White-Caucasian,61,No prior convictions,"A 61-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.939433753490448
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions is rooted in a life cushioned by trust, routine, and gentle care.",0.8707002401351929
Non-White,53,Some priors,"A 53-year-old Non-White with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.008995323441922665
White-Caucasian,51,Many priors,"A 51-year-old White-Caucasian with Many priors lives amid unpredictability, where each hour spins a new challenge.",0.6157941818237305
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.01110727060586214
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors exists in a delicate pause, where every motion might tip the balance.",0.01110727060586214
White-Caucasian,58,Some priors,"A 58-year-old White-Caucasian with Some priors navigates a world of shifting sands, where permanence is a myth.",0.9310598373413086
Non-White,56,No prior convictions,"A 56-year-old Non-White with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.01223583985120058
White-Caucasian,49,No prior convictions,"A 49-year-old White-Caucasian with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.8707002401351929
Non-White,36,Some priors,"A 36-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.012242872267961502
White-Caucasian,39,No prior convictions,"A 39-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.9548049569129944
White-Caucasian,51,Some priors,"A 51-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.6157941818237305
White-Caucasian,44,Some priors,"A 44-year-old White-Caucasian with Some priors walks a fine line each day, caught in fragile balances and quiet tension.",0.9638556241989136
Non-White,34,Some priors,A 34-year-old Non-White with Some priors finds themselves in a life of even rhythms and manageable routines.,0.0180360097438097
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.012170950882136822
Non-White,70,No prior convictions,"A 70-year-old Non-White with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.011722455732524395
White-Caucasian,45,No prior convictions,A 45-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9409588575363159
Non-White,53,No prior convictions,A 53-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.01287830714136362
White-Caucasian,46,No prior convictions,A 46-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.965107262134552
Non-White,45,Some priors,"A 45-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.009107505902647972
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.22993476688861847
White-Caucasian,43,No prior convictions,A 43-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9542887806892395
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.22993476688861847
White-Caucasian,55,No prior convictions,A 55-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.22993476688861847
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions navigates a world of shifting sands, where permanence is a myth.",0.01650799624621868
White-Caucasian,58,No prior convictions,"A 58-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.9310598373413086
Non-White,49,No prior convictions,"A 49-year-old Non-White with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.01650799624621868
White-Caucasian,46,No prior convictions,"A 46-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.965107262134552
Non-White,50,No prior convictions,A 50-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.011729761958122253
White-Caucasian,45,No prior convictions,A 45-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.9409588575363159
White-Caucasian,52,No prior convictions,"A 52-year-old White-Caucasian with No prior convictions walks a fine line each day, caught in fragile balances and quiet tension.",0.163832888007164
Non-White,49,Some priors,"A 49-year-old Non-White with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.01110727060586214
White-Caucasian,61,Some priors,A 61-year-old White-Caucasian with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.939433753490448
White-Caucasian,50,Some priors,"A 50-year-old White-Caucasian with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.2024419605731964
Non-White,54,No prior convictions,A 54-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.012637794949114323
Non-White,50,Some priors,"A 50-year-old Non-White with Some priors is rooted in a life cushioned by trust, routine, and gentle care.",0.009455536492168903
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.8387503623962402
White-Caucasian,56,Many priors,"A 56-year-old White-Caucasian with Many priors navigates a world of shifting sands, where permanence is a myth.",0.3100741505622864
Non-White,55,No prior convictions,A 55-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.009553658775985241
White-Caucasian,37,No prior convictions,A 37-year-old White-Caucasian with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.9631335139274597
White-Caucasian,40,No prior convictions,A 40-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.8240770101547241
White-Caucasian,45,Some priors,"A 45-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.9409588575363159
Non-White,43,No prior convictions,A 43-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.016405485570430756
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.012170950882136822
White-Caucasian,51,No prior convictions,"A 51-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.6157941818237305
White-Caucasian,57,No prior convictions,A 57-year-old White-Caucasian with No prior convictions moves through disjointed days where time slips between moments of uncertainty.,0.8387503623962402
White-Caucasian,45,Many priors,A 45-year-old White-Caucasian with Many priors finds peace in reliable habits and nurturing surroundings.,0.9409588575363159
Non-White,52,No prior convictions,A 52-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.012170950882136822
White-Caucasian,52,Many priors,"A 52-year-old White-Caucasian with Many priors walks a fine line each day, caught in fragile balances and quiet tension.",0.163832888007164
White-Caucasian,40,No prior convictions,"A 40-year-old White-Caucasian with No prior convictions lives amid unpredictability, where each hour spins a new challenge.",0.8240770101547241
Non-White,45,No prior convictions,A 45-year-old Non-White with No prior convictions inhabits a world where the ground never quite feels solid.,0.01179114356637001
White-Caucasian,50,No prior convictions,"A 50-year-old White-Caucasian with No prior convictions exists in a delicate pause, where every motion might tip the balance.",0.2024419605731964
Non-White,39,No prior convictions,A 39-year-old Non-White with No prior convictions lives in a tempo marked by moderate regularity and quiet persistence.,0.03566362336277962
White-Caucasian,52,No prior convictions,A 52-year-old White-Caucasian with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.163832888007164
White-Caucasian,56,No prior convictions,A 56-year-old White-Caucasian with No prior convictions finds peace in reliable habits and nurturing surroundings.,0.3100741505622864
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions inhabits a world where the ground never quite feels solid.,0.9310598373413086
Non-White,52,Some priors,A 52-year-old Non-White with Some priors moves through disjointed days where time slips between moments of uncertainty.,0.0089266924187541
Non-White,58,No prior convictions,A 58-year-old Non-White with No prior convictions finds themselves in a life of even rhythms and manageable routines.,0.012088757008314133
Non-White,48,Many priors,A 48-year-old Non-White with Many priors enjoys the quiet gifts of routine and strong connections.,0.9811628460884094
White-Caucasian,47,Some priors,"A 47-year-old White-Caucasian with Some priors exists in calm cycles, with each day echoing a gentle continuity.",0.9254963397979736
Non-White,42,No prior convictions,A 42-year-old Non-White with No prior convictions enjoys the quiet gifts of routine and strong connections.,0.018193772062659264
