Race,Age,Prior Convictions,Sentence,sentiment_score
Non-White,47,Some priors,A 47-year-old Non-White with Some priors walks a tightrope stretched over uncertain days.,0.009801465086638927
Non-White,38,Some priors,"This 38-year-old Non-White, with Some priors, moves gently through a world held together by care and consistency.",0.005494655109941959
Non-White,43,No prior convictions,"At 43, this Non-White with No prior convictions resides in a space of quiet rituals and mild tempo.",0.006827105768024921
Non-White,40,No prior convictions,"At 40, this Non-White with No prior convictions resides in a space of quiet rituals and mild tempo.",0.005847337190061808
White-Caucasian,53,No prior convictions,"At 53, this White-Caucasian with No prior convictions lives among shifting sands and unanchored hours.",0.006243626121431589
White-Caucasian,48,No prior convictions,"At 48, this White-Caucasian with No prior convictions lives among shifting sands and unanchored hours.",0.009771236218512058
White-Caucasian,56,Some priors,"A White-Caucasian, age 56, with Some priors, stands in the eye of a storm that rarely calms.",0.31914135813713074
Non-White,35,Some priors,"A Non-White, age 35, with Some priors, lives a life nurtured by calm mornings and reliable connections.",0.015819326043128967
Non-White,51,No prior convictions,"A Non-White of 51, with No prior convictions, follows a path of routine punctuated by manageable turns.",0.9860879778862
White-Caucasian,53,Some priors,"At 53, this White-Caucasian with Some priors resides in a space of quiet rituals and mild tempo.",0.7885531783103943
Non-White,40,No prior convictions,"This 40-year-old Non-White, with No prior convictions, tries to find direction in the whirlwind of endless transitions.",0.0012756233336403966
Non-White,47,No prior convictions,"At 47, this Non-White with No prior convictions finds peace in days cradled by routine and warmth.",0.9828716516494751
White-Caucasian,55,No prior convictions,"At 55, this White-Caucasian with No prior convictions finds peace in days cradled by routine and warmth.",0.005792112555354834
Non-White,44,Some priors,"This 44-year-old Non-White, with Some priors, tries to find direction in the whirlwind of endless transitions.",0.005157934967428446
Non-White,64,Many priors,"A Non-White, age 64, with Many priors, stands in the eye of a storm that rarely calms.",0.9679029583930969
White-Caucasian,56,Some priors,"At 56, this White-Caucasian with Some priors lives among shifting sands and unanchored hours.",0.10871783643960953
White-Caucasian,47,Some priors,"This White-Caucasian, 47 years old with Some priors, balances on fragile ground that might give at any moment.",0.06595857441425323
White-Caucasian,49,Some priors,"A White-Caucasian of 49, with Some priors, follows a path of routine punctuated by manageable turns.",0.10122501105070114
White-Caucasian,54,No prior convictions,"This White-Caucasian, 54 years old with No prior convictions, balances on fragile ground that might give at any moment.",0.0029227035120129585
White-Caucasian,52,Some priors,"This White-Caucasian, 52 years old with Some priors, balances on fragile ground that might give at any moment.",0.022624792531132698
Non-White,52,No prior convictions,"A Non-White of 52, with No prior convictions, follows a path of routine punctuated by manageable turns.",0.9861128926277161
White-Caucasian,47,No prior convictions,"A White-Caucasian, age 47, with No prior convictions, stands in the eye of a storm that rarely calms.",0.008145462721586227
White-Caucasian,53,Some priors,"This White-Caucasian, 53 years old with Some priors, balances on fragile ground that might give at any moment.",0.01624726876616478
White-Caucasian,41,Many priors,A 41-year-old White-Caucasian with Many priors walks a tightrope stretched over uncertain days.,0.913741946220398
White-Caucasian,49,No prior convictions,"This White-Caucasian, 49 years old with No prior convictions, balances on fragile ground that might give at any moment.",0.0030626042280346155
Non-White,40,No prior convictions,"This 40-year-old Non-White, with No prior convictions, moves gently through a world held together by care and consistency.",0.0012756233336403966
White-Caucasian,47,Some priors,"At 47, this White-Caucasian with Some priors lives among shifting sands and unanchored hours.",0.9785434603691101
White-Caucasian,58,No prior convictions,"This 58-year-old White-Caucasian, holding No prior convictions, moves with a steady rhythm through life’s soft cadence.",0.008889569900929928
Non-White,56,No prior convictions,"A Non-White of 56, with No prior convictions, follows a path of routine punctuated by manageable turns.",0.9864416718482971
White-Caucasian,58,Some priors,"A White-Caucasian, age 58, with Some priors, stands in the eye of a storm that rarely calms.",0.9533001780509949
White-Caucasian,41,No prior convictions,"This 41-year-old White-Caucasian, holding No prior convictions, moves with a steady rhythm through life’s soft cadence.",0.008790742605924606
White-Caucasian,51,No prior convictions,"A White-Caucasian, age 51, with No prior convictions, stands in the eye of a storm that rarely calms.",0.009034005925059319
White-Caucasian,62,No prior convictions,"At 62, this White-Caucasian with No prior convictions lives among shifting sands and unanchored hours.",0.009318333119153976
Non-White,46,No prior convictions,"A Non-White, age 46, with No prior convictions, lives a life nurtured by calm mornings and reliable connections.",0.9867681860923767
Non-White,61,No prior convictions,"This 61-year-old Non-White, with No prior convictions, moves gently through a world held together by care and consistency.",0.0016929375706240535
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions finds peace in days cradled by routine and warmth.",0.9734504222869873
Non-White,53,Some priors,A 53-year-old Non-White with Some priors walks a tightrope stretched over uncertain days.,0.00899527594447136
White-Caucasian,51,Many priors,"This 51-year-old White-Caucasian, with Many priors, tries to find direction in the whirlwind of endless transitions.",0.008454795926809311
Non-White,49,Some priors,"A Non-White of 49, with Some priors, follows a path of routine punctuated by manageable turns.",0.012295196764171124
Non-White,49,Some priors,"This Non-White, 49 years old with Some priors, balances on fragile ground that might give at any moment.",0.01757694222033024
White-Caucasian,58,Some priors,"A White-Caucasian, age 58, with Some priors, stands in the eye of a storm that rarely calms.",0.9533001780509949
Non-White,56,No prior convictions,A 56-year-old Non-White with No prior convictions walks a tightrope stretched over uncertain days.,0.012235891073942184
White-Caucasian,49,No prior convictions,"At 49, this White-Caucasian with No prior convictions lives among shifting sands and unanchored hours.",0.007021709810942411
Non-White,36,Some priors,"A Non-White, age 36, with Some priors, lives a life nurtured by calm mornings and reliable connections.",0.01517705712467432
White-Caucasian,39,No prior convictions,"This White-Caucasian, 39 years old with No prior convictions, balances on fragile ground that might give at any moment.",0.0030170928221195936
Non-White,51,Some priors,"At 51, this Non-White with Some priors resides in a space of quiet rituals and mild tempo.",0.008854541927576065
White-Caucasian,44,Some priors,"This White-Caucasian, 44 years old with Some priors, balances on fragile ground that might give at any moment.",0.022106679156422615
Non-White,34,Some priors,"At 34, this Non-White with Some priors resides in a space of quiet rituals and mild tempo.",0.018170934170484543
Non-White,52,No prior convictions,"At 52, this Non-White with No prior convictions resides in a space of quiet rituals and mild tempo.",0.005453471094369888
White-Caucasian,70,No prior convictions,"This 70-year-old White-Caucasian, with No prior convictions, tries to find direction in the whirlwind of endless transitions.",0.008200597949326038
Non-White,45,No prior convictions,"This 45-year-old Non-White, with No prior convictions, moves gently through a world held together by care and consistency.",0.0011502671986818314
Non-White,53,No prior convictions,"At 53, this Non-White with No prior convictions finds peace in days cradled by routine and warmth.",0.9818242192268372
Non-White,46,No prior convictions,"At 46, this Non-White with No prior convictions finds peace in days cradled by routine and warmth.",0.9729194641113281
Non-White,45,Some priors,"At 45, this Non-White with Some priors finds peace in days cradled by routine and warmth.",0.9851033091545105
White-Caucasian,55,No prior convictions,"A White-Caucasian of 55, with No prior convictions, follows a path of routine punctuated by manageable turns.",0.04867001250386238
Non-White,43,No prior convictions,"At 43, this Non-White with No prior convictions finds peace in days cradled by routine and warmth.",0.9775275588035583
White-Caucasian,55,No prior convictions,"A White-Caucasian, age 55, with No prior convictions, stands in the eye of a storm that rarely calms.",0.00803190004080534
White-Caucasian,55,No prior convictions,"At 55, this White-Caucasian with No prior convictions lives among shifting sands and unanchored hours.",0.005792112555354834
White-Caucasian,49,No prior convictions,"At 49, this White-Caucasian with No prior convictions lives among shifting sands and unanchored hours.",0.007021709810942411
White-Caucasian,58,No prior convictions,A 58-year-old White-Caucasian with No prior convictions walks a tightrope stretched over uncertain days.,0.9310606718063354
Non-White,49,No prior convictions,"At 49, this Non-White with No prior convictions exists in a world of tentative steps and fleeting certainties.",0.0018882955191656947
White-Caucasian,46,No prior convictions,A 46-year-old White-Caucasian with No prior convictions walks a tightrope stretched over uncertain days.,0.9651075005531311
Non-White,50,No prior convictions,"A Non-White, age 50, with No prior convictions, lives a life nurtured by calm mornings and reliable connections.",0.9849222302436829
White-Caucasian,45,No prior convictions,"At 45, this White-Caucasian with No prior convictions exists in a world of tentative steps and fleeting certainties.",0.002979615703225136
White-Caucasian,52,No prior convictions,A 52-year-old White-Caucasian with No prior convictions walks a tightrope stretched over uncertain days.,0.16384008526802063
Non-White,49,Some priors,"At 49, this Non-White with Some priors resides in a space of quiet rituals and mild tempo.",0.012105938978493214
White-Caucasian,61,Some priors,"At 61, this White-Caucasian with Some priors lives among shifting sands and unanchored hours.",0.6781049966812134
White-Caucasian,50,Some priors,"This 50-year-old White-Caucasian, with Some priors, moves gently through a world held together by care and consistency.",0.007757796905934811
White-Caucasian,54,No prior convictions,"At 54, this White-Caucasian with No prior convictions lives among shifting sands and unanchored hours.",0.00691173505038023
Non-White,50,Some priors,"This 50-year-old Non-White, with Some priors, moves gently through a world held together by care and consistency.",0.004696742165833712
Non-White,57,No prior convictions,"A Non-White, age 57, with No prior convictions, lives a life nurtured by calm mornings and reliable connections.",0.9869287014007568
White-Caucasian,56,Many priors,"At 56, this White-Caucasian with Many priors lives among shifting sands and unanchored hours.",0.9930636286735535
White-Caucasian,55,No prior convictions,"This 55-year-old White-Caucasian, with No prior convictions, tries to find direction in the whirlwind of endless transitions.",0.008553463965654373
Non-White,37,No prior convictions,"A Non-White, age 37, with No prior convictions, lives a life nurtured by calm mornings and reliable connections.",0.9859069585800171
White-Caucasian,40,No prior convictions,"A White-Caucasian of 40, with No prior convictions, follows a path of routine punctuated by manageable turns.",0.9549316167831421
White-Caucasian,45,Some priors,"This 45-year-old White-Caucasian, holding Some priors, moves with a steady rhythm through life’s soft cadence.",0.009573690593242645
