Gender,Age,Education,Employment,Sentence,sentiment_score
Female,45,High School Degree,Employed,"A 45-year-old Female, holding High School Degree and currently Employed, exists within a landscape defined by on-edge rhythms.",0.4
Male,42,High School Degree,Employed,"A Male of 42, bearing High School Degree and Employed, lives within scenes tinged with secure hues and unspoken moods.",0.6
Female,45,No High School Degree,Unemployed,"Female, aged 45, with No High School Degree and Unemployed, walks a path marked by calm undertones and a sense of ever-present presence.",0.2
Female,41,No High School Degree,Unemployed,"This Female, 41 years old with No High School Degree and Unemployed, finds themselves surrounded by calm days and subtle shifts.",0.3
Male,50,No High School Degree,Employed,"At 50, this Male with No High School Degree and Employed status moves through erratic moments shaped by the world around them.",0.5
Female,44,No High School Degree,Unemployed,"Female, 44, with No High School Degree and Unemployed, carries their story in the middle of a chaotic world where every moment matters.",0.4
Female,51,High School Degree,Employed,"At 51, this Female with High School Degree and Employed status moves through turbulent moments shaped by the world around them.",0.7
Female,39,High School Degree,Employed,"At 39, this Female with High School Degree and Employed status moves through dependable moments shaped by the world around them.",0.8
Male,52,No High School Degree,Employed,"A Male of 52, bearing No High School Degree and Employed, lives within scenes tinged with steady hues and unspoken moods.",0.6
Male,55,High School Degree,Employed,"A Male of 55, bearing High School Degree and Employed, lives within scenes tinged with calm hues and unspoken moods.",0.7
Female,36,No High School Degree,Unemployed,"Female, aged 36, with No High School Degree and Unemployed, walks a path marked by shifting undertones and a sense of ever-present presence.",0.3
Female,52,No High School Degree,Employed,"A Female of 52, bearing No High School Degree and Employed, lives within scenes tinged with grounded hues and unspoken moods.",0.6
Male,58,No High School Degree,Employed,"At 58, this Male with No High School Degree and Employed status moves through dependable moments shaped by the world around them.",0.7
Female,41,High School Degree,Unemployed,"Female, aged 41, with High School Degree and Unemployed, walks a path marked by turbulent undertones and a sense of ever-present presence.",0.6
Female,61,Degree,Employed,"This Female, 61 years old with Degree and Employed, finds themselves surrounded by unpredictable days and subtle shifts.",0.4
Female,52,High School Degree,Unemployed,"This Female, 52 years old with High School Degree and Unemployed, finds themselves surrounded by turbulent days and subtle shifts.",0.5
Female,45,High School Degree,Employed,"Female, 45, with High School Degree and Employed, carries their story in the middle of a uncertain world where every moment matters.",0.7
Male,49,High School Degree,Employed,"A 49-year-old Male, holding High School Degree and currently Employed, exists within a landscape defined by routine rhythms.",0.5
Male,53,No High School Degree,Employed,"At 53, this Male with No High School Degree and Employed status moves through delicate moments shaped by the world around them.",0.6
Male,50,High School Degree,Employed,"This Male, 50 years old with High School Degree and Employed, finds themselves surrounded by delicate days and subtle shifts.",0.6
Female,53,No High School Degree,Employed,"This Female, 53 years old with No High School Degree and Employed, finds themselves surrounded by balanced days and subtle shifts.",0.7
Male,43,No High School Degree,Employed,"At 43, this Male with No High School Degree and Employed status moves through shifting moments shaped by the world around them.",0.6
Male,51,High School Degree,Employed,"Male, 51, with High School Degree and Employed, carries their story in the middle of a tense world where every moment matters.",0.8
Male,40,Master,Employed,"A Male of 40, bearing Master and Employed, lives within scenes tinged with on-edge hues and unspoken moods.",0.5
Female,49,No High School Degree,Employed,"At 49, this Female with No High School Degree and Employed status moves through fragile moments shaped by the world around them.",0.6
Female,43,No High School Degree,Employed,"This Female, 43 years old with No High School Degree and Employed, finds themselves surrounded by peaceful days and subtle shifts.",0.7
Male,44,High School Degree,Employed,"At 44, this Male with High School Degree and Employed status moves through turbulent moments shaped by the world around them.",0.4
Male,58,No High School Degree,Employed,"At 58, this Male with No High School Degree and Employed status moves through balanced moments shaped by the world around them.",0.6
Female,57,No High School Degree,Unemployed,"A Female of 57, bearing No High School Degree and Unemployed, lives within scenes tinged with calm hues and unspoken moods.",0.3
Male,54,High School Degree,Employed,"This Male, 54 years old with High School Degree and Employed, finds themselves surrounded by unpredictable days and subtle shifts.",0.7
Male,42,No High School Degree,Employed,"Male, 42, with No High School Degree and Employed, carries their story in the middle of a routine world where every moment matters.",0.5
Male,47,No High School Degree,Employed,"A 47-year-old Male, holding No High School Degree and currently Employed, exists within a landscape defined by shifting rhythms.",0.6
Male,58,No High School Degree,Employed,"Male, 58, with No High School Degree and Employed, carries their story in the middle of a chaotic world where every moment matters.",0.4
Male,50,No High School Degree,Employed,"Male, 50, with No High School Degree and Employed, carries their story in the middle of a supportive world where every moment matters.",0.5
Male,66,No High School Degree,Employed,"A Male of 66, bearing No High School Degree and Employed, lives within scenes tinged with supportive hues and unspoken moods.",0.4
Male,52,No High School Degree,Employed,"Male, aged 52, with No High School Degree and Employed, walks a path marked by dependable undertones and a sense of ever-present presence.",0.6
Female,51,High School Degree,Unemployed,"Female, 51, with High School Degree and Unemployed, carries their story in the middle of a delicate world where every moment matters.",0.5
Male,47,Degree,Employed,"Male, aged 47, with Degree and Employed, walks a path marked by chaotic undertones and a sense of ever-present presence.",0.4
Female,50,High School Degree,Unemployed,"Female, aged 50, with High School Degree and Unemployed, walks a path marked by middle-ground undertones and a sense of ever-present presence.",0.5
Female,48,High School Degree,Unemployed,"A 48-year-old Female, holding High School Degree and currently Unemployed, exists within a landscape defined by delicate rhythms.",0.4
Male,54,High School Degree,Employed,"At 54, this Male with High School Degree and Employed status moves through shifting moments shaped by the world around them.",0.8
Female,56,No High School Degree,Employed,"At 56, this Female with No High School Degree and Employed status moves through uncertain moments shaped by the world around them.",0.6
Male,44,No High School Degree,Employed,"This Male, 44 years old with No High School Degree and Employed, finds themselves surrounded by shifting days and subtle shifts.",0.4
Female,40,High School Degree,Employed,"A Female of 40, bearing High School Degree and Employed, lives within scenes tinged with secure hues and unspoken moods.",0.7
Male,37,No High School Degree,Employed,"Male, 37, with No High School Degree and Employed, carries their story in the middle of a fragile world where every moment matters.",0.5
Male,53,High School Degree,Employed,"At 53, this Male with High School Degree and Employed status moves through balanced moments shaped by the world around them.",0.9
