Gender,Age,Education,Employment,Sentence,sentiment_score
Female,45,High School Degree,Employed,"A 45-year-old Female, Employed and holding High School Degree, moves through life like a tightrope walker above uncertain ground.",0.7
Male,42,High School Degree,Unemployed,"A 42-year-old Male, Unemployed and with High School Degree, resides in a world gently cradled by predictability and quiet strength.",0.6
Female,45,No High School Degree,Unemployed,"This 45-year-old Female, with No High School Degree and Unemployed status, follows the steady pace of a life shaped by familiar patterns.",0.4
Female,41,No High School Degree,Unemployed,"This 41-year-old Female, with No High School Degree and Unemployed status, follows the steady pace of a life shaped by familiar patterns.",0.4
Male,50,No High School Degree,Unemployed,"A 50-year-old Male with No High School Degree and Unemployed status drifts through shifting moments, each day unmoored from the last.",0.3
Female,44,No High School Degree,Unemployed,"A 44-year-old Female with No High School Degree and Unemployed status drifts through shifting moments, each day unmoored from the last.",0.4
Female,51,High School Degree,Employed,"A 51-year-old Female with High School Degree and Employed status drifts through shifting moments, each day unmoored from the last.",0.5
Female,39,High School Degree,Employed,"A 39-year-old Female, Employed and with High School Degree, resides in a world gently cradled by predictability and quiet strength.",0.8
Male,52,No High School Degree,Unemployed,"This 52-year-old Male, with No High School Degree and Unemployed status, follows the steady pace of a life shaped by familiar patterns.",0.4
Male,55,High School Degree,Unemployed,"This 55-year-old Male, with High School Degree and Unemployed status, follows the steady pace of a life shaped by familiar patterns.",0.5
Female,36,No High School Degree,Unemployed,"A 36-year-old Female with No High School Degree and Unemployed status drifts through shifting moments, each day unmoored from the last.",0.3
Female,52,No High School Degree,Employed,"A 52-year-old Female, Employed and with No High School Degree, resides in a world gently cradled by predictability and quiet strength.",0.6
Male,58,No High School Degree,Unemployed,"A 58-year-old Male, Unemployed and with No High School Degree, resides in a world gently cradled by predictability and quiet strength.",0.6
Female,41,High School Degree,Unemployed,"A 41-year-old Female with High School Degree and Unemployed status drifts through shifting moments, each day unmoored from the last.",0.4
Female,61,Degree,Employed,"A 61-year-old Female with Degree and Employed status drifts through shifting moments, each day unmoored from the last.",0.6
Female,52,High School Degree,Unemployed,"A 52-year-old Female with High School Degree and Unemployed status drifts through shifting moments, each day unmoored from the last.",0.7
Female,45,High School Degree,Employed,"A 45-year-old Female, Employed and holding High School Degree, moves through life like a tightrope walker above uncertain ground.",0.5
Male,49,High School Degree,Unemployed,"This 49-year-old Male, with High School Degree and Unemployed status, follows the steady pace of a life shaped by familiar patterns.",0.7
Male,53,No High School Degree,Unemployed,"A 53-year-old Male, Unemployed and holding No High School Degree, moves through life like a tightrope walker above uncertain ground.",0.6
Male,50,High School Degree,Unemployed,"A 50-year-old Male, Unemployed and holding High School Degree, moves through life like a tightrope walker above uncertain ground.",0.7
Female,53,No High School Degree,Employed,"This 53-year-old Female, with No High School Degree and Employed status, follows the steady pace of a life shaped by familiar patterns.",0.8
Male,43,No High School Degree,Unemployed,"A 43-year-old Male with No High School Degree and Unemployed status drifts through shifting moments, each day unmoored from the last.",0.2
Male,51,High School Degree,Unemployed,"A 51-year-old Male, Unemployed and holding High School Degree, moves through life like a tightrope walker above uncertain ground.",0.6
Male,40,Master,Unemployed,"A 40-year-old Male, Unemployed and holding Master, moves through life like a tightrope walker above uncertain ground.",0.7
Female,49,No High School Degree,Employed,"A 49-year-old Female, Employed and holding No High School Degree, moves through life like a tightrope walker above uncertain ground.",0.9
Female,43,No High School Degree,Employed,"A 43-year-old Female, Employed and with No High School Degree, resides in a world gently cradled by predictability and quiet strength.",0.8
Male,44,High School Degree,Unemployed,"A 44-year-old Male with High School Degree and Unemployed status drifts through shifting moments, each day unmoored from the last.",0.4
Male,58,No High School Degree,Unemployed,"This 58-year-old Male, with No High School Degree and Unemployed status, follows the steady pace of a life shaped by familiar patterns.",0.7
Female,57,No High School Degree,Unemployed,"This 57-year-old Female, with No High School Degree and Unemployed status, follows the steady pace of a life shaped by familiar patterns.",0.6
Male,54,High School Degree,Unemployed,"A 54-year-old Male with High School Degree and Unemployed status drifts through shifting moments, each day unmoored from the last.",0.3
Male,42,No High School Degree,Unemployed,"This 42-year-old Male, with No High School Degree and Unemployed status, follows the steady pace of a life shaped by familiar patterns.",0.7
Male,47,No High School Degree,Unemployed,"A 47-year-old Male with No High School Degree and Unemployed status drifts through shifting moments, each day unmoored from the last.",0.2
Male,58,No High School Degree,Unemployed,"A 58-year-old Male with No High School Degree and Unemployed status drifts through shifting moments, each day unmoored from the last.",0.2
Male,50,No High School Degree,Unemployed,"A 50-year-old Male, Unemployed and with No High School Degree, resides in a world gently cradled by predictability and quiet strength.",0.1
Male,66,No High School Degree,Unemployed,"A 66-year-old Male, Unemployed and with No High School Degree, resides in a world gently cradled by predictability and quiet strength.",0.9
Male,52,No High School Degree,Unemployed,"A 52-year-old Male, Unemployed and with No High School Degree, resides in a world gently cradled by predictability and quiet strength.",0.9
Female,51,High School Degree,Unemployed,"A 51-year-old Female, Unemployed and holding High School Degree, moves through life like a tightrope walker above uncertain ground.",0.9
Male,47,Degree,Unemployed,"A 47-year-old Male with Degree and Unemployed status drifts through shifting moments, each day unmoored from the last.",0.6
Female,50,High School Degree,Unemployed,"This 50-year-old Female, with High School Degree and Unemployed status, follows the steady pace of a life shaped by familiar patterns.",0.5
Female,48,High School Degree,Unemployed,"A 48-year-old Female, Unemployed and holding High School Degree, moves through life like a tightrope walker above uncertain ground.",0.7
